ID,agestrat,TOTALscore
221007,32,102
221008,72,170
221009,72,157
221010,12,58
221011,22,79
221012,66,144
221013,12,53
221014,4,22
221015,2,16
223001,42,106
223002,24,85
223003,6,17
223004,72,167
223005,96,182
223006,36,133
223007,24,80
223008,96,159
223009,108,179
223010,28,65
224001,96,178
224002,78,167
224003,66,147
224004,32,97
224005,96,184
224006,72,168
224007,48,140
224008,28,107
224009,72,162
224010,96,180
224011,36,122
224012,36,109
224013,60,149
224014,60,129
224015,48,118
224016,42,114
224017,60,125
224018,48,93
224019,72,154
224020,66,160
224021,14,44
227001,4,16
227002,32,80
227003,66,144
227004,4,14
227005,6,32
227006,18,73
227007,28,84
227008,0,5
227009,20,73
227010,28,83
227011,6,23
227012,28,83
227013,16,71
227014,24,82
227015,4,15
227016,6,36
227017,22,90
227018,32,78
227019,0,2
227020,18,79
227021,10,49
227022,12,57
228001,8,28
228003,28,114
228004,24,90
228005,12,56
229001,10,37
229002,12,45
229003,14,44
229004,6,21
229005,12,48
229006,18,65
229007,0,3
229008,8,32
302001,96,190
302002,108,190
302004,22,69
302005,78,184
302006,84,189
302007,120,185
302008,96,169
302009,78,166
302010,204,190
302011,144,187
501001,60,110
501002,48,91
501003,84,157
501005,60,93
501006,48,86
501008,48,82
501009,144,185
501010,48,102
501011,72,87
501013,72,140
501014,72,140
501018,108,181
501019,72,133
501020,60,134
501021,72,149
501022,32,57
501023,60,134
501025,78,150
501026,120,173
501027,108,169
501029,60,103
501031,108,130
501032,48,123
503001,66,127
503007,66,81
505001,28,47
505002,28,50
505003,36,50
505004,24,66
505005,60,89
505008,42,93
505013,48,111
505015,180,159
505016,66,116
505021,144,158
505023,36,37
505024,42,96
505025,36,36
505030,32,63
505032,144,155
505033,144,120
505035,48,110
505036,54,93
505037,54,79
505038,42,81
505039,42,64
505040,60,111
506001,54,35
506003,78,124
506004,96,167
506005,72,134
506008,120,179
506009,84,132
506011,36,82
506014,54,93
506015,72,79
506016,42,90
506022,78,91
507002,66,122
507005,54,131
507006,66,108
508001,60,103
508002,60,110
508005,180,181
508007,204,171
508008,42,116
508009,72,95
508010,72,79
508011,66,92
508013,54,71
508014,120,118
508015,42,53
508016,108,144
508017,156,175
508019,36,50
508021,36,53
508022,42,50
508023,84,107
508024,84,116
508025,84,113
508026,120,180
508027,54,72
508028,84,131
508029,156,178
508030,132,113
508031,60,72
508032,54,64
508033,42,55
508034,84,128
510001,96,128
510004,72,108
510005,108,148
510007,132,167
510008,120,168
510009,156,177
510010,132,126
510014,132,153
510016,180,180
517001,78,128
517003,54,35
517004,108,184
517005,132,165
517007,156,180
517009,120,165
517010,180,181
517011,84,151
517012,96,158
517013,60,126
517017,84,142
517018,42,93
517020,78,161
517021,120,181
517022,156,187
517023,66,156
517024,156,175
517026,84,166
517028,66,125
526003,48,79
526005,60,85
527001,36,46
527002,120,110
527004,108,113
527005,24,50
529001,72,130
529008,96,176
529015,96,167
529018,204,190
529020,204,190
529021,204,190
529022,144,186
529023,144,182
529024,204,190
529025,72,148
529026,66,145
529029,66,81
600001,144,152
600003,156,164
600006,96,135
600007,120,146
600008,120,147
600009,108,139
600010,108,132
601002,180,151
601007,180,131
601011,204,182
602001,120,157
602002,60,108
602003,66,108
602004,66,121
602005,84,117
602006,78,117
602007,72,118
602008,78,92
605002,96,94
605003,96,131
607004,78,144
607005,60,117
607006,180,137
608001,42,126
608002,48,109
608003,54,139
608004,78,150
608005,36,132
608006,28,52
608007,60,147
608008,144,157
608009,42,126
608010,42,122
608011,66,145
608012,78,145
608013,32,87
608014,66,149
609003,54,108
611007,78,152
612001,60,164
612002,54,143
612003,36,92
612004,24,84
612005,28,82
612006,28,97
612007,120,133
612008,108,166
612009,24,40
612010,28,63
612012,96,166
612013,108,162
612014,120,171
612017,78,140
701001,84,163
701004,144,125
705002,78,99
