agestrat,rawscore,scale,SS
mo_042,33,COG,160
mo_042,34,COG,160
mo_042,35,COG,160
mo_042,36,COG,160
mo_042,37,COG,160
mo_042,38,COG,160
mo_042,39,COG,160
mo_042,40,COG,160
mo_042,41,COG,160
mo_042,42,COG,160
mo_042,0,COM,40
mo_042,1,COM,40
mo_042,2,COM,40
mo_042,3,COM,40
mo_042,4,COM,40
mo_042,5,COM,40
mo_042,6,COM,40
mo_042,7,COM,40
mo_042,8,COM,40
mo_042,9,COM,40
mo_042,10,COM,45
mo_042,11,COM,49
mo_042,12,COM,53
mo_042,13,COM,57
mo_042,14,COM,62
mo_042,15,COM,66
mo_042,16,COM,70
mo_042,17,COM,74
mo_042,18,COM,79
mo_042,19,COM,83
mo_042,20,COM,87
mo_042,21,COM,91
mo_042,22,COM,96
mo_042,23,COM,100
mo_042,24,COM,107
mo_042,25,COM,114
mo_042,26,COM,121
mo_042,27,COM,128
mo_042,28,COM,135
mo_042,29,COM,142
mo_042,30,COM,150
mo_042,31,COM,157
mo_042,32,COM,160
mo_042,33,COM,160
mo_042,34,COM,160
mo_042,35,COM,NA
mo_042,36,COM,NA
mo_042,37,COM,NA
mo_042,38,COM,NA
mo_042,39,COM,NA
mo_042,40,COM,NA
mo_042,41,COM,NA
mo_042,42,COM,NA
mo_048,0,PHY,40
mo_048,1,PHY,40
mo_048,2,PHY,40
mo_048,3,PHY,40
mo_048,4,PHY,40
mo_048,5,PHY,40
mo_048,6,PHY,40
mo_048,7,PHY,40
mo_048,8,PHY,40
mo_048,9,PHY,40
mo_048,10,PHY,40
mo_048,11,PHY,40
mo_048,12,PHY,40
mo_048,13,PHY,40
mo_048,14,PHY,42
mo_048,15,PHY,46
mo_048,16,PHY,50
mo_048,17,PHY,55
mo_048,18,PHY,59
mo_048,19,PHY,63
mo_048,20,PHY,67
mo_048,21,PHY,71
mo_048,22,PHY,76
mo_048,23,PHY,80
mo_048,24,PHY,84
mo_048,25,PHY,88
mo_048,26,PHY,92
mo_048,27,PHY,97
mo_048,28,PHY,102
mo_048,29,PHY,109
mo_048,30,PHY,116
mo_048,31,PHY,123
mo_048,32,PHY,130
mo_048,33,PHY,138
mo_048,34,PHY,145
mo_048,35,PHY,152
mo_048,36,PHY,159
mo_048,37,PHY,160
mo_048,38,PHY,NA
mo_048,39,PHY,NA
mo_048,40,PHY,NA
mo_048,41,PHY,NA
mo_048,42,PHY,NA
mo_048,0,ADP,40
mo_048,1,ADP,40
mo_048,2,ADP,40
mo_048,3,ADP,40
mo_048,4,ADP,40
mo_048,5,ADP,40
mo_048,6,ADP,40
mo_048,7,ADP,40
mo_048,8,ADP,40
mo_048,9,ADP,43
mo_048,10,ADP,47
mo_048,11,ADP,50
mo_048,12,ADP,54
mo_048,13,ADP,57
mo_048,14,ADP,61
mo_048,15,ADP,64
mo_048,16,ADP,68
mo_048,17,ADP,71
mo_048,18,ADP,75
mo_048,19,ADP,78
mo_048,20,ADP,82
mo_048,21,ADP,85
mo_048,22,ADP,89
mo_048,23,ADP,92
mo_048,24,ADP,96
mo_048,25,ADP,99
mo_048,26,ADP,104
mo_048,27,ADP,109
mo_048,28,ADP,114
mo_048,29,ADP,119
mo_048,30,ADP,124
mo_048,31,ADP,130
mo_048,32,ADP,135
mo_048,33,ADP,140
mo_048,34,ADP,145
mo_048,35,ADP,150
mo_048,36,ADP,156
mo_048,37,ADP,160
mo_048,38,ADP,160
mo_048,39,ADP,160
mo_048,40,ADP,160
mo_048,41,ADP,160
mo_048,42,ADP,NA
mo_048,0,SOC,40
mo_048,1,SOC,40
mo_048,2,SOC,40
mo_048,3,SOC,40
mo_048,4,SOC,40
mo_048,5,SOC,42
mo_048,6,SOC,46
mo_048,7,SOC,49
mo_048,8,SOC,52
mo_048,9,SOC,55
mo_048,10,SOC,58
mo_048,11,SOC,61
mo_048,12,SOC,64
mo_048,13,SOC,67
mo_048,14,SOC,70
mo_048,15,SOC,73
mo_048,16,SOC,77
mo_048,17,SOC,80
mo_048,18,SOC,84
mo_048,19,SOC,89
mo_048,20,SOC,92
mo_048,21,SOC,95
mo_048,22,SOC,98
mo_048,23,SOC,102
mo_048,24,SOC,107
mo_048,25,SOC,113
mo_048,26,SOC,118
mo_048,27,SOC,124
mo_048,28,SOC,129
mo_048,29,SOC,134
mo_048,30,SOC,140
mo_048,31,SOC,145
mo_048,32,SOC,150
mo_048,33,SOC,156
mo_048,34,SOC,160
mo_048,35,SOC,160
mo_048,36,SOC,160
mo_048,37,SOC,NA
mo_048,38,SOC,NA
mo_048,39,SOC,NA
mo_048,40,SOC,NA
mo_048,41,SOC,NA
mo_048,42,SOC,NA
mo_048,0,COG,40
mo_048,1,COG,40
mo_048,2,COG,40
mo_048,3,COG,40
mo_048,4,COG,40
mo_048,5,COG,40
mo_048,6,COG,40
mo_048,7,COG,40
mo_048,8,COG,40
mo_048,9,COG,44
mo_048,10,COG,47
mo_048,11,COG,51
mo_048,12,COG,55
mo_048,13,COG,58
mo_048,14,COG,62
mo_048,15,COG,65
mo_048,16,COG,69
mo_048,17,COG,73
mo_048,18,COG,76
mo_048,19,COG,80
mo_048,20,COG,83
mo_048,21,COG,87
mo_048,22,COG,91
mo_048,23,COG,94
mo_048,24,COG,98
mo_048,25,COG,103
mo_048,26,COG,109
mo_048,27,COG,114
mo_048,28,COG,120
mo_048,29,COG,126
mo_048,30,COG,132
mo_048,31,COG,138
mo_048,32,COG,144
mo_048,33,COG,150
mo_048,34,COG,156
mo_048,35,COG,160
mo_048,36,COG,160
mo_048,37,COG,160
mo_048,38,COG,160
mo_048,39,COG,160
mo_048,40,COG,160
mo_048,41,COG,160
mo_048,42,COG,160
mo_048,0,COM,40
mo_048,1,COM,40
mo_048,2,COM,40
mo_048,3,COM,40
mo_048,4,COM,40
mo_048,5,COM,40
mo_048,6,COM,40
mo_048,7,COM,40
mo_048,8,COM,40
mo_048,9,COM,40
mo_048,10,COM,41
mo_048,11,COM,45
mo_048,12,COM,49
mo_048,13,COM,53
mo_048,14,COM,57
mo_048,15,COM,62
mo_048,16,COM,66
mo_048,17,COM,70
mo_048,18,COM,74
mo_048,19,COM,78
mo_048,20,COM,83
mo_048,21,COM,87
mo_048,22,COM,91
mo_048,23,COM,95
mo_048,24,COM,99
mo_048,25,COM,106
mo_048,26,COM,113
mo_048,27,COM,120
mo_048,28,COM,128
mo_048,29,COM,135
mo_048,30,COM,142
mo_048,31,COM,149
mo_048,32,COM,157
mo_048,33,COM,160
mo_048,34,COM,160
mo_048,35,COM,NA
mo_048,36,COM,NA
mo_048,37,COM,NA
mo_048,38,COM,NA
mo_048,39,COM,NA
mo_048,40,COM,NA
mo_048,41,COM,NA
mo_048,42,COM,NA
mo_054,0,PHY,40
mo_054,1,PHY,40
mo_054,2,PHY,40
mo_054,3,PHY,40
mo_054,4,PHY,40
mo_054,5,PHY,40
mo_054,6,PHY,40
mo_054,7,PHY,40
mo_054,8,PHY,40
mo_054,9,PHY,40
mo_054,10,PHY,40
mo_054,11,PHY,40
mo_054,12,PHY,40
mo_054,13,PHY,40
mo_054,14,PHY,40
mo_054,15,PHY,41
mo_054,16,PHY,45
mo_054,17,PHY,50
mo_054,18,PHY,54
mo_054,19,PHY,58
mo_054,20,PHY,62
mo_054,21,PHY,66
mo_054,22,PHY,70
mo_054,23,PHY,75
mo_054,24,PHY,79
mo_054,25,PHY,83
mo_054,26,PHY,87
mo_054,27,PHY,91
mo_054,28,PHY,95
mo_054,29,PHY,100
mo_054,30,PHY,107
mo_054,31,PHY,114
mo_054,32,PHY,121
mo_054,33,PHY,129
mo_054,34,PHY,136
mo_054,35,PHY,143
mo_054,36,PHY,151
mo_054,37,PHY,158
mo_054,38,PHY,NA
mo_054,39,PHY,NA
mo_054,40,PHY,NA
mo_054,41,PHY,NA
mo_054,42,PHY,NA
mo_054,0,ADP,40
mo_054,1,ADP,40
mo_054,2,ADP,40
mo_054,3,ADP,40
mo_054,4,ADP,40
mo_054,5,ADP,40
mo_054,6,ADP,40
mo_054,7,ADP,40
mo_054,8,ADP,40
mo_054,9,ADP,40
mo_054,10,ADP,40
mo_054,11,ADP,43
mo_054,12,ADP,46
mo_054,13,ADP,49
mo_054,14,ADP,53
mo_054,15,ADP,56
mo_054,16,ADP,59
mo_054,17,ADP,63
mo_054,18,ADP,67
mo_054,19,ADP,71
mo_054,20,ADP,75
mo_054,21,ADP,77
mo_054,22,ADP,81
mo_054,23,ADP,84
mo_054,24,ADP,88
mo_054,25,ADP,93
mo_054,26,ADP,97
mo_054,27,ADP,100
mo_054,28,ADP,105
mo_054,29,ADP,110
mo_054,30,ADP,115
mo_054,31,ADP,121
mo_054,32,ADP,126
mo_054,33,ADP,131
mo_054,34,ADP,136
mo_054,35,ADP,141
mo_054,36,ADP,147
mo_054,37,ADP,152
mo_054,38,ADP,157
mo_054,39,ADP,160
mo_054,40,ADP,160
mo_054,41,ADP,160
mo_054,42,ADP,NA
mo_054,0,SOC,40
mo_054,1,SOC,40
mo_054,2,SOC,40
mo_054,3,SOC,40
mo_054,4,SOC,40
mo_054,5,SOC,40
mo_054,6,SOC,43
mo_054,7,SOC,46
mo_054,8,SOC,49
mo_054,9,SOC,52
mo_054,10,SOC,55
mo_054,11,SOC,58
mo_054,12,SOC,61
mo_054,13,SOC,64
mo_054,14,SOC,67
mo_054,15,SOC,70
mo_054,16,SOC,73
mo_054,17,SOC,76
mo_054,18,SOC,79
mo_054,19,SOC,82
mo_054,20,SOC,84
mo_054,21,SOC,89
mo_054,22,SOC,94
mo_054,23,SOC,97
mo_054,24,SOC,100
mo_054,25,SOC,105
mo_054,26,SOC,111
mo_054,27,SOC,116
mo_054,28,SOC,121
mo_054,29,SOC,127
mo_054,30,SOC,132
mo_054,31,SOC,138
mo_054,32,SOC,143
mo_054,33,SOC,148
mo_054,34,SOC,154
mo_054,35,SOC,159
mo_054,36,SOC,160
mo_054,37,SOC,NA
mo_054,38,SOC,NA
mo_054,39,SOC,NA
mo_054,40,SOC,NA
mo_054,41,SOC,NA
mo_054,42,SOC,NA
mo_054,0,COG,40
mo_054,1,COG,40
mo_054,2,COG,40
mo_054,3,COG,40
mo_054,4,COG,40
mo_054,5,COG,40
mo_054,6,COG,40
mo_054,7,COG,40
mo_054,8,COG,40
mo_054,9,COG,40
mo_054,10,COG,41
mo_054,11,COG,44
mo_054,12,COG,47
mo_054,13,COG,51
mo_054,14,COG,54
mo_054,15,COG,58
mo_054,16,COG,61
mo_054,17,COG,65
mo_054,18,COG,70
mo_054,19,COG,74
mo_054,20,COG,77
mo_054,21,COG,81
mo_054,22,COG,84
mo_054,23,COG,88
mo_054,24,COG,91
mo_054,25,COG,95
mo_054,26,COG,98
mo_054,27,COG,103
mo_054,28,COG,109
mo_054,29,COG,115
mo_054,30,COG,121
mo_054,31,COG,127
mo_054,32,COG,133
mo_054,33,COG,139
mo_054,34,COG,145
mo_054,35,COG,151
mo_054,36,COG,157
mo_054,37,COG,160
mo_054,38,COG,160
mo_054,39,COG,160
mo_054,40,COG,160
mo_054,41,COG,160
mo_054,42,COG,160
mo_054,0,COM,40
mo_054,1,COM,40
mo_054,2,COM,40
mo_054,3,COM,40
mo_054,4,COM,40
mo_054,5,COM,40
mo_054,6,COM,40
mo_054,7,COM,40
mo_054,8,COM,40
mo_054,9,COM,40
mo_054,10,COM,40
mo_054,11,COM,41
mo_054,12,COM,45
mo_054,13,COM,49
mo_054,14,COM,54
mo_054,15,COM,58
mo_054,16,COM,62
mo_054,17,COM,66
mo_054,18,COM,70
mo_054,19,COM,74
mo_054,20,COM,78
mo_054,21,COM,82
mo_054,22,COM,87
mo_054,23,COM,91
mo_054,24,COM,95
mo_054,25,COM,99
mo_054,26,COM,105
mo_054,27,COM,113
mo_054,28,COM,120
mo_054,29,COM,128
mo_054,30,COM,135
mo_054,31,COM,142
mo_054,32,COM,150
mo_054,33,COM,157
mo_054,34,COM,160
mo_054,35,COM,NA
mo_054,36,COM,NA
mo_054,37,COM,NA
mo_054,38,COM,NA
mo_054,39,COM,NA
mo_054,40,COM,NA
mo_054,41,COM,NA
mo_054,42,COM,NA
mo_060,0,PHY,40
mo_060,1,PHY,40
mo_060,2,PHY,40
mo_060,3,PHY,40
mo_060,4,PHY,40
mo_060,5,PHY,40
mo_060,6,PHY,40
mo_060,7,PHY,40
mo_060,8,PHY,40
mo_060,9,PHY,40
mo_060,10,PHY,40
mo_060,11,PHY,40
mo_060,12,PHY,40
mo_060,13,PHY,40
mo_060,14,PHY,40
mo_060,15,PHY,40
mo_060,16,PHY,41
mo_060,17,PHY,45
mo_060,18,PHY,49
mo_060,19,PHY,53
mo_060,20,PHY,57
mo_060,21,PHY,62
mo_060,22,PHY,66
mo_060,23,PHY,70
mo_060,24,PHY,74
mo_060,25,PHY,78
mo_060,26,PHY,82
mo_060,27,PHY,86
mo_060,28,PHY,90
mo_060,29,PHY,94
mo_060,30,PHY,99
mo_060,31,PHY,105
mo_060,32,PHY,112
mo_060,33,PHY,120
mo_060,34,PHY,127
mo_060,35,PHY,135
mo_060,36,PHY,142
mo_060,37,PHY,150
mo_060,38,PHY,NA
mo_060,39,PHY,NA
mo_060,40,PHY,NA
mo_060,41,PHY,NA
mo_060,42,PHY,NA
mo_060,0,ADP,40
mo_060,1,ADP,40
mo_060,2,ADP,40
mo_060,3,ADP,40
mo_060,4,ADP,40
mo_060,5,ADP,40
mo_060,6,ADP,40
mo_060,7,ADP,40
mo_060,8,ADP,40
mo_060,9,ADP,40
mo_060,10,ADP,40
mo_060,11,ADP,40
mo_060,12,ADP,42
mo_060,13,ADP,45
mo_060,14,ADP,49
mo_060,15,ADP,52
mo_060,16,ADP,55
mo_060,17,ADP,58
mo_060,18,ADP,62
mo_060,19,ADP,65
mo_060,20,ADP,68
mo_060,21,ADP,72
mo_060,22,ADP,75
mo_060,23,ADP,79
mo_060,24,ADP,82
mo_060,25,ADP,85
mo_060,26,ADP,91
mo_060,27,ADP,94
mo_060,28,ADP,98
mo_060,29,ADP,102
mo_060,30,ADP,107
mo_060,31,ADP,112
mo_060,32,ADP,117
mo_060,33,ADP,122
mo_060,34,ADP,127
mo_060,35,ADP,133
mo_060,36,ADP,138
mo_060,37,ADP,143
mo_060,38,ADP,148
mo_060,39,ADP,153
mo_060,40,ADP,158
mo_060,41,ADP,160
mo_060,42,ADP,NA
mo_060,0,SOC,40
mo_060,1,SOC,40
mo_060,2,SOC,40
mo_060,3,SOC,40
mo_060,4,SOC,40
mo_060,5,SOC,40
mo_060,6,SOC,42
mo_060,7,SOC,44
mo_060,8,SOC,47
mo_060,9,SOC,50
mo_060,10,SOC,53
mo_060,11,SOC,56
mo_060,12,SOC,59
mo_060,13,SOC,61
mo_060,14,SOC,63
mo_060,15,SOC,65
mo_060,16,SOC,68
mo_060,17,SOC,71
mo_060,18,SOC,74
mo_060,19,SOC,77
mo_060,20,SOC,79
mo_060,21,SOC,81
mo_060,22,SOC,84
mo_060,23,SOC,91
mo_060,24,SOC,96
mo_060,25,SOC,99
mo_060,26,SOC,103
mo_060,27,SOC,109
mo_060,28,SOC,114
mo_060,29,SOC,119
mo_060,30,SOC,125
mo_060,31,SOC,130
mo_060,32,SOC,136
mo_060,33,SOC,141
mo_060,34,SOC,146
mo_060,35,SOC,152
mo_060,36,SOC,157
mo_060,37,SOC,NA
mo_060,38,SOC,NA
mo_060,39,SOC,NA
mo_060,40,SOC,NA
mo_060,41,SOC,NA
mo_060,42,SOC,NA
mo_060,0,COG,40
mo_060,1,COG,40
mo_060,2,COG,40
mo_060,3,COG,40
mo_060,4,COG,40
mo_060,5,COG,40
mo_060,6,COG,40
mo_060,7,COG,40
mo_060,8,COG,40
mo_060,9,COG,40
mo_060,10,COG,40
mo_060,11,COG,40
mo_060,12,COG,41
mo_060,13,COG,44
mo_060,14,COG,48
mo_060,15,COG,52
mo_060,16,COG,56
mo_060,17,COG,59
mo_060,18,COG,62
mo_060,19,COG,66
mo_060,20,COG,70
mo_060,21,COG,73
mo_060,22,COG,76
mo_060,23,COG,80
mo_060,24,COG,85
mo_060,25,COG,89
mo_060,26,COG,92
mo_060,27,COG,95
mo_060,28,COG,99
mo_060,29,COG,104
mo_060,30,COG,110
mo_060,31,COG,116
mo_060,32,COG,122
mo_060,33,COG,128
mo_060,34,COG,134
mo_060,35,COG,140
mo_060,36,COG,146
mo_060,37,COG,152
mo_060,38,COG,159
mo_060,39,COG,160
mo_060,40,COG,160
mo_060,41,COG,160
mo_060,42,COG,160
mo_060,0,COM,40
mo_060,1,COM,40
mo_060,2,COM,40
mo_060,3,COM,40
mo_060,4,COM,40
mo_060,5,COM,40
mo_060,6,COM,40
mo_060,7,COM,40
mo_060,8,COM,40
mo_060,9,COM,40
mo_060,10,COM,40
mo_060,11,COM,40
mo_060,12,COM,42
mo_060,13,COM,46
mo_060,14,COM,50
mo_060,15,COM,54
mo_060,16,COM,58
mo_060,17,COM,62
mo_060,18,COM,66
mo_060,19,COM,70
mo_060,20,COM,74
mo_060,21,COM,79
mo_060,22,COM,83
mo_060,23,COM,87
mo_060,24,COM,91
mo_060,25,COM,95
mo_060,26,COM,99
mo_060,27,COM,105
mo_060,28,COM,113
mo_060,29,COM,120
mo_060,30,COM,128
mo_060,31,COM,135
mo_060,32,COM,143
mo_060,33,COM,150
mo_060,34,COM,158
mo_060,35,COM,NA
mo_060,36,COM,NA
mo_060,37,COM,NA
mo_060,38,COM,NA
mo_060,39,COM,NA
mo_060,40,COM,NA
mo_060,41,COM,NA
mo_060,42,COM,NA
mo_066,0,PHY,40
mo_066,1,PHY,40
mo_066,2,PHY,40
mo_066,3,PHY,40
mo_066,4,PHY,40
mo_066,5,PHY,40
mo_066,6,PHY,40
mo_066,7,PHY,40
mo_066,8,PHY,40
mo_066,9,PHY,40
mo_066,10,PHY,40
mo_066,11,PHY,40
mo_066,12,PHY,40
mo_066,13,PHY,40
mo_066,14,PHY,40
mo_066,15,PHY,40
mo_066,16,PHY,40
mo_066,17,PHY,41
mo_066,18,PHY,45
mo_066,19,PHY,49
mo_066,20,PHY,53
mo_066,21,PHY,57
mo_066,22,PHY,61
mo_066,23,PHY,65
mo_066,24,PHY,69
mo_066,25,PHY,74
mo_066,26,PHY,78
mo_066,27,PHY,82
mo_066,28,PHY,86
mo_066,29,PHY,90
mo_066,30,PHY,94
mo_066,31,PHY,98
mo_066,32,PHY,104
mo_066,33,PHY,111
mo_066,34,PHY,119
mo_066,35,PHY,127
mo_066,36,PHY,134
mo_066,37,PHY,142
mo_066,38,PHY,NA
mo_066,39,PHY,NA
mo_066,40,PHY,NA
mo_066,41,PHY,NA
mo_066,42,PHY,NA
mo_066,0,ADP,40
mo_066,1,ADP,40
mo_066,2,ADP,40
mo_066,3,ADP,40
mo_066,4,ADP,40
mo_066,5,ADP,40
mo_066,6,ADP,40
mo_066,7,ADP,40
mo_066,8,ADP,40
mo_066,9,ADP,40
mo_066,10,ADP,40
mo_066,11,ADP,40
mo_066,12,ADP,40
mo_066,13,ADP,40
mo_066,14,ADP,42
mo_066,15,ADP,45
mo_066,16,ADP,48
mo_066,17,ADP,51
mo_066,18,ADP,54
mo_066,19,ADP,58
mo_066,20,ADP,61
mo_066,21,ADP,64
mo_066,22,ADP,68
mo_066,23,ADP,72
mo_066,24,ADP,76
mo_066,25,ADP,81
mo_066,26,ADP,84
mo_066,27,ADP,87
mo_066,28,ADP,93
mo_066,29,ADP,96
mo_066,30,ADP,99
mo_066,31,ADP,103
mo_066,32,ADP,109
mo_066,33,ADP,114
mo_066,34,ADP,119
mo_066,35,ADP,124
mo_066,36,ADP,129
mo_066,37,ADP,134
mo_066,38,ADP,140
mo_066,39,ADP,145
mo_066,40,ADP,150
mo_066,41,ADP,155
mo_066,42,ADP,NA
mo_066,0,SOC,40
mo_066,1,SOC,40
mo_066,2,SOC,40
mo_066,3,SOC,40
mo_066,4,SOC,40
mo_066,5,SOC,40
mo_066,6,SOC,40
mo_066,7,SOC,43
mo_066,8,SOC,45
mo_066,9,SOC,48
mo_066,10,SOC,51
mo_066,11,SOC,53
mo_066,12,SOC,55
mo_066,13,SOC,57
mo_066,14,SOC,60
mo_066,15,SOC,63
mo_066,16,SOC,65
mo_066,17,SOC,68
mo_066,18,SOC,70
mo_066,19,SOC,73
mo_066,20,SOC,76
mo_066,21,SOC,79
mo_066,22,SOC,81
mo_066,23,SOC,85
mo_066,24,SOC,90
mo_066,25,SOC,95
mo_066,26,SOC,98
mo_066,27,SOC,102
mo_066,28,SOC,107
mo_066,29,SOC,112
mo_066,30,SOC,118
mo_066,31,SOC,123
mo_066,32,SOC,128
mo_066,33,SOC,134
mo_066,34,SOC,139
mo_066,35,SOC,145
mo_066,36,SOC,150
mo_066,37,SOC,NA
mo_066,38,SOC,NA
mo_066,39,SOC,NA
mo_066,40,SOC,NA
mo_066,41,SOC,NA
mo_066,42,SOC,NA
mo_066,0,COG,40
mo_066,1,COG,40
mo_066,2,COG,40
mo_066,3,COG,40
mo_066,4,COG,40
mo_066,5,COG,40
mo_066,6,COG,40
mo_066,7,COG,40
mo_066,8,COG,40
mo_066,9,COG,40
mo_066,10,COG,40
mo_066,11,COG,40
mo_066,12,COG,40
mo_066,13,COG,40
mo_066,14,COG,43
mo_066,15,COG,47
mo_066,16,COG,50
mo_066,17,COG,53
mo_066,18,COG,57
mo_066,19,COG,60
mo_066,20,COG,63
mo_066,21,COG,66
mo_066,22,COG,70
mo_066,23,COG,73
mo_066,24,COG,78
mo_066,25,COG,83
mo_066,26,COG,86
mo_066,27,COG,89
mo_066,28,COG,93
mo_066,29,COG,96
mo_066,30,COG,99
mo_066,31,COG,105
mo_066,32,COG,111
mo_066,33,COG,117
mo_066,34,COG,123
mo_066,35,COG,129
mo_066,36,COG,135
mo_066,37,COG,142
mo_066,38,COG,148
mo_066,39,COG,154
mo_066,40,COG,160
mo_066,41,COG,160
mo_066,42,COG,160
mo_066,0,COM,40
mo_066,1,COM,40
mo_066,2,COM,40
mo_066,3,COM,40
mo_066,4,COM,40
mo_066,5,COM,40
mo_066,6,COM,40
mo_066,7,COM,40
mo_066,8,COM,40
mo_066,9,COM,40
mo_066,10,COM,40
mo_066,11,COM,40
mo_066,12,COM,40
mo_066,13,COM,43
mo_066,14,COM,47
mo_066,15,COM,51
mo_066,16,COM,55
mo_066,17,COM,59
mo_066,18,COM,63
mo_066,19,COM,67
mo_066,20,COM,71
mo_066,21,COM,75
mo_066,22,COM,79
mo_066,23,COM,83
mo_066,24,COM,87
mo_066,25,COM,91
mo_066,26,COM,95
mo_066,27,COM,99
mo_066,28,COM,106
mo_066,29,COM,113
mo_066,30,COM,121
mo_066,31,COM,128
mo_066,32,COM,136
mo_066,33,COM,144
mo_066,34,COM,151
mo_066,35,COM,NA
mo_066,36,COM,NA
mo_066,37,COM,NA
mo_066,38,COM,NA
mo_066,39,COM,NA
mo_066,40,COM,NA
mo_066,41,COM,NA
mo_066,42,COM,NA
mo_072,0,PHY,40
mo_072,1,PHY,40
mo_072,2,PHY,40
mo_072,3,PHY,40
mo_072,4,PHY,40
mo_072,5,PHY,40
mo_072,6,PHY,40
mo_072,7,PHY,40
mo_072,8,PHY,40
mo_072,9,PHY,40
mo_072,10,PHY,40
mo_072,11,PHY,40
mo_072,12,PHY,40
mo_072,13,PHY,40
mo_072,14,PHY,40
mo_072,15,PHY,40
mo_072,16,PHY,40
mo_072,17,PHY,40
mo_072,18,PHY,41
mo_072,19,PHY,45
mo_072,20,PHY,49
mo_072,21,PHY,54
mo_072,22,PHY,58
mo_072,23,PHY,62
mo_072,24,PHY,66
mo_072,25,PHY,70
mo_072,26,PHY,74
mo_072,27,PHY,78
mo_072,28,PHY,82
mo_072,29,PHY,86
mo_072,30,PHY,90
mo_072,31,PHY,94
mo_072,32,PHY,98
mo_072,33,PHY,103
mo_072,34,PHY,111
mo_072,35,PHY,119
mo_072,36,PHY,127
mo_072,37,PHY,135
mo_072,38,PHY,NA
mo_072,39,PHY,NA
mo_072,40,PHY,NA
mo_072,41,PHY,NA
mo_072,42,PHY,NA
mo_072,0,ADP,40
mo_072,1,ADP,40
mo_072,2,ADP,40
mo_072,3,ADP,40
mo_072,4,ADP,40
mo_072,5,ADP,40
mo_072,6,ADP,40
mo_072,7,ADP,40
mo_072,8,ADP,40
mo_072,9,ADP,40
mo_072,10,ADP,40
mo_072,11,ADP,40
mo_072,12,ADP,40
mo_072,13,ADP,40
mo_072,14,ADP,40
mo_072,15,ADP,40
mo_072,16,ADP,42
mo_072,17,ADP,45
mo_072,18,ADP,48
mo_072,19,ADP,51
mo_072,20,ADP,54
mo_072,21,ADP,57
mo_072,22,ADP,60
mo_072,23,ADP,65
mo_072,24,ADP,70
mo_072,25,ADP,74
mo_072,26,ADP,82
mo_072,27,ADP,85
mo_072,28,ADP,88
mo_072,29,ADP,91
mo_072,30,ADP,94
mo_072,31,ADP,97
mo_072,32,ADP,100
mo_072,33,ADP,105
mo_072,34,ADP,111
mo_072,35,ADP,116
mo_072,36,ADP,121
mo_072,37,ADP,126
mo_072,38,ADP,131
mo_072,39,ADP,136
mo_072,40,ADP,142
mo_072,41,ADP,147
mo_072,42,ADP,NA
mo_072,0,SOC,40
mo_072,1,SOC,40
mo_072,2,SOC,40
mo_072,3,SOC,40
mo_072,4,SOC,40
mo_072,5,SOC,40
mo_072,6,SOC,40
mo_072,7,SOC,41
mo_072,8,SOC,44
mo_072,9,SOC,47
mo_072,10,SOC,49
mo_072,11,SOC,52
mo_072,12,SOC,55
mo_072,13,SOC,57
mo_072,14,SOC,60
mo_072,15,SOC,63
mo_072,16,SOC,65
mo_072,17,SOC,68
mo_072,18,SOC,70
mo_072,19,SOC,72
mo_072,20,SOC,74
mo_072,21,SOC,77
mo_072,22,SOC,79
mo_072,23,SOC,83
mo_072,24,SOC,87
mo_072,25,SOC,92
mo_072,26,SOC,95
mo_072,27,SOC,97
mo_072,28,SOC,100
mo_072,29,SOC,105
mo_072,30,SOC,111
mo_072,31,SOC,116
mo_072,32,SOC,121
mo_072,33,SOC,127
mo_072,34,SOC,132
mo_072,35,SOC,138
mo_072,36,SOC,143
mo_072,37,SOC,NA
mo_072,38,SOC,NA
mo_072,39,SOC,NA
mo_072,40,SOC,NA
mo_072,41,SOC,NA
mo_072,42,SOC,NA
mo_072,0,COG,40
mo_072,1,COG,40
mo_072,2,COG,40
mo_072,3,COG,40
mo_072,4,COG,40
mo_072,5,COG,40
mo_072,6,COG,40
mo_072,7,COG,40
mo_072,8,COG,40
mo_072,9,COG,40
mo_072,10,COG,40
mo_072,11,COG,40
mo_072,12,COG,40
mo_072,13,COG,40
mo_072,14,COG,40
mo_072,15,COG,43
mo_072,16,COG,46
mo_072,17,COG,49
mo_072,18,COG,52
mo_072,19,COG,55
mo_072,20,COG,58
mo_072,21,COG,62
mo_072,22,COG,65
mo_072,23,COG,68
mo_072,24,COG,71
mo_072,25,COG,75
mo_072,26,COG,78
mo_072,27,COG,84
mo_072,28,COG,87
mo_072,29,COG,90
mo_072,30,COG,94
mo_072,31,COG,97
mo_072,32,COG,100
mo_072,33,COG,106
mo_072,34,COG,112
mo_072,35,COG,118
mo_072,36,COG,125
mo_072,37,COG,131
mo_072,38,COG,137
mo_072,39,COG,143
mo_072,40,COG,149
mo_072,41,COG,155
mo_072,42,COG,160
mo_072,0,COM,40
mo_072,1,COM,40
mo_072,2,COM,40
mo_072,3,COM,40
mo_072,4,COM,40
mo_072,5,COM,40
mo_072,6,COM,40
mo_072,7,COM,40
mo_072,8,COM,40
mo_072,9,COM,40
mo_072,10,COM,40
mo_072,11,COM,40
mo_072,12,COM,40
mo_072,13,COM,40
mo_072,14,COM,44
mo_072,15,COM,48
mo_072,16,COM,52
mo_072,17,COM,56
