agestrat,rawscore,scale,SS
mo_022,5,COG,61
mo_022,6,COG,66
mo_022,7,COG,70
mo_022,8,COG,75
mo_022,9,COG,79
mo_022,10,COG,84
mo_022,11,COG,88
mo_022,12,COG,92
mo_022,13,COG,97
mo_022,14,COG,102
mo_022,15,COG,107
mo_022,16,COG,113
mo_022,17,COG,119
mo_022,18,COG,124
mo_022,19,COG,130
mo_022,20,COG,136
mo_022,21,COG,142
mo_022,22,COG,147
mo_022,23,COG,153
mo_022,24,COG,159
mo_022,25,COG,160
mo_022,26,COG,160
mo_022,27,COG,160
mo_022,28,COG,160
mo_022,29,COG,160
mo_022,30,COG,160
mo_022,31,COG,160
mo_022,32,COG,160
mo_022,33,COG,160
mo_022,34,COG,160
mo_022,35,COG,160
mo_022,36,COG,160
mo_022,37,COG,160
mo_022,38,COG,160
mo_022,39,COG,160
mo_022,40,COG,160
mo_022,41,COG,160
mo_022,42,COG,160
mo_022,0,COM,40
mo_022,1,COM,40
mo_022,2,COM,40
mo_022,3,COM,40
mo_022,4,COM,41
mo_022,5,COM,46
mo_022,6,COM,51
mo_022,7,COM,55
mo_022,8,COM,60
mo_022,9,COM,65
mo_022,10,COM,69
mo_022,11,COM,74
mo_022,12,COM,79
mo_022,13,COM,83
mo_022,14,COM,88
mo_022,15,COM,93
mo_022,16,COM,97
mo_022,17,COM,103
mo_022,18,COM,109
mo_022,19,COM,116
mo_022,20,COM,122
mo_022,21,COM,129
mo_022,22,COM,135
mo_022,23,COM,142
mo_022,24,COM,148
mo_022,25,COM,155
mo_022,26,COM,160
mo_022,27,COM,160
mo_022,28,COM,160
mo_022,29,COM,160
mo_022,30,COM,160
mo_022,31,COM,160
mo_022,32,COM,160
mo_022,33,COM,160
mo_022,34,COM,160
mo_022,35,COM,NA
mo_022,36,COM,NA
mo_022,37,COM,NA
mo_022,38,COM,NA
mo_022,39,COM,NA
mo_022,40,COM,NA
mo_022,41,COM,NA
mo_022,42,COM,NA
mo_024,0,PHY,40
mo_024,1,PHY,40
mo_024,2,PHY,40
mo_024,3,PHY,40
mo_024,4,PHY,40
mo_024,5,PHY,40
mo_024,6,PHY,40
mo_024,7,PHY,41
mo_024,8,PHY,46
mo_024,9,PHY,50
mo_024,10,PHY,55
mo_024,11,PHY,59
mo_024,12,PHY,63
mo_024,13,PHY,68
mo_024,14,PHY,72
mo_024,15,PHY,77
mo_024,16,PHY,81
mo_024,17,PHY,86
mo_024,18,PHY,90
mo_024,19,PHY,95
mo_024,20,PHY,99
mo_024,21,PHY,106
mo_024,22,PHY,112
mo_024,23,PHY,119
mo_024,24,PHY,125
mo_024,25,PHY,132
mo_024,26,PHY,138
mo_024,27,PHY,145
mo_024,28,PHY,152
mo_024,29,PHY,158
mo_024,30,PHY,160
mo_024,31,PHY,160
mo_024,32,PHY,160
mo_024,33,PHY,160
mo_024,34,PHY,160
mo_024,35,PHY,160
mo_024,36,PHY,160
mo_024,37,PHY,160
mo_024,38,PHY,NA
mo_024,39,PHY,NA
mo_024,40,PHY,NA
mo_024,41,PHY,NA
mo_024,42,PHY,NA
mo_024,0,ADP,40
mo_024,1,ADP,40
mo_024,2,ADP,40
mo_024,3,ADP,43
mo_024,4,ADP,48
mo_024,5,ADP,52
mo_024,6,ADP,56
mo_024,7,ADP,60
mo_024,8,ADP,64
mo_024,9,ADP,68
mo_024,10,ADP,73
mo_024,11,ADP,77
mo_024,12,ADP,81
mo_024,13,ADP,85
mo_024,14,ADP,89
mo_024,15,ADP,93
mo_024,16,ADP,97
mo_024,17,ADP,102
mo_024,18,ADP,107
mo_024,19,ADP,113
mo_024,20,ADP,118
mo_024,21,ADP,123
mo_024,22,ADP,128
mo_024,23,ADP,133
mo_024,24,ADP,139
mo_024,25,ADP,144
mo_024,26,ADP,149
mo_024,27,ADP,154
mo_024,28,ADP,160
mo_024,29,ADP,160
mo_024,30,ADP,160
mo_024,31,ADP,160
mo_024,32,ADP,160
mo_024,33,ADP,160
mo_024,34,ADP,160
mo_024,35,ADP,160
mo_024,36,ADP,160
mo_024,37,ADP,160
mo_024,38,ADP,160
mo_024,39,ADP,160
mo_024,40,ADP,160
mo_024,41,ADP,160
mo_024,42,ADP,NA
mo_024,0,SOC,40
mo_024,1,SOC,40
mo_024,2,SOC,42
mo_024,3,SOC,45
mo_024,4,SOC,49
mo_024,5,SOC,54
mo_024,6,SOC,59
mo_024,7,SOC,63
mo_024,8,SOC,67
mo_024,9,SOC,70
mo_024,10,SOC,74
mo_024,11,SOC,78
mo_024,12,SOC,83
mo_024,13,SOC,90
mo_024,14,SOC,94
mo_024,15,SOC,98
mo_024,16,SOC,102
mo_024,17,SOC,107
mo_024,18,SOC,113
mo_024,19,SOC,118
mo_024,20,SOC,123
mo_024,21,SOC,129
mo_024,22,SOC,134
mo_024,23,SOC,140
mo_024,24,SOC,145
mo_024,25,SOC,150
mo_024,26,SOC,156
mo_024,27,SOC,160
mo_024,28,SOC,160
mo_024,29,SOC,160
mo_024,30,SOC,160
mo_024,31,SOC,160
mo_024,32,SOC,160
mo_024,33,SOC,160
mo_024,34,SOC,160
mo_024,35,SOC,160
mo_024,36,SOC,160
mo_024,37,SOC,NA
mo_024,38,SOC,NA
mo_024,39,SOC,NA
mo_024,40,SOC,NA
mo_024,41,SOC,NA
mo_024,42,SOC,NA
mo_024,0,COG,40
mo_024,1,COG,40
mo_024,2,COG,43
mo_024,3,COG,47
mo_024,4,COG,51
mo_024,5,COG,56
mo_024,6,COG,60
mo_024,7,COG,64
mo_024,8,COG,68
mo_024,9,COG,73
mo_024,10,COG,77
mo_024,11,COG,81
mo_024,12,COG,85
mo_024,13,COG,90
mo_024,14,COG,94
mo_024,15,COG,98
mo_024,16,COG,103
mo_024,17,COG,109
mo_024,18,COG,115
mo_024,19,COG,121
mo_024,20,COG,126
mo_024,21,COG,132
mo_024,22,COG,138
mo_024,23,COG,144
mo_024,24,COG,149
mo_024,25,COG,155
mo_024,26,COG,160
mo_024,27,COG,160
mo_024,28,COG,160
mo_024,29,COG,160
mo_024,30,COG,160
mo_024,31,COG,160
mo_024,32,COG,160
mo_024,33,COG,160
mo_024,34,COG,160
mo_024,35,COG,160
mo_024,36,COG,160
mo_024,37,COG,160
mo_024,38,COG,160
mo_024,39,COG,160
mo_024,40,COG,160
mo_024,41,COG,160
mo_024,42,COG,160
mo_024,0,COM,40
mo_024,1,COM,40
mo_024,2,COM,40
mo_024,3,COM,40
mo_024,4,COM,40
mo_024,5,COM,41
mo_024,6,COM,45
mo_024,7,COM,50
mo_024,8,COM,55
mo_024,9,COM,59
mo_024,10,COM,64
mo_024,11,COM,68
mo_024,12,COM,73
mo_024,13,COM,77
mo_024,14,COM,82
mo_024,15,COM,86
mo_024,16,COM,91
mo_024,17,COM,96
mo_024,18,COM,100
mo_024,19,COM,107
mo_024,20,COM,113
mo_024,21,COM,120
mo_024,22,COM,127
mo_024,23,COM,133
mo_024,24,COM,140
mo_024,25,COM,147
mo_024,26,COM,153
mo_024,27,COM,160
mo_024,28,COM,160
mo_024,29,COM,160
mo_024,30,COM,160
mo_024,31,COM,160
mo_024,32,COM,160
mo_024,33,COM,160
mo_024,34,COM,160
mo_024,35,COM,NA
mo_024,36,COM,NA
mo_024,37,COM,NA
mo_024,38,COM,NA
mo_024,39,COM,NA
mo_024,40,COM,NA
mo_024,41,COM,NA
mo_024,42,COM,NA
mo_028,0,PHY,40
mo_028,1,PHY,40
mo_028,2,PHY,40
mo_028,3,PHY,40
mo_028,4,PHY,40
mo_028,5,PHY,40
mo_028,6,PHY,40
mo_028,7,PHY,40
mo_028,8,PHY,40
mo_028,9,PHY,43
mo_028,10,PHY,48
mo_028,11,PHY,52
mo_028,12,PHY,57
mo_028,13,PHY,61
mo_028,14,PHY,66
mo_028,15,PHY,70
mo_028,16,PHY,74
mo_028,17,PHY,79
mo_028,18,PHY,83
mo_028,19,PHY,88
mo_028,20,PHY,92
mo_028,21,PHY,96
mo_028,22,PHY,101
mo_028,23,PHY,108
mo_028,24,PHY,115
mo_028,25,PHY,121
mo_028,26,PHY,128
mo_028,27,PHY,135
mo_028,28,PHY,142
mo_028,29,PHY,148
mo_028,30,PHY,155
mo_028,31,PHY,160
mo_028,32,PHY,160
mo_028,33,PHY,160
mo_028,34,PHY,160
mo_028,35,PHY,160
mo_028,36,PHY,160
mo_028,37,PHY,160
mo_028,38,PHY,NA
mo_028,39,PHY,NA
mo_028,40,PHY,NA
mo_028,41,PHY,NA
mo_028,42,PHY,NA
mo_028,0,ADP,40
mo_028,1,ADP,40
mo_028,2,ADP,40
mo_028,3,ADP,40
mo_028,4,ADP,43
mo_028,5,ADP,47
mo_028,6,ADP,51
mo_028,7,ADP,55
mo_028,8,ADP,59
mo_028,9,ADP,63
mo_028,10,ADP,67
mo_028,11,ADP,71
mo_028,12,ADP,75
mo_028,13,ADP,79
mo_028,14,ADP,83
mo_028,15,ADP,87
mo_028,16,ADP,91
mo_028,17,ADP,95
mo_028,18,ADP,99
mo_028,19,ADP,104
mo_028,20,ADP,109
mo_028,21,ADP,114
mo_028,22,ADP,119
mo_028,23,ADP,124
mo_028,24,ADP,130
mo_028,25,ADP,135
mo_028,26,ADP,140
mo_028,27,ADP,145
mo_028,28,ADP,151
mo_028,29,ADP,156
mo_028,30,ADP,160
mo_028,31,ADP,160
mo_028,32,ADP,160
mo_028,33,ADP,160
mo_028,34,ADP,160
mo_028,35,ADP,160
mo_028,36,ADP,160
mo_028,37,ADP,160
mo_028,38,ADP,160
mo_028,39,ADP,160
mo_028,40,ADP,160
mo_028,41,ADP,160
mo_028,42,ADP,NA
mo_028,0,SOC,40
mo_028,1,SOC,40
mo_028,2,SOC,41
mo_028,3,SOC,43
mo_028,4,SOC,47
mo_028,5,SOC,52
mo_028,6,SOC,56
mo_028,7,SOC,60
mo_028,8,SOC,63
mo_028,9,SOC,67
mo_028,10,SOC,71
mo_028,11,SOC,74
mo_028,12,SOC,78
mo_028,13,SOC,82
mo_028,14,SOC,89
mo_028,15,SOC,93
mo_028,16,SOC,96
mo_028,17,SOC,100
mo_028,18,SOC,105
mo_028,19,SOC,111
mo_028,20,SOC,116
mo_028,21,SOC,121
mo_028,22,SOC,127
mo_028,23,SOC,132
mo_028,24,SOC,138
mo_028,25,SOC,143
mo_028,26,SOC,148
mo_028,27,SOC,154
mo_028,28,SOC,159
mo_028,29,SOC,160
mo_028,30,SOC,160
mo_028,31,SOC,160
mo_028,32,SOC,160
mo_028,33,SOC,160
mo_028,34,SOC,160
mo_028,35,SOC,160
mo_028,36,SOC,160
mo_028,37,SOC,NA
mo_028,38,SOC,NA
mo_028,39,SOC,NA
mo_028,40,SOC,NA
mo_028,41,SOC,NA
mo_028,42,SOC,NA
mo_028,0,COG,40
mo_028,1,COG,40
mo_028,2,COG,40
mo_028,3,COG,42
mo_028,4,COG,46
mo_028,5,COG,50
mo_028,6,COG,54
mo_028,7,COG,58
mo_028,8,COG,62
mo_028,9,COG,66
mo_028,10,COG,71
mo_028,11,COG,75
mo_028,12,COG,79
mo_028,13,COG,83
mo_028,14,COG,87
mo_028,15,COG,91
mo_028,16,COG,95
mo_028,17,COG,99
mo_028,18,COG,105
mo_028,19,COG,111
mo_028,20,COG,116
mo_028,21,COG,122
mo_028,22,COG,128
mo_028,23,COG,134
mo_028,24,COG,140
mo_028,25,COG,145
mo_028,26,COG,151
mo_028,27,COG,157
mo_028,28,COG,160
mo_028,29,COG,160
mo_028,30,COG,160
mo_028,31,COG,160
mo_028,32,COG,160
mo_028,33,COG,160
mo_028,34,COG,160
mo_028,35,COG,160
mo_028,36,COG,160
mo_028,37,COG,160
mo_028,38,COG,160
mo_028,39,COG,160
mo_028,40,COG,160
mo_028,41,COG,160
mo_028,42,COG,160
mo_028,0,COM,40
mo_028,1,COM,40
mo_028,2,COM,40
mo_028,3,COM,40
mo_028,4,COM,40
mo_028,5,COM,40
mo_028,6,COM,40
mo_028,7,COM,45
mo_028,8,COM,49
mo_028,9,COM,54
mo_028,10,COM,58
mo_028,11,COM,63
mo_028,12,COM,67
mo_028,13,COM,72
mo_028,14,COM,76
mo_028,15,COM,81
mo_028,16,COM,85
mo_028,17,COM,90
mo_028,18,COM,94
mo_028,19,COM,99
mo_028,20,COM,105
mo_028,21,COM,111
mo_028,22,COM,118
mo_028,23,COM,125
mo_028,24,COM,132
mo_028,25,COM,138
mo_028,26,COM,145
mo_028,27,COM,152
mo_028,28,COM,159
mo_028,29,COM,160
mo_028,30,COM,160
mo_028,31,COM,160
mo_028,32,COM,160
mo_028,33,COM,160
mo_028,34,COM,160
mo_028,35,COM,NA
mo_028,36,COM,NA
mo_028,37,COM,NA
mo_028,38,COM,NA
mo_028,39,COM,NA
mo_028,40,COM,NA
mo_028,41,COM,NA
mo_028,42,COM,NA
mo_032,0,PHY,40
mo_032,1,PHY,40
mo_032,2,PHY,40
mo_032,3,PHY,40
mo_032,4,PHY,40
mo_032,5,PHY,40
mo_032,6,PHY,40
mo_032,7,PHY,40
mo_032,8,PHY,40
mo_032,9,PHY,40
mo_032,10,PHY,42
mo_032,11,PHY,46
mo_032,12,PHY,50
mo_032,13,PHY,55
mo_032,14,PHY,59
mo_032,15,PHY,63
mo_032,16,PHY,68
mo_032,17,PHY,72
mo_032,18,PHY,76
mo_032,19,PHY,81
mo_032,20,PHY,85
mo_032,21,PHY,90
mo_032,22,PHY,94
mo_032,23,PHY,98
mo_032,24,PHY,104
mo_032,25,PHY,111
mo_032,26,PHY,118
mo_032,27,PHY,125
mo_032,28,PHY,131
mo_032,29,PHY,138
mo_032,30,PHY,145
mo_032,31,PHY,152
mo_032,32,PHY,159
mo_032,33,PHY,160
mo_032,34,PHY,160
mo_032,35,PHY,160
mo_032,36,PHY,160
mo_032,37,PHY,160
mo_032,38,PHY,NA
mo_032,39,PHY,NA
mo_032,40,PHY,NA
mo_032,41,PHY,NA
mo_032,42,PHY,NA
mo_032,0,ADP,40
mo_032,1,ADP,40
mo_032,2,ADP,40
mo_032,3,ADP,40
mo_032,4,ADP,40
mo_032,5,ADP,42
mo_032,6,ADP,46
mo_032,7,ADP,50
mo_032,8,ADP,54
mo_032,9,ADP,57
mo_032,10,ADP,61
mo_032,11,ADP,65
mo_032,12,ADP,69
mo_032,13,ADP,73
mo_032,14,ADP,77
mo_032,15,ADP,81
mo_032,16,ADP,84
mo_032,17,ADP,88
mo_032,18,ADP,92
mo_032,19,ADP,96
mo_032,20,ADP,100
mo_032,21,ADP,105
mo_032,22,ADP,110
mo_032,23,ADP,115
mo_032,24,ADP,121
mo_032,25,ADP,126
mo_032,26,ADP,131
mo_032,27,ADP,136
mo_032,28,ADP,141
mo_032,29,ADP,147
mo_032,30,ADP,152
mo_032,31,ADP,157
mo_032,32,ADP,160
mo_032,33,ADP,160
mo_032,34,ADP,160
mo_032,35,ADP,160
mo_032,36,ADP,160
mo_032,37,ADP,160
mo_032,38,ADP,160
mo_032,39,ADP,160
mo_032,40,ADP,160
mo_032,41,ADP,160
mo_032,42,ADP,NA
mo_032,0,SOC,40
mo_032,1,SOC,40
mo_032,2,SOC,40
mo_032,3,SOC,42
mo_032,4,SOC,46
mo_032,5,SOC,49
mo_032,6,SOC,53
mo_032,7,SOC,56
mo_032,8,SOC,60
mo_032,9,SOC,64
mo_032,10,SOC,67
mo_032,11,SOC,70
mo_032,12,SOC,73
mo_032,13,SOC,77
mo_032,14,SOC,85
mo_032,15,SOC,88
mo_032,16,SOC,92
mo_032,17,SOC,95
mo_032,18,SOC,99
mo_032,19,SOC,103
mo_032,20,SOC,109
mo_032,21,SOC,114
mo_032,22,SOC,119
mo_032,23,SOC,125
mo_032,24,SOC,130
mo_032,25,SOC,135
mo_032,26,SOC,141
mo_032,27,SOC,146
mo_032,28,SOC,152
mo_032,29,SOC,157
mo_032,30,SOC,160
mo_032,31,SOC,160
mo_032,32,SOC,160
mo_032,33,SOC,160
mo_032,34,SOC,160
mo_032,35,SOC,160
mo_032,36,SOC,160
mo_032,37,SOC,NA
mo_032,38,SOC,NA
mo_032,39,SOC,NA
mo_032,40,SOC,NA
mo_032,41,SOC,NA
mo_032,42,SOC,NA
mo_032,0,COG,40
mo_032,1,COG,40
mo_032,2,COG,40
mo_032,3,COG,40
mo_032,4,COG,40
mo_032,5,COG,44
mo_032,6,COG,48
mo_032,7,COG,52
mo_032,8,COG,56
mo_032,9,COG,60
mo_032,10,COG,64
mo_032,11,COG,68
mo_032,12,COG,72
mo_032,13,COG,76
mo_032,14,COG,80
mo_032,15,COG,84
mo_032,16,COG,88
mo_032,17,COG,92
mo_032,18,COG,96
mo_032,19,COG,100
mo_032,20,COG,106
mo_032,21,COG,112
mo_032,22,COG,118
mo_032,23,COG,124
mo_032,24,COG,129
mo_032,25,COG,135
mo_032,26,COG,141
mo_032,27,COG,147
mo_032,28,COG,153
mo_032,29,COG,159
mo_032,30,COG,160
mo_032,31,COG,160
mo_032,32,COG,160
mo_032,33,COG,160
mo_032,34,COG,160
mo_032,35,COG,160
mo_032,36,COG,160
mo_032,37,COG,160
mo_032,38,COG,160
mo_032,39,COG,160
mo_032,40,COG,160
mo_032,41,COG,160
mo_032,42,COG,160
mo_032,0,COM,40
mo_032,1,COM,40
mo_032,2,COM,40
mo_032,3,COM,40
mo_032,4,COM,40
mo_032,5,COM,40
mo_032,6,COM,40
mo_032,7,COM,40
mo_032,8,COM,45
mo_032,9,COM,49
mo_032,10,COM,53
mo_032,11,COM,58
mo_032,12,COM,62
mo_032,13,COM,67
mo_032,14,COM,71
mo_032,15,COM,75
mo_032,16,COM,80
mo_032,17,COM,84
mo_032,18,COM,89
mo_032,19,COM,93
mo_032,20,COM,97
mo_032,21,COM,103
mo_032,22,COM,110
mo_032,23,COM,117
mo_032,24,COM,123
mo_032,25,COM,130
mo_032,26,COM,137
mo_032,27,COM,144
mo_032,28,COM,151
mo_032,29,COM,158
mo_032,30,COM,160
mo_032,31,COM,160
mo_032,32,COM,160
mo_032,33,COM,160
mo_032,34,COM,160
mo_032,35,COM,NA
mo_032,36,COM,NA
mo_032,37,COM,NA
mo_032,38,COM,NA
mo_032,39,COM,NA
mo_032,40,COM,NA
mo_032,41,COM,NA
mo_032,42,COM,NA
mo_036,0,PHY,40
mo_036,1,PHY,40
mo_036,2,PHY,40
mo_036,3,PHY,40
mo_036,4,PHY,40
mo_036,5,PHY,40
mo_036,6,PHY,40
mo_036,7,PHY,40
mo_036,8,PHY,40
mo_036,9,PHY,40
mo_036,10,PHY,40
mo_036,11,PHY,40
mo_036,12,PHY,44
mo_036,13,PHY,49
mo_036,14,PHY,53
mo_036,15,PHY,57
mo_036,16,PHY,62
mo_036,17,PHY,66
mo_036,18,PHY,70
mo_036,19,PHY,74
mo_036,20,PHY,79
mo_036,21,PHY,83
mo_036,22,PHY,87
mo_036,23,PHY,92
mo_036,24,PHY,96
mo_036,25,PHY,101
mo_036,26,PHY,108
mo_036,27,PHY,114
mo_036,28,PHY,121
mo_036,29,PHY,128
mo_036,30,PHY,135
mo_036,31,PHY,142
mo_036,32,PHY,149
mo_036,33,PHY,156
mo_036,34,PHY,160
mo_036,35,PHY,160
mo_036,36,PHY,160
mo_036,37,PHY,160
mo_036,38,PHY,NA
mo_036,39,PHY,NA
mo_036,40,PHY,NA
mo_036,41,PHY,NA
mo_036,42,PHY,NA
mo_036,0,ADP,40
mo_036,1,ADP,40
mo_036,2,ADP,40
mo_036,3,ADP,40
mo_036,4,ADP,40
mo_036,5,ADP,40
mo_036,6,ADP,41
mo_036,7,ADP,45
mo_036,8,ADP,49
mo_036,9,ADP,52
mo_036,10,ADP,56
mo_036,11,ADP,60
mo_036,12,ADP,64
mo_036,13,ADP,67
mo_036,14,ADP,71
mo_036,15,ADP,75
mo_036,16,ADP,78
mo_036,17,ADP,82
mo_036,18,ADP,86
mo_036,19,ADP,90
mo_036,20,ADP,93
mo_036,21,ADP,97
mo_036,22,ADP,101
mo_036,23,ADP,106
mo_036,24,ADP,111
mo_036,25,ADP,117
mo_036,26,ADP,122
mo_036,27,ADP,127
mo_036,28,ADP,132
mo_036,29,ADP,138
mo_036,30,ADP,143
mo_036,31,ADP,148
mo_036,32,ADP,153
mo_036,33,ADP,158
mo_036,34,ADP,160
mo_036,35,ADP,160
mo_036,36,ADP,160
mo_036,37,ADP,160
mo_036,38,ADP,160
mo_036,39,ADP,160
mo_036,40,ADP,160
mo_036,41,ADP,160
mo_036,42,ADP,NA
mo_036,0,SOC,40
mo_036,1,SOC,40
mo_036,2,SOC,40
mo_036,3,SOC,40
mo_036,4,SOC,44
mo_036,5,SOC,47
mo_036,6,SOC,50
mo_036,7,SOC,54
mo_036,8,SOC,57
mo_036,9,SOC,60
mo_036,10,SOC,64
mo_036,11,SOC,67
mo_036,12,SOC,71
mo_036,13,SOC,74
mo_036,14,SOC,80
mo_036,15,SOC,84
mo_036,16,SOC,87
mo_036,17,SOC,91
mo_036,18,SOC,94
mo_036,19,SOC,97
mo_036,20,SOC,101
mo_036,21,SOC,106
mo_036,22,SOC,112
mo_036,23,SOC,117
mo_036,24,SOC,123
mo_036,25,SOC,128
mo_036,26,SOC,133
mo_036,27,SOC,139
mo_036,28,SOC,144
mo_036,29,SOC,149
mo_036,30,SOC,155
mo_036,31,SOC,160
mo_036,32,SOC,160
mo_036,33,SOC,160
mo_036,34,SOC,160
mo_036,35,SOC,160
mo_036,36,SOC,160
mo_036,37,SOC,NA
mo_036,38,SOC,NA
mo_036,39,SOC,NA
mo_036,40,SOC,NA
mo_036,41,SOC,NA
mo_036,42,SOC,NA
mo_036,0,COG,40
mo_036,1,COG,40
mo_036,2,COG,40
mo_036,3,COG,40
mo_036,4,COG,40
mo_036,5,COG,40
mo_036,6,COG,43
mo_036,7,COG,47
mo_036,8,COG,51
mo_036,9,COG,55
mo_036,10,COG,58
mo_036,11,COG,62
mo_036,12,COG,66
mo_036,13,COG,70
mo_036,14,COG,74
mo_036,15,COG,78
mo_036,16,COG,81
mo_036,17,COG,85
mo_036,18,COG,89
mo_036,19,COG,93
mo_036,20,COG,97
mo_036,21,COG,101
mo_036,22,COG,107
mo_036,23,COG,113
mo_036,24,COG,119
mo_036,25,COG,125
mo_036,26,COG,131
mo_036,27,COG,136
mo_036,28,COG,142
mo_036,29,COG,148
mo_036,30,COG,154
mo_036,31,COG,160
mo_036,32,COG,160
mo_036,33,COG,160
mo_036,34,COG,160
mo_036,35,COG,160
mo_036,36,COG,160
mo_036,37,COG,160
mo_036,38,COG,160
mo_036,39,COG,160
mo_036,40,COG,160
mo_036,41,COG,160
mo_036,42,COG,160
mo_036,0,COM,40
mo_036,1,COM,40
mo_036,2,COM,40
mo_036,3,COM,40
mo_036,4,COM,40
mo_036,5,COM,40
mo_036,6,COM,40
mo_036,7,COM,40
mo_036,8,COM,40
mo_036,9,COM,44
mo_036,10,COM,49
mo_036,11,COM,53
mo_036,12,COM,57
mo_036,13,COM,62
mo_036,14,COM,66
mo_036,15,COM,70
mo_036,16,COM,75
mo_036,17,COM,79
mo_036,18,COM,83
mo_036,19,COM,88
mo_036,20,COM,92
mo_036,21,COM,96
mo_036,22,COM,101
mo_036,23,COM,108
mo_036,24,COM,115
mo_036,25,COM,122
mo_036,26,COM,129
mo_036,27,COM,136
mo_036,28,COM,143
mo_036,29,COM,150
mo_036,30,COM,157
mo_036,31,COM,160
mo_036,32,COM,160
mo_036,33,COM,160
mo_036,34,COM,160
mo_036,35,COM,NA
mo_036,36,COM,NA
mo_036,37,COM,NA
mo_036,38,COM,NA
mo_036,39,COM,NA
mo_036,40,COM,NA
mo_036,41,COM,NA
mo_036,42,COM,NA
mo_042,0,PHY,40
mo_042,1,PHY,40
mo_042,2,PHY,40
mo_042,3,PHY,40
mo_042,4,PHY,40
mo_042,5,PHY,40
mo_042,6,PHY,40
mo_042,7,PHY,40
mo_042,8,PHY,40
mo_042,9,PHY,40
mo_042,10,PHY,40
mo_042,11,PHY,40
mo_042,12,PHY,40
mo_042,13,PHY,43
mo_042,14,PHY,47
mo_042,15,PHY,51
mo_042,16,PHY,56
mo_042,17,PHY,60
mo_042,18,PHY,64
mo_042,19,PHY,69
mo_042,20,PHY,73
mo_042,21,PHY,77
mo_042,22,PHY,81
mo_042,23,PHY,86
mo_042,24,PHY,90
mo_042,25,PHY,94
mo_042,26,PHY,98
mo_042,27,PHY,104
mo_042,28,PHY,111
mo_042,29,PHY,119
mo_042,30,PHY,126
mo_042,31,PHY,133
mo_042,32,PHY,140
mo_042,33,PHY,147
mo_042,34,PHY,154
mo_042,35,PHY,160
mo_042,36,PHY,160
mo_042,37,PHY,160
mo_042,38,PHY,NA
mo_042,39,PHY,NA
mo_042,40,PHY,NA
mo_042,41,PHY,NA
mo_042,42,PHY,NA
mo_042,0,ADP,40
mo_042,1,ADP,40
mo_042,2,ADP,40
mo_042,3,ADP,40
mo_042,4,ADP,40
mo_042,5,ADP,40
mo_042,6,ADP,40
mo_042,7,ADP,40
mo_042,8,ADP,44
mo_042,9,ADP,48
mo_042,10,ADP,51
mo_042,11,ADP,55
mo_042,12,ADP,58
mo_042,13,ADP,62
mo_042,14,ADP,66
mo_042,15,ADP,69
mo_042,16,ADP,73
mo_042,17,ADP,76
mo_042,18,ADP,80
mo_042,19,ADP,84
mo_042,20,ADP,87
mo_042,21,ADP,91
mo_042,22,ADP,94
mo_042,23,ADP,98
mo_042,24,ADP,102
mo_042,25,ADP,108
mo_042,26,ADP,113
mo_042,27,ADP,118
mo_042,28,ADP,123
mo_042,29,ADP,128
mo_042,30,ADP,134
mo_042,31,ADP,139
mo_042,32,ADP,144
mo_042,33,ADP,149
mo_042,34,ADP,154
mo_042,35,ADP,160
mo_042,36,ADP,160
mo_042,37,ADP,160
mo_042,38,ADP,160
mo_042,39,ADP,160
mo_042,40,ADP,160
mo_042,41,ADP,160
mo_042,42,ADP,NA
mo_042,0,SOC,40
mo_042,1,SOC,40
mo_042,2,SOC,40
mo_042,3,SOC,40
mo_042,4,SOC,41
mo_042,5,SOC,45
mo_042,6,SOC,48
mo_042,7,SOC,51
mo_042,8,SOC,54
mo_042,9,SOC,57
mo_042,10,SOC,61
mo_042,11,SOC,64
mo_042,12,SOC,67
mo_042,13,SOC,70
mo_042,14,SOC,74
mo_042,15,SOC,77
mo_042,16,SOC,80
mo_042,17,SOC,84
mo_042,18,SOC,90
mo_042,19,SOC,93
mo_042,20,SOC,96
mo_042,21,SOC,99
mo_042,22,SOC,104
mo_042,23,SOC,110
mo_042,24,SOC,115
mo_042,25,SOC,120
mo_042,26,SOC,126
mo_042,27,SOC,131
mo_042,28,SOC,136
mo_042,29,SOC,142
mo_042,30,SOC,147
mo_042,31,SOC,153
mo_042,32,SOC,158
mo_042,33,SOC,160
mo_042,34,SOC,160
mo_042,35,SOC,160
mo_042,36,SOC,160
mo_042,37,SOC,NA
mo_042,38,SOC,NA
mo_042,39,SOC,NA
mo_042,40,SOC,NA
mo_042,41,SOC,NA
mo_042,42,SOC,NA
mo_042,0,COG,40
mo_042,1,COG,40
mo_042,2,COG,40
mo_042,3,COG,40
mo_042,4,COG,40
mo_042,5,COG,40
mo_042,6,COG,40
mo_042,7,COG,42
mo_042,8,COG,45
mo_042,9,COG,49
mo_042,10,COG,53
mo_042,11,COG,56
mo_042,12,COG,60
mo_042,13,COG,64
mo_042,14,COG,68
mo_042,15,COG,71
mo_042,16,COG,75
mo_042,17,COG,79
mo_042,18,COG,83
mo_042,19,COG,86
mo_042,20,COG,90
mo_042,21,COG,94
mo_042,22,COG,97
mo_042,23,COG,102
mo_042,24,COG,108
mo_042,25,COG,114
mo_042,26,COG,120
mo_042,27,COG,126
mo_042,28,COG,131
mo_042,29,COG,137
mo_042,30,COG,143
mo_042,31,COG,149
mo_042,32,COG,155
