scale,form,agestrat,rawscore,SS,descrange,Percentile
GDS,interview,024,421,81,Below average,10
GDS,interview,024,422,81,Below average,10
GDS,interview,024,423,81,Below average,10
GDS,interview,024,424,81,Below average,10
GDS,interview,024,425,82,Below average,12
GDS,interview,024,426,82,Below average,12
GDS,interview,024,427,82,Below average,12
GDS,interview,024,428,82,Below average,12
GDS,interview,024,429,82,Below average,12
GDS,interview,024,430,83,Below average,13
GDS,interview,024,431,83,Below average,13
GDS,interview,024,432,83,Below average,13
GDS,interview,024,433,83,Below average,13
GDS,interview,024,434,83,Below average,13
GDS,interview,024,435,84,Below average,14
GDS,interview,024,436,84,Below average,14
GDS,interview,024,437,84,Below average,14
GDS,interview,024,438,84,Below average,14
GDS,interview,024,439,84,Below average,14
GDS,interview,024,440,85,Average,16
GDS,interview,024,441,85,Average,16
GDS,interview,024,442,85,Average,16
GDS,interview,024,443,85,Average,16
GDS,interview,024,444,86,Average,18
GDS,interview,024,445,86,Average,18
GDS,interview,024,446,86,Average,18
GDS,interview,024,447,86,Average,18
GDS,interview,024,448,86,Average,18
GDS,interview,024,449,87,Average,19
GDS,interview,024,450,87,Average,19
GDS,interview,024,451,87,Average,19
GDS,interview,024,452,87,Average,19
GDS,interview,024,453,87,Average,19
GDS,interview,024,454,88,Average,21
GDS,interview,024,455,88,Average,21
GDS,interview,024,456,88,Average,21
GDS,interview,024,457,88,Average,21
GDS,interview,024,458,88,Average,21
GDS,interview,024,459,89,Average,23
GDS,interview,024,460,89,Average,23
GDS,interview,024,461,89,Average,23
GDS,interview,024,462,89,Average,23
GDS,interview,024,463,89,Average,23
GDS,interview,024,464,90,Average,25
GDS,interview,024,465,90,Average,25
GDS,interview,024,466,90,Average,25
GDS,interview,024,467,90,Average,25
GDS,interview,024,468,90,Average,25
GDS,interview,024,469,91,Average,27
GDS,interview,024,470,91,Average,27
GDS,interview,024,471,91,Average,27
GDS,interview,024,472,91,Average,27
GDS,interview,024,473,91,Average,27
GDS,interview,024,474,92,Average,30
GDS,interview,024,475,92,Average,30
GDS,interview,024,476,92,Average,30
GDS,interview,024,477,92,Average,30
GDS,interview,024,478,93,Average,32
GDS,interview,024,479,93,Average,32
GDS,interview,024,480,93,Average,32
GDS,interview,024,481,93,Average,32
GDS,interview,024,482,93,Average,32
GDS,interview,024,483,94,Average,34
GDS,interview,024,484,94,Average,34
GDS,interview,024,485,94,Average,34
GDS,interview,024,486,94,Average,34
GDS,interview,024,487,94,Average,34
GDS,interview,024,488,95,Average,37
GDS,interview,024,489,95,Average,37
GDS,interview,024,490,95,Average,37
GDS,interview,024,491,95,Average,37
GDS,interview,024,492,95,Average,37
GDS,interview,024,493,96,Average,39
GDS,interview,024,494,96,Average,39
GDS,interview,024,495,96,Average,39
GDS,interview,024,496,96,Average,39
GDS,interview,024,497,96,Average,39
GDS,interview,024,498,97,Average,42
GDS,interview,024,499,97,Average,42
GDS,interview,024,500,97,Average,42
GDS,interview,024,501,97,Average,42
GDS,interview,024,502,97,Average,42
GDS,interview,024,503,98,Average,45
GDS,interview,024,504,98,Average,45
GDS,interview,024,505,98,Average,45
GDS,interview,024,506,98,Average,45
GDS,interview,024,507,99,Average,47
GDS,interview,024,508,99,Average,47
GDS,interview,024,509,99,Average,47
GDS,interview,024,510,99,Average,47
GDS,interview,024,511,99,Average,47
GDS,interview,024,512,100,Average,50
GDS,interview,024,513,100,Average,50
GDS,interview,024,514,100,Average,50
GDS,interview,024,515,100,Average,50
GDS,interview,024,516,100,Average,50
GDS,interview,024,517,101,Average,53
GDS,interview,024,518,101,Average,53
GDS,interview,024,519,101,Average,53
GDS,interview,024,520,101,Average,53
GDS,interview,024,521,101,Average,53
GDS,interview,024,522,102,Average,55
GDS,interview,024,523,102,Average,55
GDS,interview,024,524,102,Average,55
GDS,interview,024,525,102,Average,55
GDS,interview,024,526,102,Average,55
GDS,interview,024,527,103,Average,58
GDS,interview,024,528,103,Average,58
GDS,interview,024,529,103,Average,58
GDS,interview,024,530,103,Average,58
GDS,interview,024,531,103,Average,58
GDS,interview,024,532,104,Average,61
GDS,interview,024,533,104,Average,61
GDS,interview,024,534,104,Average,61
GDS,interview,024,535,104,Average,61
GDS,interview,024,536,105,Average,63
GDS,interview,024,537,105,Average,63
GDS,interview,024,538,105,Average,63
GDS,interview,024,539,105,Average,63
GDS,interview,024,540,105,Average,63
GDS,interview,024,541,106,Average,66
GDS,interview,024,542,106,Average,66
GDS,interview,024,543,106,Average,66
GDS,interview,024,544,106,Average,66
GDS,interview,024,545,106,Average,66
GDS,interview,024,546,107,Average,68
GDS,interview,024,547,107,Average,68
GDS,interview,024,548,107,Average,68
GDS,interview,024,549,107,Average,68
GDS,interview,024,550,107,Average,68
GDS,interview,024,551,108,Average,70
GDS,interview,024,552,108,Average,70
GDS,interview,024,553,108,Average,70
GDS,interview,024,554,108,Average,70
GDS,interview,024,555,108,Average,70
GDS,interview,024,556,109,Average,73
GDS,interview,024,557,109,Average,73
GDS,interview,024,558,109,Average,73
GDS,interview,024,559,109,Average,73
GDS,interview,024,560,109,Average,73
GDS,interview,024,561,110,Average,75
GDS,interview,024,562,110,Average,75
GDS,interview,024,563,110,Average,75
GDS,interview,024,564,110,Average,75
GDS,interview,024,565,110,Average,75
GDS,interview,024,566,111,Average,77
GDS,interview,024,567,111,Average,77
GDS,interview,024,568,111,Average,77
GDS,interview,024,569,111,Average,77
GDS,interview,024,570,112,Average,79
GDS,interview,024,571,112,Average,79
GDS,interview,024,572,112,Average,79
GDS,interview,024,573,112,Average,79
GDS,interview,024,574,112,Average,79
GDS,interview,024,575,113,Average,81
GDS,interview,024,576,113,Average,81
GDS,interview,024,577,113,Average,81
GDS,interview,024,578,113,Average,81
GDS,interview,024,579,113,Average,81
GDS,interview,024,580,114,Average,82
GDS,interview,024,581,114,Average,82
GDS,interview,024,582,114,Average,82
GDS,interview,024,583,114,Average,82
GDS,interview,024,584,114,Average,82
GDS,interview,024,585,115,Average,84
GDS,interview,024,586,115,Average,84
GDS,interview,024,587,115,Average,84
GDS,interview,024,588,115,Average,84
GDS,interview,024,589,115,Average,84
GDS,interview,024,590,116,Above average,86
GDS,interview,024,591,116,Above average,86
GDS,interview,024,592,116,Above average,86
GDS,interview,024,593,116,Above average,86
GDS,interview,024,594,116,Above average,86
GDS,interview,024,595,117,Above average,87
GDS,interview,024,596,117,Above average,87
GDS,interview,024,597,117,Above average,87
GDS,interview,024,598,117,Above average,87
GDS,interview,024,599,118,Above average,88
GDS,interview,024,600,118,Above average,88
GDS,interview,024,601,118,Above average,88
GDS,interview,024,602,118,Above average,88
GDS,interview,024,603,118,Above average,88
GDS,interview,024,604,119,Above average,90
GDS,interview,024,605,119,Above average,90
GDS,interview,024,606,119,Above average,90
GDS,interview,024,607,119,Above average,90
GDS,interview,024,608,119,Above average,90
GDS,interview,024,609,120,Above average,91
GDS,interview,024,610,120,Above average,91
GDS,interview,024,611,120,Above average,91
GDS,interview,024,612,120,Above average,91
GDS,interview,024,613,120,Above average,91
GDS,interview,024,614,121,Above average,92
GDS,interview,024,615,121,Above average,92
GDS,interview,024,616,121,Above average,92
GDS,interview,024,617,121,Above average,92
GDS,interview,024,618,121,Above average,92
GDS,interview,024,619,122,Above average,93
GDS,interview,024,620,122,Above average,93
GDS,interview,024,621,122,Above average,93
GDS,interview,024,622,122,Above average,93
GDS,interview,024,623,122,Above average,93
GDS,interview,024,624,123,Above average,94
GDS,interview,024,625,123,Above average,94
GDS,interview,024,626,123,Above average,94
GDS,interview,024,627,123,Above average,94
GDS,interview,024,628,124,Above average,95
GDS,interview,024,629,124,Above average,95
GDS,interview,024,630,124,Above average,95
GDS,interview,024,631,124,Above average,95
GDS,interview,024,632,124,Above average,95
GDS,interview,024,633,125,Above average,95
GDS,interview,024,634,125,Above average,95
GDS,interview,024,635,125,Above average,95
GDS,interview,024,636,125,Above average,95
GDS,interview,024,637,125,Above average,95
GDS,interview,024,638,126,Above average,96
GDS,interview,024,639,126,Above average,96
GDS,interview,024,640,126,Above average,96
GDS,interview,024,641,126,Above average,96
GDS,interview,024,642,126,Above average,96
GDS,interview,024,643,127,Above average,96
GDS,interview,024,644,127,Above average,96
GDS,interview,024,645,127,Above average,96
GDS,interview,024,646,127,Above average,96
GDS,interview,024,647,127,Above average,96
GDS,interview,024,648,128,Above average,97
GDS,interview,024,649,128,Above average,97
GDS,interview,024,650,128,Above average,97
GDS,interview,024,651,128,Above average,97
GDS,interview,024,652,128,Above average,97
GDS,interview,024,653,129,Above average,97
GDS,interview,024,654,129,Above average,97
GDS,interview,024,655,129,Above average,97
GDS,interview,024,656,129,Above average,97
GDS,interview,024,657,129,Above average,97
GDS,interview,024,658,130,Above average,98
GDS,interview,024,659,130,Above average,98
GDS,interview,024,660,130,Above average,98
GDS,interview,024,661,130,Above average,98
GDS,interview,024,662,131,Well above average,98
GDS,interview,024,663,131,Well above average,98
GDS,interview,024,664,131,Well above average,98
GDS,interview,024,665,131,Well above average,98
GDS,interview,024,666,131,Well above average,98
GDS,interview,024,667,132,Well above average,98
GDS,interview,024,668,132,Well above average,98
GDS,interview,024,669,132,Well above average,98
GDS,interview,024,670,132,Well above average,98
GDS,interview,024,671,132,Well above average,98
GDS,interview,024,672,133,Well above average,99
GDS,interview,024,673,133,Well above average,99
GDS,interview,024,674,133,Well above average,99
GDS,interview,024,675,133,Well above average,99
GDS,interview,024,676,133,Well above average,99
GDS,interview,024,677,134,Well above average,99
GDS,interview,024,678,134,Well above average,99
GDS,interview,024,679,134,Well above average,99
GDS,interview,024,680,134,Well above average,99
GDS,interview,024,681,134,Well above average,99
GDS,interview,024,682,135,Well above average,99
GDS,interview,024,683,135,Well above average,99
GDS,interview,024,684,135,Well above average,99
GDS,interview,024,685,135,Well above average,99
GDS,interview,024,686,135,Well above average,99
GDS,interview,024,687,136,Well above average,99
GDS,interview,024,688,136,Well above average,99
GDS,interview,024,689,136,Well above average,99
GDS,interview,024,690,136,Well above average,99
GDS,interview,024,691,137,Well above average,99
GDS,interview,024,692,137,Well above average,99
GDS,interview,024,693,137,Well above average,99
GDS,interview,024,694,137,Well above average,99
GDS,interview,024,695,137,Well above average,99
GDS,interview,024,696,138,Well above average,99
GDS,interview,024,697,138,Well above average,99
GDS,interview,024,698,138,Well above average,99
GDS,interview,024,699,138,Well above average,99
GDS,interview,024,700,138,Well above average,99
GDS,interview,024,701,139,Well above average,99.5
GDS,interview,024,702,139,Well above average,99.5
GDS,interview,024,703,139,Well above average,99.5
GDS,interview,024,704,139,Well above average,99.5
GDS,interview,024,705,139,Well above average,99.5
GDS,interview,024,706,140,Well above average,99.6
GDS,interview,024,707,140,Well above average,99.6
GDS,interview,024,708,140,Well above average,99.6
GDS,interview,024,709,140,Well above average,99.6
GDS,interview,024,710,140,Well above average,99.6
GDS,interview,024,711,141,Well above average,99.7
GDS,interview,024,712,141,Well above average,99.7
GDS,interview,024,713,141,Well above average,99.7
GDS,interview,024,714,141,Well above average,99.7
GDS,interview,024,715,141,Well above average,99.7
GDS,interview,024,716,142,Well above average,99.7
GDS,interview,024,717,142,Well above average,99.7
GDS,interview,024,718,142,Well above average,99.7
GDS,interview,024,719,142,Well above average,99.7
GDS,interview,024,720,142,Well above average,99.7
GDS,interview,024,721,143,Well above average,99.8
GDS,interview,024,722,143,Well above average,99.8
GDS,interview,024,723,143,Well above average,99.8
GDS,interview,024,724,143,Well above average,99.8
GDS,interview,024,725,144,Well above average,99.8
GDS,interview,024,726,144,Well above average,99.8
GDS,interview,024,727,144,Well above average,99.8
GDS,interview,024,728,144,Well above average,99.8
GDS,interview,024,729,144,Well above average,99.8
GDS,interview,024,730,145,Well above average,99.9
GDS,interview,024,731,145,Well above average,99.9
GDS,interview,024,732,145,Well above average,99.9
GDS,interview,024,733,145,Well above average,99.9
GDS,interview,024,734,145,Well above average,99.9
GDS,interview,024,735,146,Well above average,99.9
GDS,interview,024,736,146,Well above average,99.9
GDS,interview,024,737,146,Well above average,99.9
GDS,interview,024,738,146,Well above average,99.9
GDS,interview,024,739,146,Well above average,99.9
GDS,interview,024,740,147,Well above average,99.9
GDS,interview,024,741,147,Well above average,99.9
GDS,interview,024,742,147,Well above average,99.9
GDS,interview,024,743,147,Well above average,99.9
GDS,interview,024,744,147,Well above average,99.9
GDS,interview,024,745,148,Well above average,99.9
GDS,interview,024,746,148,Well above average,99.9
GDS,interview,024,747,148,Well above average,99.9
GDS,interview,024,748,148,Well above average,99.9
GDS,interview,024,749,148,Well above average,99.9
GDS,interview,024,750,149,Well above average,99.9
GDS,interview,024,751,149,Well above average,99.9
GDS,interview,024,752,149,Well above average,99.9
GDS,interview,024,753,149,Well above average,99.9
GDS,interview,024,754,150,Well above average,>99.9
GDS,interview,024,755,150,Well above average,>99.9
GDS,interview,024,756,150,Well above average,>99.9
GDS,interview,024,757,150,Well above average,>99.9
GDS,interview,028,200,40,Delayed,<0.1
GDS,interview,028,201,40,Delayed,<0.1
GDS,interview,028,202,40,Delayed,<0.1
GDS,interview,028,203,40,Delayed,<0.1
GDS,interview,028,204,40,Delayed,<0.1
GDS,interview,028,205,40,Delayed,<0.1
GDS,interview,028,206,40,Delayed,<0.1
GDS,interview,028,207,40,Delayed,<0.1
GDS,interview,028,208,40,Delayed,<0.1
GDS,interview,028,209,40,Delayed,<0.1
GDS,interview,028,210,40,Delayed,<0.1
GDS,interview,028,211,40,Delayed,<0.1
GDS,interview,028,212,40,Delayed,<0.1
GDS,interview,028,213,40,Delayed,<0.1
GDS,interview,028,214,40,Delayed,<0.1
GDS,interview,028,215,40,Delayed,<0.1
GDS,interview,028,216,40,Delayed,<0.1
GDS,interview,028,217,40,Delayed,<0.1
GDS,interview,028,218,40,Delayed,<0.1
GDS,interview,028,219,40,Delayed,<0.1
GDS,interview,028,220,40,Delayed,<0.1
GDS,interview,028,221,40,Delayed,<0.1
GDS,interview,028,222,40,Delayed,<0.1
GDS,interview,028,223,40,Delayed,<0.1
GDS,interview,028,224,40,Delayed,<0.1
GDS,interview,028,225,40,Delayed,<0.1
GDS,interview,028,226,40,Delayed,<0.1
GDS,interview,028,227,41,Delayed,<0.1
GDS,interview,028,228,41,Delayed,<0.1
GDS,interview,028,229,41,Delayed,<0.1
GDS,interview,028,230,41,Delayed,<0.1
GDS,interview,028,231,42,Delayed,<0.1
GDS,interview,028,232,42,Delayed,<0.1
GDS,interview,028,233,42,Delayed,<0.1
GDS,interview,028,234,42,Delayed,<0.1
GDS,interview,028,235,42,Delayed,<0.1
GDS,interview,028,236,43,Delayed,<0.1
GDS,interview,028,237,43,Delayed,<0.1
GDS,interview,028,238,43,Delayed,<0.1
GDS,interview,028,239,43,Delayed,<0.1
GDS,interview,028,240,43,Delayed,<0.1
GDS,interview,028,241,44,Delayed,<0.1
GDS,interview,028,242,44,Delayed,<0.1
GDS,interview,028,243,44,Delayed,<0.1
GDS,interview,028,244,44,Delayed,<0.1
GDS,interview,028,245,44,Delayed,<0.1
GDS,interview,028,246,45,Delayed,<0.1
GDS,interview,028,247,45,Delayed,<0.1
GDS,interview,028,248,45,Delayed,<0.1
GDS,interview,028,249,45,Delayed,<0.1
GDS,interview,028,250,45,Delayed,<0.1
GDS,interview,028,251,46,Delayed,<0.1
GDS,interview,028,252,46,Delayed,<0.1
GDS,interview,028,253,46,Delayed,<0.1
GDS,interview,028,254,46,Delayed,<0.1
GDS,interview,028,255,46,Delayed,<0.1
GDS,interview,028,256,47,Delayed,<0.1
GDS,interview,028,257,47,Delayed,<0.1
GDS,interview,028,258,47,Delayed,<0.1
GDS,interview,028,259,47,Delayed,<0.1
GDS,interview,028,260,48,Delayed,<0.1
GDS,interview,028,261,48,Delayed,<0.1
GDS,interview,028,262,48,Delayed,<0.1
GDS,interview,028,263,48,Delayed,<0.1
GDS,interview,028,264,48,Delayed,<0.1
GDS,interview,028,265,49,Delayed,<0.1
GDS,interview,028,266,49,Delayed,<0.1
GDS,interview,028,267,49,Delayed,<0.1
GDS,interview,028,268,49,Delayed,<0.1
GDS,interview,028,269,49,Delayed,<0.1
GDS,interview,028,270,50,Delayed,<0.1
GDS,interview,028,271,50,Delayed,<0.1
GDS,interview,028,272,50,Delayed,<0.1
GDS,interview,028,273,50,Delayed,<0.1
GDS,interview,028,274,50,Delayed,<0.1
GDS,interview,028,275,51,Delayed,0.1
GDS,interview,028,276,51,Delayed,0.1
GDS,interview,028,277,51,Delayed,0.1
GDS,interview,028,278,51,Delayed,0.1
GDS,interview,028,279,51,Delayed,0.1
GDS,interview,028,280,52,Delayed,0.1
GDS,interview,028,281,52,Delayed,0.1
GDS,interview,028,282,52,Delayed,0.1
GDS,interview,028,283,52,Delayed,0.1
GDS,interview,028,284,52,Delayed,0.1
GDS,interview,028,285,53,Delayed,0.1
GDS,interview,028,286,53,Delayed,0.1
GDS,interview,028,287,53,Delayed,0.1
GDS,interview,028,288,53,Delayed,0.1
GDS,interview,028,289,54,Delayed,0.1
GDS,interview,028,290,54,Delayed,0.1
GDS,interview,028,291,54,Delayed,0.1
GDS,interview,028,292,54,Delayed,0.1
GDS,interview,028,293,54,Delayed,0.1
GDS,interview,028,294,55,Delayed,0.1
GDS,interview,028,295,55,Delayed,0.1
GDS,interview,028,296,55,Delayed,0.1
GDS,interview,028,297,55,Delayed,0.1
GDS,interview,028,298,55,Delayed,0.1
GDS,interview,028,299,56,Delayed,0.2
GDS,interview,028,300,56,Delayed,0.2
GDS,interview,028,301,56,Delayed,0.2
GDS,interview,028,302,56,Delayed,0.2
GDS,interview,028,303,56,Delayed,0.2
GDS,interview,028,304,57,Delayed,0.2
GDS,interview,028,305,57,Delayed,0.2
GDS,interview,028,306,57,Delayed,0.2
GDS,interview,028,307,57,Delayed,0.2
GDS,interview,028,308,57,Delayed,0.2
GDS,interview,028,309,58,Delayed,0.3
GDS,interview,028,310,58,Delayed,0.3
GDS,interview,028,311,58,Delayed,0.3
GDS,interview,028,312,58,Delayed,0.3
GDS,interview,028,313,58,Delayed,0.3
GDS,interview,028,314,59,Delayed,0.3
GDS,interview,028,315,59,Delayed,0.3
GDS,interview,028,316,59,Delayed,0.3
GDS,interview,028,317,59,Delayed,0.3
GDS,interview,028,318,59,Delayed,0.3
GDS,interview,028,319,60,Delayed,0.4
GDS,interview,028,320,60,Delayed,0.4
GDS,interview,028,321,60,Delayed,0.4
GDS,interview,028,322,60,Delayed,0.4
GDS,interview,028,323,61,Delayed,0.5
GDS,interview,028,324,61,Delayed,0.5
GDS,interview,028,325,61,Delayed,0.5
GDS,interview,028,326,61,Delayed,0.5
GDS,interview,028,327,61,Delayed,0.5
GDS,interview,028,328,62,Delayed,1
GDS,interview,028,329,62,Delayed,1
GDS,interview,028,330,62,Delayed,1
GDS,interview,028,331,62,Delayed,1
GDS,interview,028,332,62,Delayed,1
GDS,interview,028,333,63,Delayed,1
GDS,interview,028,334,63,Delayed,1
GDS,interview,028,335,63,Delayed,1
GDS,interview,028,336,63,Delayed,1
GDS,interview,028,337,63,Delayed,1
GDS,interview,028,338,64,Delayed,1
GDS,interview,028,339,64,Delayed,1
GDS,interview,028,340,64,Delayed,1
GDS,interview,028,341,64,Delayed,1
GDS,interview,028,342,64,Delayed,1
GDS,interview,028,343,65,Delayed,1
GDS,interview,028,344,65,Delayed,1
GDS,interview,028,345,65,Delayed,1
GDS,interview,028,346,65,Delayed,1
GDS,interview,028,347,65,Delayed,1
GDS,interview,028,348,66,Delayed,1
GDS,interview,028,349,66,Delayed,1
GDS,interview,028,350,66,Delayed,1
GDS,interview,028,351,66,Delayed,1
GDS,interview,028,352,67,Delayed,1
GDS,interview,028,353,67,Delayed,1
GDS,interview,028,354,67,Delayed,1
GDS,interview,028,355,67,Delayed,1
GDS,interview,028,356,67,Delayed,1
GDS,interview,028,357,68,Delayed,2
GDS,interview,028,358,68,Delayed,2
GDS,interview,028,359,68,Delayed,2
GDS,interview,028,360,68,Delayed,2
GDS,interview,028,361,68,Delayed,2
GDS,interview,028,362,69,Delayed,2
GDS,interview,028,363,69,Delayed,2
GDS,interview,028,364,69,Delayed,2
GDS,interview,028,365,69,Delayed,2
GDS,interview,028,366,69,Delayed,2
GDS,interview,028,367,70,Below average,2
GDS,interview,028,368,70,Below average,2
GDS,interview,028,369,70,Below average,2
GDS,interview,028,370,70,Below average,2
GDS,interview,028,371,70,Below average,2
GDS,interview,028,372,71,Below average,3
GDS,interview,028,373,71,Below average,3
GDS,interview,028,374,71,Below average,3
GDS,interview,028,375,71,Below average,3
GDS,interview,028,376,71,Below average,3
GDS,interview,028,377,72,Below average,3
GDS,interview,028,378,72,Below average,3
GDS,interview,028,379,72,Below average,3
GDS,interview,028,380,72,Below average,3
GDS,interview,028,381,73,Below average,4
GDS,interview,028,382,73,Below average,4
GDS,interview,028,383,73,Below average,4
GDS,interview,028,384,73,Below average,4
GDS,interview,028,385,73,Below average,4
GDS,interview,028,386,74,Below average,4
GDS,interview,028,387,74,Below average,4
GDS,interview,028,388,74,Below average,4
GDS,interview,028,389,74,Below average,4
GDS,interview,028,390,74,Below average,4
GDS,interview,028,391,75,Below average,5
GDS,interview,028,392,75,Below average,5
GDS,interview,028,393,75,Below average,5
GDS,interview,028,394,75,Below average,5
GDS,interview,028,395,75,Below average,5
GDS,interview,028,396,76,Below average,5
GDS,interview,028,397,76,Below average,5
GDS,interview,028,398,76,Below average,5
GDS,interview,028,399,76,Below average,5
GDS,interview,028,400,76,Below average,5
GDS,interview,028,401,77,Below average,6
GDS,interview,028,402,77,Below average,6
GDS,interview,028,403,77,Below average,6
GDS,interview,028,404,77,Below average,6
GDS,interview,028,405,77,Below average,6
GDS,interview,028,406,78,Below average,7
GDS,interview,028,407,78,Below average,7
GDS,interview,028,408,78,Below average,7
GDS,interview,028,409,78,Below average,7
GDS,interview,028,410,78,Below average,7
GDS,interview,028,411,79,Below average,8
GDS,interview,028,412,79,Below average,8
GDS,interview,028,413,79,Below average,8
GDS,interview,028,414,79,Below average,8
GDS,interview,028,415,80,Below average,9
GDS,interview,028,416,80,Below average,9
GDS,interview,028,417,80,Below average,9
GDS,interview,028,418,80,Below average,9
GDS,interview,028,419,80,Below average,9
GDS,interview,028,420,81,Below average,10
GDS,interview,028,421,81,Below average,10
GDS,interview,028,422,81,Below average,10
GDS,interview,028,423,81,Below average,10
GDS,interview,028,424,81,Below average,10
GDS,interview,028,425,82,Below average,12
GDS,interview,028,426,82,Below average,12
GDS,interview,028,427,82,Below average,12
GDS,interview,028,428,82,Below average,12
GDS,interview,028,429,82,Below average,12
GDS,interview,028,430,83,Below average,13
GDS,interview,028,431,83,Below average,13
GDS,interview,028,432,83,Below average,13
GDS,interview,028,433,83,Below average,13
GDS,interview,028,434,83,Below average,13
GDS,interview,028,435,84,Below average,14
GDS,interview,028,436,84,Below average,14
GDS,interview,028,437,84,Below average,14
GDS,interview,028,438,84,Below average,14
GDS,interview,028,439,84,Below average,14
GDS,interview,028,440,85,Average,16
GDS,interview,028,441,85,Average,16
GDS,interview,028,442,85,Average,16
GDS,interview,028,443,85,Average,16
GDS,interview,028,444,86,Average,18
GDS,interview,028,445,86,Average,18
GDS,interview,028,446,86,Average,18
GDS,interview,028,447,86,Average,18
GDS,interview,028,448,86,Average,18
GDS,interview,028,449,87,Average,19
GDS,interview,028,450,87,Average,19
GDS,interview,028,451,87,Average,19
GDS,interview,028,452,87,Average,19
GDS,interview,028,453,87,Average,19
GDS,interview,028,454,88,Average,21
GDS,interview,028,455,88,Average,21
GDS,interview,028,456,88,Average,21
GDS,interview,028,457,88,Average,21
GDS,interview,028,458,88,Average,21
GDS,interview,028,459,89,Average,23
GDS,interview,028,460,89,Average,23
GDS,interview,028,461,89,Average,23
GDS,interview,028,462,89,Average,23
GDS,interview,028,463,89,Average,23
GDS,interview,028,464,90,Average,25
GDS,interview,028,465,90,Average,25
GDS,interview,028,466,90,Average,25
GDS,interview,028,467,90,Average,25
GDS,interview,028,468,90,Average,25
GDS,interview,028,469,91,Average,27
GDS,interview,028,470,91,Average,27
GDS,interview,028,471,91,Average,27
GDS,interview,028,472,91,Average,27
GDS,interview,028,473,91,Average,27
GDS,interview,028,474,92,Average,30
GDS,interview,028,475,92,Average,30
GDS,interview,028,476,92,Average,30
GDS,interview,028,477,92,Average,30
GDS,interview,028,478,93,Average,32
GDS,interview,028,479,93,Average,32
GDS,interview,028,480,93,Average,32
GDS,interview,028,481,93,Average,32
GDS,interview,028,482,93,Average,32
GDS,interview,028,483,94,Average,34
GDS,interview,028,484,94,Average,34
GDS,interview,028,485,94,Average,34
GDS,interview,028,486,94,Average,34
GDS,interview,028,487,94,Average,34
GDS,interview,028,488,95,Average,37
GDS,interview,028,489,95,Average,37
GDS,interview,028,490,95,Average,37
GDS,interview,028,491,95,Average,37
GDS,interview,028,492,95,Average,37
GDS,interview,028,493,96,Average,39
GDS,interview,028,494,96,Average,39
GDS,interview,028,495,96,Average,39
GDS,interview,028,496,96,Average,39
GDS,interview,028,497,96,Average,39
GDS,interview,028,498,97,Average,42
GDS,interview,028,499,97,Average,42
GDS,interview,028,500,97,Average,42
GDS,interview,028,501,97,Average,42
GDS,interview,028,502,97,Average,42
GDS,interview,028,503,98,Average,45
GDS,interview,028,504,98,Average,45
GDS,interview,028,505,98,Average,45
GDS,interview,028,506,98,Average,45
GDS,interview,028,507,99,Average,47
GDS,interview,028,508,99,Average,47
GDS,interview,028,509,99,Average,47
GDS,interview,028,510,99,Average,47
GDS,interview,028,511,99,Average,47
GDS,interview,028,512,100,Average,50
GDS,interview,028,513,100,Average,50
GDS,interview,028,514,100,Average,50
GDS,interview,028,515,100,Average,50
GDS,interview,028,516,100,Average,50
GDS,interview,028,517,101,Average,53
GDS,interview,028,518,101,Average,53
GDS,interview,028,519,101,Average,53
GDS,interview,028,520,101,Average,53
GDS,interview,028,521,101,Average,53
GDS,interview,028,522,102,Average,55
GDS,interview,028,523,102,Average,55
GDS,interview,028,524,102,Average,55
GDS,interview,028,525,102,Average,55
GDS,interview,028,526,102,Average,55
GDS,interview,028,527,103,Average,58
GDS,interview,028,528,103,Average,58
GDS,interview,028,529,103,Average,58
GDS,interview,028,530,103,Average,58
GDS,interview,028,531,103,Average,58
GDS,interview,028,532,104,Average,61
GDS,interview,028,533,104,Average,61
GDS,interview,028,534,104,Average,61
GDS,interview,028,535,104,Average,61
GDS,interview,028,536,105,Average,63
GDS,interview,028,537,105,Average,63
GDS,interview,028,538,105,Average,63
GDS,interview,028,539,105,Average,63
GDS,interview,028,540,105,Average,63
GDS,interview,028,541,106,Average,66
GDS,interview,028,542,106,Average,66
GDS,interview,028,543,106,Average,66
GDS,interview,028,544,106,Average,66
GDS,interview,028,545,106,Average,66
GDS,interview,028,546,107,Average,68
GDS,interview,028,547,107,Average,68
GDS,interview,028,548,107,Average,68
GDS,interview,028,549,107,Average,68
GDS,interview,028,550,107,Average,68
GDS,interview,028,551,108,Average,70
GDS,interview,028,552,108,Average,70
GDS,interview,028,553,108,Average,70
GDS,interview,028,554,108,Average,70
GDS,interview,028,555,108,Average,70
GDS,interview,028,556,109,Average,73
GDS,interview,028,557,109,Average,73
GDS,interview,028,558,109,Average,73
GDS,interview,028,559,109,Average,73
GDS,interview,028,560,109,Average,73
GDS,interview,028,561,110,Average,75
GDS,interview,028,562,110,Average,75
GDS,interview,028,563,110,Average,75
GDS,interview,028,564,110,Average,75
GDS,interview,028,565,110,Average,75
GDS,interview,028,566,111,Average,77
GDS,interview,028,567,111,Average,77
GDS,interview,028,568,111,Average,77
GDS,interview,028,569,111,Average,77
GDS,interview,028,570,112,Average,79
GDS,interview,028,571,112,Average,79
GDS,interview,028,572,112,Average,79
GDS,interview,028,573,112,Average,79
GDS,interview,028,574,112,Average,79
GDS,interview,028,575,113,Average,81
