SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
160,15-42,15-42,15-42,16-42,16-42,17-42,18-42,19-42,20-42,22-42,23-42,25-42,26-42,28-42,30-42,31-42,33-42,35-42,37-42,39-42,40-42,42,-,-,-,-,-,-,-,-
159,-,-,-,-,-,-,-,-,-,-,-,24,-,-,29,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-
158,14,-,-,15,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
157,-,14,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-
156,-,-,-,-,-,16,17,18,-,-,22,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-
155,-,-,14,-,15,-,-,-,19,-,-,-,25,-,-,-,32,-,-,-,-,41,-,-,-,-,-,-,-,-
154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,39,-,-,-,-,-,-,-,-,-
153,13,-,-,14,-,-,-,-,-,20,-,23,-,-,28,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
151,-,13,-,-,-,-,16,-,-,-,-,-,-,26,-,-,-,-,35,-,-,-,42,-,-,-,-,-,-,-
150,-,-,13,-,-,15,-,17,-,-,21,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-
149,-,-,-,-,14,-,-,-,18,-,-,-,24,-,-,-,31,-,-,-,-,40,-,-,-,-,-,-,-,-
148,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,38,-,-,-,-,-,-,-,-,-
147,-,-,-,13,-,-,-,-,-,19,-,22,-,-,27,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
146,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
145,-,-,-,-,-,14,15,16,-,-,20,-,-,25,-,-,-,-,34,-,-,-,41,-,-,-,-,-,-,-
144,-,-,12,-,13,-,-,-,-,-,-,-,23,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-
143,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,30,-,-,-,-,39,-,-,-,-,-,-,-,-
142,11,-,-,12,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,37,-,-,-,-,-,-,-,-,-
141,-,11,-,-,-,-,-,-,-,18,-,21,-,-,26,-,-,-,-,35,-,-,-,42,-,-,-,-,-,-
140,-,-,-,-,-,13,14,-,-,-,-,-,-,24,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-
139,-,-,11,-,12,-,-,15,-,-,19,-,-,-,-,-,-,31,-,-,-,-,40,-,-,-,-,-,-,-
138,-,-,-,-,-,-,-,-,16,-,-,-,22,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
137,10,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-
136,-,-,-,-,-,-,-,-,-,17,-,20,-,-,-,27,-,-,-,-,36,-,-,-,-,-,-,-,-,-
135,-,10,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,34,-,-,-,41,-,-,-,-,-,-
134,-,-,10,-,-,12,13,14,-,-,-,-,-,23,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-
133,-,-,-,-,11,-,-,-,-,-,18,-,-,-,-,-,-,30,-,-,-,-,39,-,-,-,-,-,-,-
132,9,-,-,-,-,-,-,-,15,-,-,-,21,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-
131,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,37,-,-,42,-,-,-,-,-
130,-,9,-,-,-,-,-,-,-,16,-,19,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-
129,-,-,-,-,-,11,12,-,-,-,-,-,-,-,24,-,-,-,-,33,-,-,-,40,-,-,-,-,-,-
128,-,-,9,-,10,-,-,13,-,-,17,-,-,22,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-
127,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,29,-,-,-,-,38,-,-,-,-,-,-,-
126,8,-,-,9,-,-,-,-,-,-,-,-,20,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-
125,-,8,-,-,-,-,-,-,-,15,-,-,-,-,-,25,-,-,-,-,-,36,-,-,41,-,-,-,-,-
124,-,-,-,-,-,-,-,-,-,-,-,18,-,-,23,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-
123,-,-,8,-,-,10,11,12,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-
122,-,-,-,-,9,-,-,-,-,-,16,-,-,21,-,-,-,-,30,-,-,-,-,39,-,42,-,-,-,-
121,7,-,-,-,-,-,-,-,13,-,-,-,19,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-
120,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,37,-,-,-,-,-,-,-
119,-,7,-,-,-,-,-,-,-,14,-,17,-,-,-,24,-,-,-,-,-,35,-,-,40,-,-,-,-,-
118,-,-,7,-,-,9,10,-,-,-,-,-,-,-,22,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-
117,-,-,-,-,8,-,-,11,-,-,-,-,-,20,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
116,6,-,-,-,-,-,-,-,12,-,15,-,-,-,-,-,-,-,29,-,-,-,-,38,-,-,-,-,-,-
115,-,-,-,7,-,-,-,-,-,-,-,-,18,-,-,-,-,27,-,-,-,-,-,-,-,41,-,-,-,-
114,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,36,-,-,-,-,-,-,-
113,-,-,-,-,-,-,-,-,-,13,-,16,-,-,-,23,-,-,-,-,-,34,-,-,-,-,42,-,-,-
112,-,-,6,-,-,8,9,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-
111,5,-,-,-,7,-,-,10,-,-,14,-,-,19,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-
110,-,-,-,6,-,-,-,-,11,-,-,-,-,-,-,-,-,-,28,30,-,-,-,37,-,-,-,-,-,-
109,-,5,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,26,-,-,-,-,-,-,-,40,-,-,-,-
108,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,24,-,-,-,-,-,35,-,-,-,-,-,-,-
107,-,-,5,-,-,7,8,-,-,-,-,15,-,-,-,22,-,-,-,-,-,33,-,-,-,-,-,42,-,-
