SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
106,-,-,-,-,6,-,-,9,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,38,-,41,-,-,-
105,4,-,-,-,-,-,-,-,-,-,13,-,-,18,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-
104,-,-,-,5,-,-,-,-,10,-,-,-,16,-,-,-,-,-,27,29,-,-,-,36,-,-,-,-,-,-
103,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,39,-,-,42,-
102,-,-,4,-,-,-,-,-,-,11,-,14,-,-,-,-,23,-,-,-,-,-,34,-,-,-,-,-,-,-
101,-,-,-,-,5,6,7,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,41,-,-
100,3,-,-,-,-,-,-,8,-,-,-,-,-,17,19,-,-,-,-,-,30,32,-,-,37,-,40,-,-,42
99,-,-,-,4,-,-,-,-,9,-,12,-,-,-,-,-,-,-,26,28,-,-,-,35,-,-,-,-,41,-
98,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,22,24,-,-,-,-,33,-,-,38,-,40,-,41
97,-,3,-,-,-,-,-,-,-,10,-,13,-,-,18,20,-,-,-,-,29,31,-,-,36,-,39,-,-,-
96,-,-,-,-,-,5,6,-,-,-,-,-,-,16,-,-,-,-,25,27,-,-,-,34,-,37,-,-,40,-
95,-,-,3,-,4,-,-,7,-,-,11,-,-,-,-,-,-,23,-,-,-,-,32,-,35,-,38,39,-,40
94,-,-,-,-,-,-,-,-,8,-,-,-,14,-,-,19,21,-,-,-,28,30,-,-,-,-,-,-,39,-
93,-,-,-,-,-,-,-,-,-,9,-,12,-,-,17,-,-,-,-,26,-,-,-,33,-,36,-,38,-,39
92,2,-,-,3,-,-,-,-,-,-,-,-,-,15,-,-,-,22,24,-,-,-,31,-,34,-,37,-,-,-
91,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,20,-,-,-,27,29,-,32,-,35,-,-,38,38
90,-,2,-,-,-,4,5,6,-,-,-,-,13,-,-,18,-,-,-,25,-,-,-,-,-,-,36,37,-,-
89,-,-,-,-,-,-,-,-,7,-,-,11,-,-,16,-,-,-,23,-,-,-,30,-,33,-,-,-,37,-
88,-,-,2,-,3,-,-,-,-,8,-,-,-,14,-,-,-,21,-,-,26,28,-,31,-,34,-,36,-,37
87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,24,-,-,29,-,-,-,35,-,-,-
86,-,-,-,2,-,-,-,-,-,-,9,-,12,-,-,17,-,-,22,-,-,27,-,-,32,-,-,-,36,36
85,-,-,-,-,-,-,4,5,-,-,-,-,-,-,15,-,-,20,-,-,25,-,-,30,-,33,34,35,-,-
84,-,-,-,-,-,3,-,-,6,-,-,10,-,13,-,-,18,-,-,23,-,-,28,-,31,-,-,-,35,-
83,1,-,-,-,-,-,-,-,-,7,-,-,-,-,-,16,-,-,21,-,-,26,-,-,-,32,-,34,-,35
82,-,1,-,-,2,-,-,-,-,-,8,-,11,-,14,-,-,19,-,-,24,-,-,29,-,-,33,-,34,-
81,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,27,-,30,-,-,-,-,34
80,-,-,-,-,-,-,3,4,-,-,-,9,-,12,-,-,-,-,-,22,-,25,-,28,-,31,32,33,-,-
79,-,-,-,1,-,-,-,-,5,6,-,-,-,-,-,15,-,-,20,-,-,-,-,-,-,-,-,-,33,33
78,-,-,-,-,-,2,-,-,-,-,-,-,10,-,13,-,-,18,-,-,23,-,26,-,29,30,-,32,-,-
77,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,16,-,-,21,-,24,-,27,-,-,31,-,32,-
76,-,-,-,-,1,-,-,-,-,-,-,8,-,11,-,14,-,-,19,-,-,-,-,-,28,-,-,-,-,32
75,0,-,-,-,-,-,-,3,4,-,-,-,-,-,-,-,-,17,-,-,22,-,25,-,-,29,-,31,-,-
74,-,0,0,-,-,-,2,-,-,5,-,-,9,-,12,-,15,-,-,20,-,23,-,26,-,-,30,-,31,31
73,-,-,-,-,-,1,-,-,-,-,6,-,-,-,-,-,-,-,18,-,-,-,-,-,27,-,-,30,-,-
72,-,-,-,0,-,-,-,-,-,-,-,7,-,10,-,13,-,16,-,-,21,-,24,-,-,28,29,-,30,30
71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,22,-,25,-,-,-,-,-,-
70,-,-,-,-,0,-,-,2,3,-,-,-,8,-,11,-,14,-,17,-,-,-,23,-,26,27,-,29,29,-
69,-,-,-,-,-,-,1,-,-,4,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,28,-,-,29
68,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,12,-,15,-,18,-,21,-,24,25,-,-,28,-,-
67,-,-,-,-,-,0,-,-,-,-,-,6,-,-,10,-,13,-,-,-,-,-,22,-,-,26,27,-,28,28
66,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,16,-,19,-,-,23,-,-,-,27,-,-
65,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,11,-,14,-,17,-,20,-,-,24,-,-,-,27,27
64,-,-,-,-,-,-,-,1,-,-,4,-,-,8,-,-,-,-,-,-,-,-,21,-,-,25,26,-,-,-
63,-,-,-,-,-,-,0,-,-,-,-,5,-,-,9,-,12,-,15,-,18,-,-,22,-,-,-,26,-,-
62,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,13,-,16,-,19,-,-,23,24,25,-,26,26
61,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,10,-,-,-,-,-,-,20,-,-,-,-,25,-,-
60,-,-,-,-,-,-,-,-,1,2,3,-,-,-,-,-,11,-,14,-,17,-,-,21,22,-,-,-,25,25
59,-,-,-,-,-,-,-,0,-,-,-,4,-,-,8,-,-,-,-,15,-,18,-,-,-,23,24,-,-,-
58,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,12,-,-,-,-,19,-,-,-,-,24,-,24
57,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,13,-,16,-,-,20,21,22,23,-,24,-
56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,17,-,-,-,-,-,23,-,-
55,-,-,-,-,-,-,-,-,0,1,2,3,-,-,7,-,-,11,-,14,-,-,18,19,-,-,-,-,23,23
54,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,8,-,-,-,-,15,-,-,-,20,21,22,-,-,-
53,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,12,-,-,16,-,-,-,-,-,22,22,22
52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,13,-,-,17,18,19,-,21,-,-,-
51,-,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,10,-,-,14,-,-,-,-,20,-,21,-,-
50,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,7,-,-,11,-,-,15,16,-,-,-,-,-,21,21
49,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,8,-,-,12,-,-,-,17,18,19,20,-,-,-
48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,-,13,-,-,-,-,-,-,20,20,20
47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,10,-,-,14,15,-,-,-,-,-,-,-
46,-,-,-,-,-,-,-,-,-,-,0,1,2,-,-,-,7,-,-,11,-,-,-,16,17,18,19,19,-,19
45,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,8,-,-,12,-,-,-,-,-,-,-,19,-
44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,9,-,-,13,14,15,-,17,18,-,-,-
43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,10,-,-,-,-,16,-,-,18,18,18
42,-,-,-,-,-,-,-,-,-,-,-,0,1,-,-,-,6,-,-,-,11,12,-,-,-,-,-,-,-,-
41,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,7,8,-,-,-,13,14,15,16,17,17,17,17
40,-,-,-,-,-,-,-,-,-,-,-,-,0,0-1,0-3,0-4,0-5,0-6,0-7,0-9,0-10,0-11,0-12,0-13,0-14,0-15,0-16,0-16,0-16,0-16
