SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
133,-,-,-,10,-,-,-,-,-,19,-,-,23,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-
132,-,-,-,-,-,13,-,16,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
131,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-
130,6,-,8,-,-,-,-,-,17,-,-,-,-,-,25,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-
129,-,-,-,-,11,-,14,-,-,-,-,21,-,-,-,26,-,-,-,-,31,-,-,-,-,-,-,-,-,-
128,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,28,29,30,-,-,-,-,34,-,-,-,-,-
127,-,-,-,9,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
126,-,-,-,-,-,12,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
125,5,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-
124,-,-,7,-,-,-,-,-,-,-,19,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,-,-,-,-,10,-,13,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,34,-,-,-,-
122,-,5,-,-,-,-,-,-,-,-,-,20,-,-,-,25,-,-,-,-,-,31,-,-,-,-,-,-,-,-
121,-,-,-,8,-,-,-,-,-,17,-,-,-,-,-,-,26,27,-,-,30,-,-,-,-,-,-,-,-,-
120,-,-,-,-,-,11,-,14,-,-,-,-,21,-,-,-,-,-,28,29,-,-,-,-,33,-,-,-,-,-
119,4,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,-,-,-,-,-,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-
117,-,4,-,-,9,-,12,-,15,-,-,-,-,-,23,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-
116,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-
115,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,33,-,-,-,-
114,-,-,-,-,-,10,-,13,-,16,-,-,20,-,-,-,25,-,-,-,-,30,-,-,-,-,-,34,-,-
113,3,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,27,28,29,-,-,-,-,-,-,-,-,-
112,-,-,-,-,8,-,-,-,-,-,17,-,-,21,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-
111,-,3,-,-,-,-,11,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,33,-,34,-
109,-,-,-,6,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-
108,2,-,-,-,-,9,-,12,-,15,-,-,-,-,-,23,-,-,-,-,-,-,30,-,-,-,-,-,-,-
107,-,-,4,-,-,-,-,-,-,-,-,-,19,-,-,-,24,-,-,-,-,29,-,-,-,-,-,-,-,34
106,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,25,26,27,28,-,-,-,-,32,-,-,-,-
105,-,2,-,-,-,-,10,-,13,-,16,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-
104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-
103,-,-,-,5,-,-,-,-,-,-,-,17,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102,1,-,-,-,-,8,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,-,-,3,-,-,-,-,11,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,30,-,-,32,-,33,-
100,-,-,-,-,6,-,-,-,-,-,-,-,18,-,-,-,23,24,-,-,-,-,29,-,-,-,-,-,-,-
99,-,-,-,-,-,-,9,-,12,-,15,-,-,19,-,-,-,-,25,26,27,28,-,-,-,31,-,32,-,33
98,-,1,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-
97,-,-,-,4,-,7,-,-,-,-,-,16,-,-,-,21,-,-,-,-,-,-,28,29,-,-,31,-,32,-
96,-,-,-,-,-,-,-,10,-,13,-,-,17,-,-,-,22,23,-,-,26,27,-,-,-,30,-,31,-,32
95,-,-,-,-,-,-,-,-,-,-,14,-,-,18,-,-,-,-,24,25,-,-,-,-,29,-,-,-,-,-
94,-,-,-,-,5,-,8,-,11,-,-,-,-,-,19,-,-,-,-,-,-,-,-,28,-,-,30,-,31,-
93,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,20,-,-,-,-,-,-,27,-,-,29,-,-,-,31
92,-,-,-,-,-,-,-,-,-,12,-,-,16,-,-,-,21,22,23,24,25,26,-,-,-,-,-,30,-,-
91,-,-,2,-,-,6,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,29,-,30,-
90,-,-,-,3,-,-,-,-,-,-,13,-,-,17,-,-,-,-,-,-,-,-,26,27,-,-,-,-,-,30
89,-,-,-,-,4,-,7,-,10,-,-,14,-,-,18,19,-,-,-,-,-,25,-,-,-,28,-,29,-,-
88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,21,22,23,24,-,-,-,27,-,28,-,29,-
87,-,-,-,-,-,-,-,-,-,11,-,-,15,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,29
86,-,-,-,-,-,5,-,8,-,-,-,-,-,16,-,-,-,-,-,-,-,-,25,-,-,27,-,28,-,-
85,-,-,-,-,-,-,-,-,-,-,12,-,-,-,17,18,-,-,-,-,23,24,-,-,26,-,-,-,28,-
84,-,-,-,-,3,-,6,-,9,-,-,13,-,-,-,-,19,20,21,22,-,-,-,25,-,-,27,-,-,28
83,-,-,-,2,-,-,-,-,-,10,-,-,14,-,-,-,-,-,-,-,-,-,24,-,-,26,-,27,-,-
82,0,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,23,-,-,25,-,-,-,27,-
81,-,-,-,-,-,4,-,7,-,-,11,-,-,-,16,17,-,-,-,21,22,-,-,-,-,-,26,-,-,27
80,-,-,1,-,-,-,-,-,8,-,-,12,-,-,-,-,18,19,20,-,-,-,-,24,-,25,-,26,-,-
79,-,-,-,-,-,-,5,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,26,-
78,-,-,-,-,2,-,-,-,-,9,-,-,-,14,-,-,-,-,-,-,21,22,-,-,24,-,25,-,-,26
77,-,-,-,-,-,-,-,6,-,-,-,-,-,-,15,16,-,-,19,20,-,-,-,23,-,-,-,25,-,-
76,-,-,-,1,-,3,-,-,-,-,10,-,-,-,-,-,17,18,-,-,-,-,22,-,-,24,-,-,25,-
75,-,0,-,-,-,-,-,-,7,-,-,11,-,-,-,-,-,-,-,-,-,21,-,-,23,-,24,-,-,25
74,-,-,-,-,-,-,4,-,-,-,-,-,12,13,-,-,-,-,-,-,20,-,-,-,-,-,-,24,-,-
73,-,-,-,-,1,-,-,-,-,8,-,-,-,-,14,15,16,17,18,19,-,-,-,22,-,23,-,-,24,-
72,-,-,-,-,-,-,-,5,-,-,9,-,-,-,-,-,-,-,-,-,-,-,21,-,22,-,23,-,-,24
71,-,-,-,-,-,2,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-
70,-,-,-,-,-,-,-,-,6,-,-,-,11,-,-,-,-,-,-,18,19,-,-,21,-,22,-,23,-,-
69,-,-,-,0,-,-,-,-,-,7,-,-,-,12,13,14,15,16,17,-,-,-,20,-,-,-,-,-,23,23
68,-,-,0,-,0,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,21,-,22,-,-,-
67,-,-,-,-,-,-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,18,-,-,20,-,21,-,22,-,-
66,-,-,-,-,-,-,-,-,-,-,-,9,10,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,22,22
65,-,-,-,-,-,1,-,-,5,-,-,-,-,11,12,13,14,15,16,-,-,-,19,-,20,-,21,-,-,-
64,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,21,-,-
63,-,-,-,-,-,-,2,-,-,-,7,-,-,-,-,-,-,-,-,-,17,-,-,19,-,20,-,-,21,21
62,-,-,-,-,-,-,-,3,-,-,-,8,-,-,-,-,-,-,15,16,-,-,18,-,19,-,20,-,-,-
61,-,-,-,-,-,-,-,-,-,-,-,-,9,10,11,12,13,14,-,-,-,17,-,-,-,-,-,20,-,-
60,-,-,-,-,-,0,-,-,4,-,-,-,-,-,-,-,-,-,-,-,16,-,-,18,-,19,-,-,20,20
59,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,19,-,-,-
58,-,-,-,-,-,-,1,-,-,-,6,7,-,-,-,-,-,-,14,-,-,-,17,-,18,-,-,19,-,-
57,-,-,-,-,-,-,-,2,-,-,-,-,8,9,10,11,12,13,-,-,-,16,-,17,-,18,-,-,19,19
56,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,18,-,-,-
55,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,14,-,-,16,-,17,-,-,18,-,-
54,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,13,-,-,15,-,-,-,-,-,-,18,18
53,-,-,-,-,-,-,0,-,-,-,-,6,7,-,-,10,11,12,-,-,-,-,-,16,-,17,-,-,-,-
52,-,-,-,-,-,-,-,1,-,-,-,-,-,8,9,-,-,-,-,-,14,-,15,-,16,-,17,17,-,-
51,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,17,17
50,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,11,12,-,-,14,-,15,-,16,-,-,-,-
49,-,-,-,-,-,-,-,-,-,-,4,5,-,-,-,9,10,-,-,-,13,-,-,-,-,-,16,-,-,-
48,-,-,-,-,-,-,-,-,-,-,-,-,6,7,8,-,-,-,-,12,-,-,14,-,15,-,-,16,16,16
47,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11,-,-,13,-,-,-,15,-,-,-,-
46,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,10,-,-,-,-,-,14,-,-,15,-,-,-
45,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,8,9,-,-,-,12,-,13,-,14,-,-,15,15,-
44,-,-,-,-,-,-,-,-,-,-,-,4,5,6,7,-,-,-,-,11,-,-,-,-,-,14,-,-,-,15
43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,12,-,13,-,-,14,-,-,-
42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,11,-,-,-,13,-,-,14,14,-
41,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,7,8,-,-,-,-,-,12,-,-,-,-,-,-,14
40,-,-,-,-,-,-,-,-,-,0,0-2,0-3,0-4,0-5,0-6,0-6,0-7,0-8,0-9,0-10,0-10,0-11,0-11,0-12,0-12,0-13,0-13,0-13,0-13,0-13
