ID,agestrat,COMscore
102012,204,34
102013,204,34
102014,204,34
102019,204,34
104027,204,34
105027,204,24
105030,204,29
107001,204,33
107009,204,34
107015,204,34
107060,204,34
109001,204,34
109039,204,34
109058,204,34
109071,204,34
112037,204,34
113003,204,34
115014,204,34
116047,204,34
116052,204,34
116053,204,34
116064,204,34
116065,204,34
116074,204,34
116075,204,34
116076,204,34
123066,204,34
135016,204,34
135018,204,34
135025,204,33
138006,204,34
154001,204,34
154004,204,34
154007,204,34
154008,204,34
154011,204,34
154012,204,34
154013,204,33
154014,204,34
154015,204,34
154016,204,34
154019,204,34
154020,204,34
154023,204,34
154026,204,34
154027,204,34
101004,204,34
102016,204,34
102025,204,34
102028,204,34
102030,204,34
102031,204,34
102038,204,34
102039,204,34
104041,204,34
105026,204,23
107002,204,34
107011,204,34
107012,204,34
107013,204,34
107053,204,34
107059,204,34
108019,204,34
109024,204,34
109036,204,34
109040,204,34
109072,204,34
109076,204,34
111016,204,34
111040,204,34
112005,204,34
112014,204,34
112015,204,33
112016,204,34
112019,204,34
112028,204,34
112048,204,34
112049,204,34
112054,204,34
112057,204,34
112058,204,34
112059,204,34
112060,204,34
112061,204,34
112063,204,34
112064,204,34
112065,204,34
112066,204,34
112073,204,34
112074,204,34
113001,204,29
115125,204,33
116030,204,34
120010,204,34
123001,204,34
123004,204,34
123011,204,34
123016,204,34
123030,204,34
123044,204,34
123045,204,34
131033,204,34
302010,204,34
508007,204,33
529018,204,34
529020,204,34
529021,204,34
529024,204,34
601011,204,34
101005,156,34
101012,156,34
102022,156,34
102027,156,34
102032,156,34
102040,156,34
104043,156,34
105022,156,26
107007,156,34
107017,156,33
107028,156,32
107056,156,31
107057,156,34
107058,156,33
108002,156,34
108044,156,34
109031,156,28
109044,156,34
109056,156,34
109057,156,34
109075,156,34
111026,156,34
112029,156,34
112039,156,34
112043,156,34
112055,156,34
112072,156,34
112075,156,34
113002,156,33
115005,156,32
115013,156,34
115039,156,34
115041,156,34
115042,156,34
116023,156,34
116029,156,34
116032,156,34
116034,156,34
116035,156,34
118003,156,34
120009,156,34
121002,156,34
121003,156,34
123005,156,33
123017,156,34
123020,156,34
123022,156,34
123024,156,34
123025,156,34
123028,156,34
123031,156,34
151001,156,34
505015,156,31
508005,156,32
510016,156,30
517010,156,33
601002,156,27
601007,156,26
607006,156,18
101006,156,34
101011,156,34
101022,156,34
101026,156,34
102015,156,34
102017,156,34
102020,156,34
102021,156,34
102024,156,34
102026,156,34
102034,156,34
102035,156,34
104001,156,32
104026,156,30
107003,156,32
107005,156,31
107010,156,32
107014,156,34
107018,156,34
107022,156,34
107023,156,32
107024,156,33
107025,156,32
107029,156,29
107031,156,32
107033,156,34
107044,156,33
107045,156,33
107047,156,33
108012,156,34
108023,156,34
108042,156,34
109011,156,34
109017,156,33
109041,156,34
109045,156,31
109062,156,34
109070,156,34
109077,156,34
109083,156,34
109102,156,31
111015,156,34
111018,156,34
111033,156,32
111041,156,34
112027,156,34
112062,156,34
115004,156,34
115012,156,34
115038,156,34
115045,156,32
115124,156,33
118007,156,34
123003,156,34
123012,156,34
123013,156,34
123018,156,34
123036,156,34
151004,156,34
211022,156,31
508017,156,33
508029,156,29
510009,156,32
517007,156,33
517022,156,34
517024,156,30
529010,156,31
600002,156,22
600003,156,26
102018,132,34
107004,132,34
107016,132,34
107026,132,34
107027,132,32
107030,132,34
107032,132,33
107040,132,34
107041,132,32
107042,132,31
108001,132,32
108027,132,29
108045,132,34
109027,132,34
109029,132,32
109073,132,33
111007,132,32
111025,132,34
111034,132,32
111042,132,32
112030,132,30
112067,132,34
115123,132,32
