ID,agestrat,SOCscore
102012,204,36
102013,204,36
102014,204,36
102019,204,36
104027,204,36
105027,204,21
105030,204,26
107001,204,33
107009,204,36
107015,204,35
107060,204,36
109001,204,32
109039,204,36
109058,204,34
109071,204,36
112037,204,36
113003,204,34
115014,204,36
116047,204,36
116052,204,36
116053,204,36
116064,204,36
116065,204,36
116074,204,36
116075,204,36
116076,204,36
123066,204,36
135016,204,36
135018,204,36
135025,204,34
138006,204,35
154001,204,33
154004,204,36
154007,204,36
154008,204,35
154011,204,36
154012,204,36
154013,204,36
154014,204,36
154015,204,36
154016,204,36
154019,204,36
154020,204,31
154023,204,36
154026,204,36
154027,204,36
101004,204,34
102016,204,36
102025,204,36
102028,204,36
102030,204,36
102031,204,36
102038,204,36
102039,204,36
104041,204,36
105026,204,23
107002,204,36
107011,204,36
107012,204,36
107013,204,36
107053,204,36
107059,204,35
108019,204,35
109024,204,36
109036,204,36
109040,204,36
109072,204,27
109076,204,34
111016,204,35
111040,204,36
112005,204,34
112014,204,33
112015,204,32
112016,204,36
112019,204,34
112028,204,35
112048,204,36
112049,204,36
112054,204,36
112057,204,36
112058,204,36
112059,204,36
112060,204,36
112061,204,35
112063,204,36
112064,204,36
112065,204,36
112066,204,36
112073,204,36
112074,204,36
113001,204,28
115125,204,35
116030,204,36
120010,204,36
123001,204,36
123004,204,36
123011,204,36
123016,204,36
123030,204,36
123044,204,36
123045,204,36
131033,204,36
302010,204,36
508007,204,26
529018,204,36
529020,204,36
529021,204,36
529024,204,36
601011,204,36
101005,156,36
101012,156,36
102022,156,36
102027,156,36
102032,156,36
102040,156,36
104043,156,34
105022,156,27
107007,156,35
107017,156,36
107028,156,34
107056,156,33
107057,156,29
107058,156,32
108002,156,36
108044,156,35
109031,156,28
109044,156,34
109056,156,29
109057,156,32
109075,156,36
111026,156,36
112029,156,36
112039,156,36
112043,156,35
112055,156,36
112072,156,36
112075,156,36
113002,156,35
115005,156,33
115013,156,36
115039,156,33
115041,156,36
115042,156,36
116023,156,36
116029,156,36
116032,156,36
116034,156,36
116035,156,36
118003,156,35
120009,156,35
121002,156,35
121003,156,36
123005,156,36
123017,156,35
123020,156,36
123022,156,36
123024,156,36
123025,156,34
123028,156,36
123031,156,35
151001,156,36
505015,156,24
508005,156,32
510016,156,34
517010,156,30
601002,156,22
601007,156,20
607006,156,16
101006,156,36
101011,156,36
101022,156,36
101026,156,35
102015,156,35
102017,156,36
102020,156,36
102021,156,36
102024,156,36
102026,156,36
102034,156,36
102035,156,36
104001,156,34
104026,156,31
107003,156,34
107005,156,31
107010,156,27
107014,156,36
107018,156,36
107022,156,33
107023,156,34
107024,156,35
107025,156,31
107029,156,35
107031,156,36
107033,156,35
107044,156,36
107045,156,35
107047,156,35
108012,156,35
108023,156,33
108042,156,33
109011,156,36
109017,156,36
109041,156,36
109045,156,33
109062,156,36
109070,156,35
109077,156,36
109083,156,36
109102,156,35
111015,156,36
111018,156,35
111033,156,31
111041,156,36
112027,156,36
112062,156,36
115004,156,34
115012,156,35
115038,156,31
115045,156,35
115124,156,34
118007,156,36
123003,156,36
123012,156,36
123013,156,35
123018,156,36
123036,156,36
151004,156,36
211022,156,33
508017,156,29
508029,156,34
510009,156,31
517007,156,29
517022,156,35
517024,156,33
529010,156,11
600002,156,31
600003,156,30
102018,132,36
107004,132,36
107016,132,36
107026,132,36
107027,132,32
107030,132,36
107032,132,22
107040,132,34
107041,132,35
107042,132,35
108001,132,36
108027,132,29
108045,132,35
109027,132,35
109029,132,31
109073,132,29
111007,132,34
111025,132,36
111034,132,36
111042,132,35
112030,132,27
112067,132,36
115123,132,33
116011,132,34
116016,132,36
116022,132,36
116057,132,35
117032,132,32
120045,132,31
120066,132,34
121019,132,36
123008,132,34
123019,132,34
123026,132,36
123029,132,35
123035,132,35
123041,132,36
123043,132,34
123054,132,35
123055,132,35
123060,132,35
123062,132,35
123064,132,35
123067,132,35
123070,132,36
123074,132,35
123077,132,35
130028,132,35
131018,132,34
132016,132,35
134001,132,33
134002,132,33
134008,132,36
134020,132,34
134021,132,35
135020,132,36
138001,132,36
138010,132,36
138012,132,28
143019,132,35
143021,132,34
148009,132,33
148015,132,35
151018,132,36
154017,132,34
154025,132,35
154039,132,31
154044,132,35
154048,132,32
154068,132,33
154071,132,35
202012,132,31
202099,132,34
202107,132,35
211004,132,35
211008,132,32
216003,132,34
220031,132,34
220035,132,36
302011,132,35
501009,132,34
505021,132,25
505032,132,28
505033,132,17
529022,132,35
529023,132,34
600001,132,30
608008,132,23
701004,132,17
104002,132,35
107006,132,36
107038,132,33
109034,132,36
109048,132,35
110005,132,34
111036,132,35
112013,132,32
112053,132,32
112069,132,29
114003,132,35
115003,132,29
115008,132,33
116015,132,34
116021,132,36
116037,132,35
116040,132,36
116042,132,36
116044,132,36
116045,132,36
116048,132,36
116051,132,34
116054,132,34
116059,132,33
116060,132,34
116069,132,32
116071,132,36
116072,132,36
116077,132,35
116078,132,36
117007,132,33
117034,132,28
117050,132,26
118004,132,35
118008,132,36
119002,132,36
119003,132,35
119013,132,35
119017,132,35
120021,132,35
120025,132,34
120047,132,36
120072,132,35
123037,132,35
123038,132,35
123047,132,35
123050,132,35
123051,132,35
123058,132,35
123059,132,36
123075,132,35
126002,132,35
126015,132,34
126017,132,35
127002,132,34
127034,132,36
128002,132,35
128003,132,32
128006,132,36
128009,132,36
128023,132,35
129030,132,36
130029,132,36
132017,132,35
132024,132,31
133007,132,36
134009,132,34
135017,132,35
135023,132,33
136001,132,35
136004,132,35
137001,132,35
143001,132,36
143022,132,34
148002,132,30
148006,132,35
148027,132,34
151013,132,35
151020,132,36
151022,132,33
151024,132,36
151040,132,36
154021,132,35
154022,132,28
154030,132,31
154045,132,34
154057,132,36
154069,132,32
154070,132,29
154076,132,33
154079,132,31
202001,132,34
202083,132,30
202085,132,28
202109,132,36
202110,132,35
216002,132,34
216011,132,35
216013,132,30
220005,132,32
220030,132,31
220034,132,27
505027,132,11
508030,132,16
510007,132,31
510010,132,23
510014,132,21
517005,132,32
101010,120,36
101020,120,36
101035,120,36
104020,120,35
107019,120,36
108008,120,36
108028,120,35
109012,120,36
109015,120,33
109023,120,35
109037,120,31
109042,120,36
109049,120,27
109094,120,35
111003,120,32
111014,120,36
111035,120,32
111043,120,32
112035,120,26
112041,120,25
112056,120,31
112071,120,30
115032,120,35
115036,120,34
115044,120,34
115050,120,25
115128,120,36
116046,120,33
116058,120,34
116061,120,35
117003,120,35
117005,120,35
118010,120,35
120071,120,35
122007,120,33
123014,120,35
123023,120,34
123032,120,35
123049,120,33
123056,120,35
123061,120,35
123069,120,35
123078,120,35
127023,120,34
128005,120,33
128011,120,35
128014,120,34
128025,120,35
129001,120,27
129013,120,35
130026,120,35
130027,120,36
132003,120,29
133002,120,31
133011,120,32
135003,120,32
135021,120,33
135024,120,34
136005,120,35
137005,120,35
138007,120,36
138016,120,32
143025,120,34
151002,120,34
151019,120,36
151023,120,36
151025,120,36
151026,120,35
151033,120,35
151034,120,35
151039,120,35
151048,120,36
151055,120,31
154010,120,35
154018,120,35
154047,120,34
154058,120,34
154060,120,30
154080,120,32
202017,120,27
202076,120,33
202094,120,33
207009,120,29
207017,120,30
211003,120,35
215005,120,34
216012,120,29
219008,120,36
220032,120,33
220036,120,36
302007,120,32
501026,120,29
505011,120,15
506008,120,33
506013,120,16
508014,120,14
508026,120,35
510008,120,32
517009,120,32
517021,120,32
527002,120,28
600007,120,22
600008,120,24
602001,120,20
611001,120,18
612007,120,23
612014,120,32
101001,108,34
107020,108,36
107055,108,34
108014,108,35
108041,108,34
109004,108,33
109016,108,31
109050,108,35
109052,108,29
109068,108,35
109079,108,32
109084,108,33
109095,108,33
111011,108,36
111021,108,34
112044,108,27
112045,108,29
112046,108,32
113004,108,36
113013,108,18
115030,108,33
115035,108,25
115049,108,35
115122,108,30
116024,108,31
116041,108,31
117035,108,30
117038,108,34
119004,108,33
119012,108,33
120024,108,34
120028,108,33
120043,108,34
120051,108,29
120058,108,30
120073,108,34
123065,108,33
123068,108,34
123076,108,34
125001,108,33
126003,108,34
126006,108,34
126019,108,35
128007,108,35
128010,108,32
128022,108,35
129011,108,36
129027,108,34
130022,108,34
130023,108,35
130024,108,34
130025,108,34
131019,108,33
131046,108,34
132010,108,35
132025,108,34
132026,108,34
132029,108,35
133028,108,34
134039,108,32
134044,108,35
137002,108,36
137029,108,35
137033,108,36
137035,108,36
138003,108,32
138013,108,31
143002,108,36
148007,108,32
148022,108,27
148031,108,29
151003,108,35
151009,108,36
151015,108,36
151021,108,35
151038,108,34
151051,108,29
151054,108,30
154028,108,31
154029,108,30
154046,108,27
154056,108,35
154077,108,30
154081,108,33
202002,108,33
202004,108,32
202082,108,29
202098,108,35
211005,108,36
211020,108,36
211023,108,33
216008,108,33
219002,108,30
220001,108,35
220008,108,34
220025,108,36
223009,108,33
302002,108,36
501018,108,34
501027,108,28
501031,108,19
505010,108,21
508016,108,26
510005,108,28
517004,108,35
527004,108,22
600009,108,18
600010,108,16
607003,108,13
612008,108,29
612013,108,27
101021,96,35
101030,96,34
101032,96,35
102010,96,21
102011,96,30
104023,96,33
108013,96,32
108020,96,31
108039,96,33
108043,96,33
109002,96,33
109021,96,34
109061,96,36
109065,96,35
109088,96,30
110004,96,31
112017,96,21
112036,96,29
112040,96,19
112047,96,30
112068,96,25
113008,96,32
115127,96,36
117048,96,32
118016,96,31
119007,96,36
119014,96,35
119018,96,31
119021,96,33
120044,96,27
120046,96,35
122010,96,33
123010,96,35
123039,96,34
123080,96,32
126007,96,22
128001,96,34
128004,96,33
128024,96,35
130002,96,35
130018,96,36
130019,96,33
130020,96,35
130021,96,35
131016,96,32
131028,96,33
131040,96,32
131056,96,30
132018,96,35
132022,96,35
133006,96,36
133019,96,34
133020,96,34
133025,96,31
133029,96,35
134003,96,31
134004,96,34
134005,96,31
134010,96,28
134011,96,33
134012,96,27
134013,96,30
134014,96,32
134023,96,34
134024,96,33
134025,96,26
134034,96,32
135001,96,34
135010,96,34
135015,96,33
136007,96,35
137020,96,30
137027,96,33
137037,96,36
138005,96,32
138017,96,31
143006,96,34
143018,96,35
143023,96,34
148008,96,28
148025,96,34
151031,96,36
151032,96,31
151036,96,35
151037,96,35
151046,96,35
151047,96,34
151049,96,31
151056,96,23
151060,96,33
202008,96,31
202048,96,35
202050,96,31
202051,96,34
202077,96,17
202091,96,34
