ID,agestrat,COMscoreCR
115124,156,NA
118007,156,NA
123003,156,NA
123012,156,NA
123013,156,NA
123018,156,NA
123036,156,NA
151004,156,NA
211022,156,NA
508017,156,NA
508029,156,NA
510009,156,NA
517007,156,NA
517022,156,NA
517024,156,NA
529010,156,NA
600002,156,NA
600003,156,NA
102018,132,28
107004,132,30
107016,132,28
107026,132,31
107027,132,28
107030,132,29
107032,132,34
107040,132,13
107041,132,27
107042,132,31
108001,132,22
108027,132,18
108045,132,28
109027,132,NA
109029,132,NA
109073,132,NA
111007,132,NA
111025,132,NA
111034,132,NA
111042,132,NA
112030,132,NA
112067,132,NA
115123,132,NA
116011,132,NA
116016,132,NA
116022,132,NA
116057,132,NA
117032,132,NA
120045,132,NA
120066,132,NA
121019,132,NA
123008,132,NA
123019,132,NA
123026,132,NA
123029,132,NA
123035,132,NA
123041,132,NA
123043,132,NA
123054,132,NA
123055,132,NA
123060,132,NA
123062,132,NA
123064,132,NA
123067,132,NA
123070,132,NA
123074,132,NA
123077,132,NA
130028,132,NA
131018,132,NA
132016,132,NA
134001,132,NA
134002,132,NA
134008,132,NA
134020,132,NA
134021,132,NA
135020,132,NA
138001,132,NA
138010,132,NA
138012,132,NA
143019,132,NA
143021,132,NA
148009,132,NA
148015,132,NA
151018,132,NA
154017,132,NA
154025,132,NA
154039,132,NA
154044,132,NA
154048,132,NA
154068,132,NA
154071,132,NA
202012,132,NA
202099,132,NA
202107,132,NA
211004,132,NA
211008,132,NA
216003,132,NA
220031,132,NA
220035,132,NA
302011,132,NA
501009,132,NA
505021,132,NA
505032,132,NA
505033,132,NA
529022,132,NA
529023,132,NA
600001,132,NA
608008,132,NA
701004,132,NA
104002,132,21
107006,132,15
107038,132,32
109034,132,NA
109048,132,NA
110005,132,NA
111036,132,NA
112013,132,NA
112053,132,NA
112069,132,NA
114003,132,NA
115003,132,NA
115008,132,NA
116015,132,NA
116021,132,NA
116037,132,NA
116040,132,NA
116042,132,NA
116044,132,NA
116045,132,NA
116048,132,NA
116051,132,NA
116054,132,NA
116059,132,NA
116060,132,NA
116069,132,NA
116071,132,NA
116072,132,NA
116077,132,NA
116078,132,NA
117007,132,NA
117034,132,NA
117050,132,NA
118004,132,NA
118008,132,NA
119002,132,NA
119003,132,NA
119013,132,NA
119017,132,NA
120021,132,NA
120025,132,NA
120047,132,NA
120072,132,NA
123037,132,NA
123038,132,NA
123047,132,NA
123050,132,NA
123051,132,NA
123058,132,NA
123059,132,NA
123075,132,NA
126002,132,NA
126015,132,NA
126017,132,NA
127002,132,NA
127034,132,NA
128002,132,NA
128003,132,NA
128006,132,NA
128009,132,NA
128023,132,NA
129030,132,NA
130029,132,NA
132017,132,NA
132024,132,NA
133007,132,NA
134009,132,NA
135017,132,NA
135023,132,NA
136001,132,NA
136004,132,NA
137001,132,NA
143001,132,NA
143022,132,NA
148002,132,NA
148006,132,NA
148027,132,NA
151013,132,NA
151020,132,NA
151022,132,NA
151024,132,NA
151040,132,NA
154021,132,NA
154022,132,NA
154030,132,NA
154045,132,NA
154057,132,NA
154069,132,NA
154070,132,NA
154076,132,NA
154079,132,NA
202001,132,NA
202083,132,NA
202085,132,NA
202109,132,NA
202110,132,NA
216002,132,NA
216011,132,NA
216013,132,NA
220005,132,NA
220030,132,NA
220034,132,NA
505027,132,NA
508030,132,NA
510007,132,NA
510010,132,NA
510014,132,NA
517005,132,NA
101010,120,9
101020,120,20
101035,120,22
104020,120,18
107019,120,22
108008,120,34
108028,120,20
109012,120,NA
109015,120,NA
109023,120,NA
109037,120,NA
109042,120,NA
109049,120,NA
109094,120,NA
111003,120,NA
111014,120,NA
111035,120,NA
111043,120,NA
112035,120,NA
112041,120,NA
112056,120,NA
112071,120,NA
115032,120,NA
115036,120,NA
115044,120,NA
115050,120,NA
115128,120,NA
116046,120,NA
116058,120,NA
116061,120,NA
117003,120,NA
117005,120,NA
118010,120,NA
120071,120,NA
122007,120,NA
123014,120,NA
123023,120,NA
123032,120,NA
123049,120,NA
123056,120,NA
123061,120,NA
123069,120,NA
123078,120,NA
127023,120,NA
128005,120,NA
128011,120,NA
128014,120,NA
128025,120,NA
129001,120,NA
129013,120,NA
130026,120,NA
130027,120,NA
132003,120,NA
133002,120,NA
133011,120,NA
135003,120,NA
135021,120,NA
135024,120,NA
136005,120,NA
137005,120,NA
138007,120,NA
138016,120,NA
143025,120,NA
151002,120,NA
151019,120,NA
151023,120,NA
151025,120,NA
151026,120,NA
151033,120,NA
151034,120,NA
151039,120,NA
151048,120,NA
151055,120,NA
154010,120,NA
154018,120,NA
154047,120,NA
154058,120,NA
154060,120,NA
154080,120,NA
202017,120,NA
202076,120,NA
202094,120,NA
207009,120,NA
207017,120,NA
211003,120,NA
215005,120,NA
216012,120,NA
219008,120,NA
220032,120,NA
220036,120,NA
302007,120,NA
501026,120,NA
505011,120,NA
506008,120,NA
506013,120,NA
508014,120,NA
508026,120,NA
510008,120,NA
517009,120,NA
517021,120,NA
527002,120,NA
600007,120,NA
600008,120,NA
602001,120,NA
611001,120,NA
612007,120,NA
612014,120,NA
101001,108,7
107020,108,25
107055,108,9
108014,108,34
108041,108,28
109004,108,6
109016,108,NA
109050,108,NA
109052,108,NA
109068,108,NA
109079,108,NA
109084,108,NA
109095,108,NA
111011,108,NA
111021,108,NA
112044,108,NA
112045,108,NA
112046,108,NA
113004,108,NA
113013,108,NA
115030,108,NA
115035,108,NA
115049,108,NA
115122,108,NA
116024,108,NA
116041,108,NA
117035,108,NA
117038,108,NA
119004,108,NA
119012,108,NA
120024,108,NA
120028,108,NA
120043,108,NA
120051,108,NA
120058,108,NA
120073,108,NA
123065,108,NA
123068,108,NA
123076,108,NA
125001,108,NA
126003,108,NA
126006,108,NA
126019,108,NA
128007,108,NA
128010,108,NA
128022,108,NA
129011,108,NA
129027,108,NA
130022,108,NA
130023,108,NA
130024,108,NA
130025,108,NA
131019,108,NA
131046,108,NA
132010,108,NA
132025,108,NA
132026,108,NA
132029,108,NA
133028,108,NA
134039,108,NA
134044,108,NA
137002,108,NA
137029,108,NA
137033,108,NA
137035,108,NA
138003,108,NA
138013,108,NA
143002,108,NA
148007,108,NA
148022,108,NA
148031,108,NA
151003,108,NA
151009,108,NA
151015,108,NA
151021,108,NA
151038,108,NA
151051,108,NA
151054,108,NA
154028,108,NA
154029,108,NA
154046,108,NA
154056,108,NA
154077,108,NA
154081,108,NA
202002,108,NA
202004,108,NA
202082,108,NA
202098,108,NA
211005,108,NA
211020,108,NA
211023,108,NA
216008,108,NA
219002,108,NA
220001,108,NA
220008,108,NA
220025,108,NA
223009,108,NA
302002,108,NA
501018,108,NA
501027,108,NA
501031,108,NA
505010,108,NA
508016,108,NA
510005,108,NA
517004,108,NA
527004,108,NA
600009,108,NA
600010,108,NA
607003,108,NA
612008,108,NA
612013,108,NA
101021,96,22
101030,96,29
101032,96,23
102010,96,33
102011,96,27
104023,96,20
108013,96,34
108020,96,32
108039,96,26
108043,96,33
109002,96,24
109021,96,NA
109061,96,NA
109065,96,NA
109088,96,NA
110004,96,NA
112017,96,NA
112036,96,NA
112040,96,NA
112047,96,NA
112068,96,NA
113008,96,NA
115127,96,NA
117048,96,NA
118016,96,NA
119007,96,NA
119014,96,NA
119018,96,NA
119021,96,NA
120044,96,NA
120046,96,NA
122010,96,NA
123010,96,NA
123039,96,NA
123080,96,NA
126007,96,NA
128001,96,NA
128004,96,NA
128024,96,NA
130002,96,NA
130018,96,NA
130019,96,NA
130020,96,NA
130021,96,NA
131016,96,NA
131028,96,NA
131040,96,NA
131056,96,NA
132018,96,NA
132022,96,NA
133006,96,NA
133019,96,NA
133020,96,NA
133025,96,NA
133029,96,NA
134003,96,NA
134004,96,NA
134005,96,NA
134010,96,NA
134011,96,NA
134012,96,NA
134013,96,NA
134014,96,NA
134023,96,NA
134024,96,NA
134025,96,NA
134034,96,NA
135001,96,NA
135010,96,NA
135015,96,NA
136007,96,NA
137020,96,NA
137027,96,NA
137037,96,NA
138005,96,NA
138017,96,NA
143006,96,NA
143018,96,NA
143023,96,NA
148008,96,NA
148025,96,NA
151031,96,NA
151032,96,NA
151036,96,NA
151037,96,NA
151046,96,NA
151047,96,NA
151049,96,NA
151056,96,NA
151060,96,NA
202008,96,NA
202048,96,NA
202050,96,NA
202051,96,NA
202077,96,NA
202091,96,NA
202096,96,NA
207004,96,NA
207018,96,NA
216005,96,NA
216016,96,NA
219006,96,NA
219009,96,NA
220019,96,NA
220028,96,NA
223005,96,NA
223008,96,NA
224001,96,NA
224005,96,NA
224010,96,NA
302001,96,NA
302008,96,NA
503002,96,NA
506004,96,NA
508003,96,NA
510001,96,NA
517012,96,NA
529008,96,NA
529015,96,NA
600006,96,NA
605002,96,NA
605003,96,NA
609009,96,NA
612012,96,NA
101009,84,18
101014,84,10
101038,84,16
104017,84,23
107039,84,25
107054,84,17
108003,84,34
109043,84,NA
109046,84,NA
109051,84,NA
109085,84,NA
109089,84,NA
110006,84,NA
111001,84,NA
112003,84,NA
112018,84,NA
112020,84,NA
112033,84,NA
112042,84,NA
112050,84,NA
112051,84,NA
112052,84,NA
112070,84,NA
113005,84,NA
114023,84,NA
115002,84,NA
115009,84,NA
115034,84,NA
115048,84,NA
117041,84,NA
117054,84,NA
119011,84,NA
119016,84,NA
119019,84,NA
120020,84,NA
122006,84,NA
123002,84,NA
123009,84,NA
125020,84,NA
126004,84,NA
127022,84,NA
127035,84,NA
128019,84,NA
129002,84,NA
129006,84,NA
129012,84,NA
130007,84,NA
130011,84,NA
130012,84,NA
130013,84,NA
130014,84,NA
130016,84,NA
130017,84,NA
131012,84,NA
131015,84,NA
131047,84,NA
131059,84,NA
132021,84,NA
133003,84,NA
133012,84,NA
134006,84,NA
134026,84,NA
135026,84,NA
137006,84,NA
137032,84,NA
137043,84,NA
138004,84,NA
143004,84,NA
143005,84,NA
148001,84,NA
148012,84,NA
148013,84,NA
148023,84,NA
148030,84,NA
151012,84,NA
151042,84,NA
151043,84,NA
151044,84,NA
151052,84,NA
151053,84,NA
151057,84,NA
151058,84,NA
151059,84,NA
154005,84,NA
154024,84,NA
154038,84,NA
154040,84,NA
154063,84,NA
154067,84,NA
154078,84,NA
202097,84,NA
206005,84,NA
206006,84,NA
206008,84,NA
206010,84,NA
206017,84,NA
206024,84,NA
207007,84,NA
207024,84,NA
211009,84,NA
215001,84,NA
215004,84,NA
216001,84,NA
216009,84,NA
216017,84,NA
218005,84,NA
219004,84,NA
219005,84,NA
220009,84,NA
302006,84,NA
501003,84,NA
506009,84,NA
508023,84,NA
508024,84,NA
508025,84,NA
508028,84,NA
508034,84,NA
517011,84,NA
517017,84,NA
517026,84,NA
602005,84,NA
605004,84,NA
701001,84,NA
705004,84,NA
101002,78,19
101018,78,21
101045,78,16
104014,78,27
107008,78,12
107052,78,17
108007,78,32
108037,78,29
109003,78,22
109019,78,NA
109020,78,NA
109069,78,NA
109086,78,NA
110008,78,NA
111006,78,NA
112006,78,NA
112034,78,NA
112038,78,NA
113009,78,NA
114016,78,NA
114017,78,NA
115043,78,NA
117036,78,NA
117049,78,NA
118011,78,NA
119009,78,NA
119015,78,NA
120023,78,NA
120056,78,NA
120057,78,NA
120070,78,NA
121018,78,NA
122015,78,NA
123015,78,NA
123053,78,NA
125032,78,NA
127004,78,NA
127033,78,NA
128021,78,NA
129016,78,NA
129022,78,NA
129029,78,NA
131017,78,NA
132006,78,NA
133001,78,NA
133015,78,NA
133030,78,NA
134019,78,NA
135008,78,NA
137030,78,NA
138008,78,NA
143008,78,NA
148026,78,NA
151008,78,NA
151016,78,NA
154049,78,NA
154059,78,NA
154072,78,NA
201016,78,NA
202015,78,NA
202027,78,NA
202039,78,NA
202052,78,NA
202089,78,NA
206003,78,NA
206019,78,NA
206020,78,NA
211016,78,NA
219001,78,NA
220002,78,NA
220018,78,NA
220020,78,NA
220024,78,NA
224002,78,NA
302005,78,NA
302009,78,NA
501012,78,NA
501025,78,NA
503004,78,NA
506003,78,NA
506022,78,NA
517001,78,NA
517020,78,NA
602006,78,NA
602008,78,NA
607004,78,NA
607007,78,NA
608004,78,NA
608012,78,NA
611003,78,NA
611007,78,NA
612017,78,NA
705002,78,NA
101023,72,22
101024,72,34
101047,72,23
102001,72,31
102009,72,9
104004,72,20
105034,72,25
105035,72,32
107021,72,25
107036,72,32
108016,72,34
109007,72,11
109033,72,NA
109064,72,NA
109097,72,NA
110007,72,NA
111044,72,NA
112002,72,NA
112032,72,NA
113014,72,NA
114002,72,NA
115121,72,NA
116043,72,NA
117061,72,NA
120027,72,NA
120030,72,NA
120038,72,NA
120050,72,NA
120065,72,NA
123042,72,NA
123048,72,NA
123057,72,NA
125017,72,NA
125028,72,NA
125034,72,NA
125037,72,NA
126010,72,NA
126012,72,NA
126018,72,NA
128008,72,NA
128020,72,NA
130005,72,NA
130006,72,NA
130008,72,NA
130009,72,NA
130010,72,NA
131057,72,NA
132015,72,NA
133026,72,NA
134007,72,NA
134016,72,NA
134017,72,NA
134018,72,NA
134035,72,NA
135012,72,NA
137017,72,NA
137028,72,NA
137038,72,NA
137040,72,NA
143007,72,NA
143013,72,NA
148019,72,NA
148029,72,NA
154037,72,NA
154061,72,NA
201007,72,NA
201008,72,NA
201009,72,NA
201010,72,NA
201012,72,NA
201014,72,NA
201030,72,NA
201031,72,NA
201050,72,NA
202073,72,NA
202090,72,NA
206015,72,NA
207001,72,NA
211021,72,NA
213003,72,NA
218009,72,NA
219007,72,NA
220037,72,NA
220044,72,NA
221005,72,NA
221006,72,NA
221008,72,NA
221009,72,NA
223004,72,NA
224006,72,NA
224009,72,NA
224019,72,NA
501011,72,NA
501013,72,NA
501014,72,NA
501019,72,NA
501021,72,NA
506005,72,NA
506015,72,NA
508009,72,NA
508010,72,NA
510004,72,NA
517006,72,NA
529001,72,NA
529025,72,NA
602007,72,NA
611004,72,NA
104006,66,20
104030,66,20
105033,66,19
105043,66,21
109026,66,NA
109055,66,NA
109091,66,NA
112007,66,NA
112031,66,NA
113007,66,NA
116025,66,NA
116036,66,NA
117002,66,NA
117006,66,NA
117037,66,NA
117043,66,NA
118001,66,NA
118012,66,NA
118017,66,NA
120032,66,NA
120059,66,NA
120067,66,NA
123027,66,NA
123046,66,NA
123052,66,NA
125011,66,NA
125016,66,NA
126001,66,NA
126011,66,NA
126014,66,NA
127011,66,NA
127016,66,NA
127029,66,NA
129017,66,NA
131004,66,NA
131029,66,NA
133005,66,NA
134022,66,NA
135004,66,NA
135009,66,NA
135019,66,NA
137003,66,NA
137009,66,NA
137026,66,NA
137036,66,NA
137051,66,NA
148003,66,NA
151028,66,NA
151030,66,NA
154041,66,NA
154055,66,NA
201003,66,NA
201004,66,NA
201011,66,NA
201013,66,NA
201015,66,NA
201022,66,NA
201033,66,NA
201040,66,NA
201047,66,NA
201053,66,NA
201054,66,NA
202005,66,NA
202103,66,NA
206002,66,NA
208006,66,NA
208117,66,NA
208118,66,NA
211024,66,NA
216006,66,NA
219010,66,NA
220010,66,NA
220011,66,NA
220013,66,NA
220017,66,NA
221012,66,NA
224003,66,NA
224020,66,NA
227003,66,NA
503001,66,NA
503006,66,NA
503007,66,NA
505014,66,NA
505016,66,NA
507002,66,NA
507006,66,NA
508011,66,NA
517023,66,NA
517028,66,NA
529026,66,NA
529029,66,NA
602003,66,NA
602004,66,NA
608011,66,NA
608014,66,NA
101015,60,30
101029,60,28
101031,60,32
101034,60,26
101037,60,5
101043,60,21
101050,60,27
104005,60,11
104024,60,20
104025,60,16
107037,60,30
107048,60,30
108009,60,32
108010,60,34
108025,60,29
108031,60,17
109005,60,16
111009,60,NA
111029,60,NA
111032,60,NA
111052,60,NA
113006,60,NA
114006,60,NA
114022,60,NA
115007,60,NA
115029,60,NA
115033,60,NA
115126,60,NA
117064,60,NA
119020,60,NA
120018,60,NA
120031,60,NA
120053,60,NA
122002,60,NA
122005,60,NA
122016,60,NA
125005,60,NA
125007,60,NA
125008,60,NA
125010,60,NA
125012,60,NA
125013,60,NA
125014,60,NA
125019,60,NA
125021,60,NA
125022,60,NA
125023,60,NA
125024,60,NA
125031,60,NA
125033,60,NA
125046,60,NA
125047,60,NA
125048,60,NA
126005,60,NA
126013,60,NA
130001,60,NA
130003,60,NA
130004,60,NA
135027,60,NA
136006,60,NA
136011,60,NA
137015,60,NA
139020,60,NA
142023,60,NA
143009,60,NA
143017,60,NA
148017,60,NA
148028,60,NA
151027,60,NA
154036,60,NA
154050,60,NA
201005,60,NA
201006,60,NA
201034,60,NA
201041,60,NA
202029,60,NA
202031,60,NA
202093,60,NA
202106,60,NA
207002,60,NA
207021,60,NA
208007,60,NA
211002,60,NA
211017,60,NA
218003,60,NA
219003,60,NA
220012,60,NA
220015,60,NA
224013,60,NA
224014,60,NA
224017,60,NA
501001,60,NA
501005,60,NA
501020,60,NA
501023,60,NA
501029,60,NA
505005,60,NA
505028,60,NA
505040,60,NA
508001,60,NA
508002,60,NA
508031,60,NA
517002,60,NA
517013,60,NA
526005,60,NA
602002,60,NA
607005,60,NA
608007,60,NA
612001,60,NA
101025,54,20
104003,54,20
104040,54,27
105006,54,22
105010,54,22
107046,54,29
108015,54,30
109080,54,NA
111038,54,NA
112023,54,NA
114001,54,NA
114004,54,NA
114007,54,NA
114008,54,NA
114009,54,NA
114010,54,NA
114012,54,NA
114014,54,NA
114015,54,NA
114018,54,NA
115120,54,NA
117014,54,NA
117022,54,NA
117023,54,NA
120012,54,NA
120049,54,NA
121023,54,NA
123006,54,NA
123007,54,NA
123079,54,NA
125004,54,NA
125006,54,NA
125009,54,NA
125015,54,NA
125018,54,NA
126008,54,NA
126009,54,NA
126016,54,NA
127007,54,NA
127024,54,NA
128013,54,NA
129010,54,NA
130015,54,NA
131005,54,NA
132019,54,NA
132023,54,NA
133013,54,NA
135006,54,NA
135007,54,NA
137012,54,NA
137021,54,NA
137039,54,NA
138009,54,NA
141044,54,NA
141046,54,NA
141047,54,NA
141049,54,NA
142028,54,NA
143010,54,NA
148005,54,NA
151035,54,NA
154052,54,NA
201020,54,NA
201043,54,NA
201056,54,NA
202006,54,NA
202021,54,NA
202056,54,NA
202067,54,NA
202071,54,NA
208001,54,NA
208003,54,NA
208008,54,NA
NA,54,NA
211006,54,NA
213002,54,NA
220007,54,NA
220023,54,NA
505036,54,NA
505037,54,NA
506001,54,NA
506014,54,NA
507005,54,NA
508013,54,NA
508027,54,NA
508032,54,NA
517003,54,NA
608003,54,NA
609003,54,NA
612002,54,NA
101008,48,17
101019,48,20
101027,48,24
101036,48,16
104028,48,19
105002,48,20
105012,48,23
105020,48,23
108033,48,28
108038,48,29
109014,48,NA
109038,48,NA
109060,48,NA
109066,48,NA
109090,48,NA
109096,48,NA
111028,48,NA
111030,48,NA
111049,48,NA
112012,48,NA
112022,48,NA
113010,48,NA
115001,48,NA
115015,48,NA
117024,48,NA
117029,48,NA
118006,48,NA
120017,48,NA
120042,48,NA
120064,48,NA
122012,48,NA
125002,48,NA
125003,48,NA
127015,48,NA
127031,48,NA
129015,48,NA
129019,48,NA
129021,48,NA
129025,48,NA
131024,48,NA
131042,48,NA
132007,48,NA
132027,48,NA
133016,48,NA
137008,48,NA
137018,48,NA
137034,48,NA
139003,48,NA
139009,48,NA
139018,48,NA
139021,48,NA
141045,48,NA
141048,48,NA
143003,48,NA
148016,48,NA
148021,48,NA
151005,48,NA
151007,48,NA
151029,48,NA
154064,48,NA
154073,48,NA
202003,48,NA
202018,48,NA
202047,48,NA
202058,48,NA
202060,48,NA
202061,48,NA
202088,48,NA
202101,48,NA
207010,48,NA
207012,48,NA
208002,48,NA
208004,48,NA
208005,48,NA
215002,48,NA
216004,48,NA
216018,48,NA
218004,48,NA
220016,48,NA
220033,48,NA
224007,48,NA
224015,48,NA
224018,48,NA
501002,48,NA
501006,48,NA
501008,48,NA
501010,48,NA
501032,48,NA
505013,48,NA
505035,48,NA
507001,48,NA
526001,48,NA
526003,48,NA
608002,48,NA
101039,42,14
105013,42,22
105014,42,25
105042,42,23
107049,42,21
109008,42,18
109018,42,NA
109035,42,NA
109054,42,NA
111002,42,NA
111010,42,NA
111019,42,NA
111020,42,NA
111024,42,NA
115037,42,NA
115047,42,NA
115118,42,NA
116008,42,NA
116017,42,NA
117009,42,NA
117062,42,NA
118009,42,NA
120015,42,NA
120029,42,NA
120062,42,NA
121016,42,NA
123033,42,NA
123034,42,NA
123063,42,NA
123073,42,NA
127014,42,NA
127017,42,NA
127028,42,NA
127032,42,NA
129007,42,NA
131008,42,NA
131014,42,NA
131041,42,NA
131043,42,NA
131055,42,NA
131058,42,NA
132030,42,NA
133004,42,NA
135013,42,NA
139004,42,NA
139013,42,NA
139015,42,NA
141034,42,NA
141036,42,NA
141038,42,NA
141040,42,NA
141041,42,NA
141042,42,NA
141043,42,NA
142018,42,NA
148024,42,NA
151010,42,NA
151011,42,NA
154009,42,NA
154042,42,NA
201052,42,NA
202009,42,NA
202014,42,NA
202026,42,NA
202028,42,NA
202032,42,NA
202037,42,NA
202038,42,NA
202042,42,NA
202049,42,NA
202062,42,NA
202066,42,NA
202087,42,NA
202092,42,NA
206001,42,NA
211007,42,NA
216015,42,NA
220003,42,NA
223001,42,NA
224016,42,NA
505008,42,NA
505024,42,NA
505038,42,NA
505039,42,NA
506016,42,NA
508008,42,NA
508015,42,NA
508022,42,NA
508033,42,NA
517018,42,NA
608001,42,NA
608009,42,NA
608010,42,NA
101007,36,20
101013,36,14
104007,36,19
104015,36,20
104018,36,7
105001,36,24
105008,36,14
109009,36,8
109063,36,NA
109081,36,NA
111004,36,NA
111012,36,NA
111022,36,NA
112004,36,NA
112009,36,NA
112021,36,NA
112024,36,NA
115031,36,NA
116002,36,NA
116003,36,NA
116004,36,NA
117012,36,NA
117030,36,NA
117042,36,NA
117055,36,NA
117065,36,NA
118018,36,NA
119001,36,NA
119008,36,NA
120011,36,NA
121007,36,NA
121020,36,NA
122001,36,NA
123021,36,NA
123040,36,NA
123071,36,NA
123072,36,NA
127006,36,NA
129004,36,NA
129005,36,NA
129008,36,NA
129014,36,NA
129023,36,NA
129024,36,NA
129028,36,NA
131006,36,NA
131009,36,NA
131022,36,NA
131034,36,NA
135002,36,NA
137004,36,NA
137010,36,NA
137041,36,NA
137045,36,NA
141031,36,NA
141032,36,NA
141033,36,NA
141037,36,NA
141039,36,NA
142022,36,NA
142029,36,NA
151006,36,NA
151014,36,NA
151017,36,NA
151041,36,NA
151045,36,NA
154031,36,NA
202044,36,NA
202080,36,NA
207023,36,NA
216007,36,NA
221001,36,NA
223006,36,NA
224011,36,NA
224012,36,NA
505003,36,NA
505023,36,NA
505025,36,NA
506011,36,NA
508019,36,NA
508021,36,NA
527001,36,NA
608005,36,NA
612003,36,NA
101003,32,20
101017,32,22
101033,32,26
101049,32,14
102006,32,29
107035,32,22
108004,32,29
109022,32,NA
109078,32,NA
109087,32,NA
111054,32,NA
111055,32,NA
112001,32,NA
112025,32,NA
112026,32,NA
115006,32,NA
115117,32,NA
116006,32,NA
116020,32,NA
116026,32,NA
116050,32,NA
116056,32,NA
116073,32,NA
116080,32,NA
117001,32,NA
117045,32,NA
118002,32,NA
120052,32,NA
125040,32,NA
127020,32,NA
132011,32,NA
133022,32,NA
134041,32,NA
134046,32,NA
135028,32,NA
137023,32,NA
137031,32,NA
139019,32,NA
141028,32,NA
141029,32,NA
141035,32,NA
142008,32,NA
142013,32,NA
142017,32,NA
143011,32,NA
143024,32,NA
154002,32,NA
202043,32,NA
202055,32,NA
207020,32,NA
213001,32,NA
220041,32,NA
221007,32,NA
224004,32,NA
227002,32,NA
227018,32,NA
501022,32,NA
505030,32,NA
608013,32,NA
101042,28,7
101048,28,20
101051,28,18
102029,28,5
104016,28,7
108017,28,34
108026,28,25
108029,28,19
109006,28,14
111047,28,NA
112008,28,NA
114013,28,NA
115119,28,NA
116010,28,NA
116014,28,NA
116027,28,NA
116049,28,NA
116055,28,NA
116079,28,NA
117015,28,NA
117028,28,NA
120016,28,NA
120048,28,NA
125026,28,NA
125045,28,NA
125059,28,NA
125060,28,NA
129009,28,NA
131010,28,NA
134033,28,NA
136015,28,NA
136016,28,NA
136017,28,NA
137007,28,NA
137011,28,NA
137019,28,NA
138011,28,NA
139022,28,NA
141026,28,NA
141030,28,NA
148018,28,NA
154043,28,NA
154074,28,NA
202022,28,NA
202035,28,NA
202068,28,NA
202095,28,NA
211014,28,NA
