PHYscore,ADPscore,SOCscore,COGscore,COMscore,TOTALscore,PHYscoreP,ADPscoreP,SOCscoreP,COGscoreP,COMscoreP,TOTALscoreP,PHYscoreT,ADPscoreT,SOCscoreT,COGscoreT,COMscoreT,TOTALscoreT,PHYscoreCR,ADPscoreCR,SOCscoreCR,COGscoreCR,COMscoreCR,TOTALscoreCR,ID,agestrat
34,29,27,37,29,156, , , , , , ,33,29,27,37,30,156, , , , , , ,114002,72
30,30,23,28,28,139, , , , , , , , , , , , , , , , , , ,115121,72
33,30,15,26,22,126, , , , , , ,31,29,18,31,26,135, , , , , , ,116043,72
32,28,29,32,29,150, , , , , , ,27,30,31,27,20,135, , , , , , ,117061,72
35,35,31,31,28,160,35,40,33,33,29,170,31,30,31,32,28,152, , , , , , ,120027,72
34,29,32,34,27,156,34,31,30,33,29,157,29,32,31,34,26,152, , , , , , ,120030,72
34,32,29,36,30,161,35,35,32,37,30,169,33,35,30,35,31,164, , , , , , ,120038,72
37,36,31,37,29,170,37,35,34,38,31,175,34,34,31,35,30,164, , , , , , ,120050,72
33,34,29,30,29,155,33,34,29,30,29,155,29,29,24,25,19,126, , , , , , ,120065,72
35,31,30,29,26,151, , , , , , ,33,32,31,31,26,153, , , , , , ,123042,72
36,31,31,30,26,154, , , , , , ,33,31,30,32,26,152, , , , , , ,123048,72
36,30,32,30,28,156, , , , , , ,33,31,31,32,28,155, , , , , , ,123057,72
34,33,32,37,29,165, , , , , , ,33,34,33,33,28,161, , , , , , ,125017,72
34,39,33,32,30,168, , , , , , ,25,23,26,26,19,119, , , , , , ,125028,72
33,33,30,36,29,161, , , , , , , , , , , , , , , , , , ,125034,72
37,40,35,39,31,182, , , , , , ,33,28,33,35,28,157, , , , , , ,125037,72
35,35,33,32,29,164, , , , , , ,33,29,31,34,25,152, , , , , , ,126010,72
35,36,33,35,31,170, , , , , , ,33,31,33,34,29,160, , , , , , ,126012,72
35,34,34,32,28,163, , , , , , ,33,32,33,30,28,156, , , , , , ,126018,72
35,40,35,37,31,178, , , , , , ,32,36,32,38,29,167, , , , , , ,128008,72
31,39,33,36,31,170, , , , , , , , , , , , , , , , , , ,128020,72
34,35,34,38,30,171, , , , , , ,32,34,32,37,29,164, , , , , , ,130005,72
34,33,30,34,31,162, , , , , , ,34,35,32,36,31,168, , , , , , ,130006,72
35,36,34,37,31,173, , , , , , ,32,33,33,36,30,164, , , , , , ,130008,72
34,33,30,37,31,165, , , , , , ,32,33,32,37,30,164, , , , , , ,130009,72
32,30,33,35,27,157, , , , , , ,33,30,33,35,27,158, , , , , , ,130010,72
35,34,28,37,27,161, , , , , , ,31,36,34,42,31,174, , , , , , ,131057,72
35,34,35,35,30,169, , , , , , ,32,30,31,37,30,160, , , , , , ,132015,72
35,32,28,30,30,155, , , , , , , , , , , , , , , , , , ,133026,72
34,33,32,29,28,156, , , , , , ,25,29,23,31,25,133, , , , , , ,134007,72
35,31,32,33,29,160, , , , , , ,34,31,33,32,29,159, , , , , , ,134016,72
31,30,26,26,25,138, , , , , , ,34,34,33,31,27,159, , , , , , ,134017,72
33,31,30,34,30,158, , , , , , ,34,32,34,31,28,159, , , , , , ,134018,72
33,37,36,36,30,172, , , , , , ,32,33,30,34,29,158, , , , , , ,134035,72
33,30,25,31,25,144, , , , , , , , , , , , , , , , , , ,135012,72
34,29,29,34,28,154, , , , , , ,29,30,28,34,29,150, , , , , , ,137017,72
32,33,29,37,29,160, , , , , , ,31,34,29,37,30,161, , , , , , ,137028,72
37,41,35,41,31,185, , , , , , ,32,28,32,33,30,155, , , , , , ,137038,72
29,27,26,36,29,147, , , , , , ,32,32,29,37,31,161, , , , , , ,137040,72
32,33,31,35,29,160, , , , , , ,33,33,29,34,28,157, , , , , , ,143007,72
32,32,27,28,27,146, , , , , , ,29,28,32,30,29,148, , , , , , ,143013,72
33,30,27,31,28,149, , , , , , ,31,30,28,31,28,148, , , , , , ,148019,72
32,31,28,23,28,142,32,31,31,24,28,146,31,32,30,25,28,146, , , , , , ,148029,72
29,30,25,24,23,131, , , , , , ,32,28,8,21,14,103, , , , , , ,154037,72
37,35,26,32,27,157, , , , , , , , , , , , , , , , , , ,154061,72
34,29,32,27,26,148, , , , , , ,31,32,28,31,28,150, , , , , , ,201007,72
36,30,29,39,29,163, , , , , , ,31,37,33,39,31,171, , , , , , ,201008,72
37,38,32,34,31,172, , , , , , ,32,34,33,36,29,164, , , , , , ,201009,72
36,38,32,34,31,171, , , , , , ,32,37,33,39,31,172, , , , , , ,201010,72
32,32,33,32,30,159, , , , , , ,31,37,34,39,31,172, , , , , , ,201012,72
33,30,33,41,31,168, , , , , , ,32,28,31,32,29,152, , , , , , ,201014,72
37,41,36,39,32,185, , , , , , , , , , , , , , , , , , ,201030,72
32,30,33,30,29,154, , , , , , , , , , , , , , , , , , ,201031,72
36,37,31,39,30,173, , , , , , , , , , , , , , , , , , ,201050,72
36,34,31,34,30,165,36,34,31,33,30,164,34,35,31,34,29,163, , , , , , ,202073,72
34,28,29,29,29,149,33,27,32,35,27,154,33,36,32,31,30,162, , , , , , ,202090,72
37,34,25,36,30,162, , , , , , , , , , , , , , , , , , ,206015,72
33,29,30,31,27,150, , , , , , ,32,34,30,36,28,160, , , , , , ,207001,72
37,38,36,27,28,166, , , , , , , , , , , , , , , , , , ,211021,72
18,22,25,15,16,96, , , , , , , , , , , , , , , , , , ,213003,72
33,35,31,26,29,154, , , , , , ,30,38,31,32,27,158, , , , , , ,218009,72
37,41,36,42,34,190, , , , , , ,30,34,29,29,27,149, , , , , , ,219007,72
35,37,35,34,30,171, , , , , , , , , , , , , , , , , , ,220037,72
33,35,27,33,30,158, , , , , , , , , , , , , , , , , , ,220044,72
35,35,31,40,31,172, , , , , , ,33,36,31,39,30,169, , , , , , ,221005,72
34,31,27,30,27,149, , , , , , ,31,33,28,34,27,153, , , , , , ,221006,72
37,35,33,34,31,170, , , , , , ,33,36,33,39,30,171, , , , , , ,221008,72
32,33,31,35,26,157, , , , , , ,33,34,33,34,30,164, , , , , , ,221009,72
34,36,29,38,30,167, , , , , , ,34,35,21,34,27,151, , , , , , ,223004,72
34,35,34,35,30,168, , , , , , ,33,35,33,37,30,168, , , , , , ,224006,72
34,34,32,32,30,162, , , , , , ,31,32,33,34,30,160, , , , , , ,224009,72
35,32,29,31,27,154, , , , , , ,32,32,30,28,28,150, , , , , , ,224019,72
19,13,13,22,20,87, , , , , , , , , , , , , , , , , , ,501011,72
28,31,17,35,29,140, , , , , , , , , , , , , , , , , , ,501013,72
27,24,27,33,29,140, , , , , , , , , , , , , , , , , , ,501014,72
30,31,17,31,24,133, , , , , , , , , , , , , , , , , , ,501019,72
34,30,26,33,26,149, , , , , , ,33,36,34,31,26,160, , , , , , ,501021,72
30,23,29,25,27,134, , , , , , ,26,27,20,21,18,112, , , , , , ,506005,72
21,21,11,10,16,79,22,26,13,14,15,90,18,18,12,18,14,80, , , , , , ,506015,72
25,21,12,16,21,95,32,32,16,29,26,135,23,24,14,24,20,105, , , , , , ,508009,72
19,19,12,12,17,79,30,31,20,33,25,139,26,24,12,15,17,94, , , , , , ,508010,72
27,24,16,22,19,108, , , , , , ,25,26,18,19,18,106, , , , , , ,510004,72
18,13,6,7,4,48, , , , , , ,16,13,6,7,5,47, , , , , , ,517006,72
37,28,8,32,25,130,37,26,10,33,24,130,34,27,10,32,24,127, , , , , , ,529001,72
37,28,19,33,31,148,37,26,19,30,27,139,34,31,19,33,28,145, , , , , , ,529025,72
29,27,15,23,24,118,30,25,17,24,25,121,27,18,21,20,24,110, , , , , , ,602007,72
21,18,7,19,8,73, , , , , , ,12,15,7,20,9,63, , , , , , ,611004,72
31,33,30,33,28,155, , , , , , , , , , , , ,26,23,25,22,20,116,104006,66
28,25,20,25,26,124, , , , , , , , , , , , ,22,14,14,12,20,82,104030,66
34,36,25,29,26,150,35,41,35,37,29,177,30,28,29,28,26,141,16,19,13,17,19,84,105033,66
26,28,21,21,21,117,33,27,21,19,20,120,31,31,30,27,28,147,26,24,18,23,21,112,105043,66
33,31,29,28,27,148,35,31,28,30,27,151,33,30,26,32,29,150, , , , , , ,109026,66
37,38,34,38,31,178, , , , , , ,32,34,34,37,31,168, , , , , , ,109055,66
33,30,31,35,29,158, , , , , , ,32,37,35,38,30,172, , , , , , ,109091,66
34,31,28,30,27,150, , , , , , ,34,30,26,29,25,144, , , , , , ,112007,66
25,23,21,28,26,123, , , , , , ,23,22,17,25,21,108, , , , , , ,112031,66
34,35,31,38,31,169, , , , , , , , , , , , , , , , , , ,113007,66
36,32,32,30,29,159,37,34,35,33,29,168,32,31,29,30,29,151, , , , , , ,116025,66
34,29,22,34,28,147,35,29,24,36,30,154,33,31,28,36,30,158, , , , , , ,116036,66
32,30,31,36,30,159, , , , , , ,30,32,28,32,27,149, , , , , , ,117002,66
30,33,30,33,29,155, , , , , , , , , , , , , , , , , , ,117006,66
28,28,17,31,25,129, , , , , , , , , , , , , , , , , , ,117037,66
31,30,26,29,27,143, , , , , , , , , , , , , , , , , , ,117043,66
32,25,31,33,28,149,30,25,27,31,29,142,30,31,29,29,26,145, , , , , , ,118001,66
33,37,33,32,30,165,33,33,33,33,30,162, , , , , , , , , , , , ,118012,66
31,30,30,33,30,154,31,26,26,36,29,148,32,36,33,38,30,169, , , , , , ,118017,66
36,30,29,27,29,151,33,29,31,27,29,149,29,27,24,25,24,129, , , , , , ,120032,66
31,38,26,28,29,152, , , , , , ,27,27,21,24,23,122, , , , , , ,120059,66
32,34,31,33,29,159, , , , , , ,30,35,31,31,30,157, , , , , , ,120067,66
32,32,30,32,26,152, , , , , , ,30,29,29,29,23,140, , , , , , ,123027,66
36,29,30,30,26,151, , , , , , ,33,29,29,30,26,147, , , , , , ,123046,66
36,30,30,28,26,150, , , , , , ,33,32,29,26,26,146, , , , , , ,123052,66
33,32,31,32,30,158, , , , , , ,30,29,32,25,26,142, , , , , , ,125011,66
33,35,30,35,29,162, , , , , , ,33,34,28,29,24,148, , , , , , ,125016,66
33,34,33,33,29,162, , , , , , ,33,31,29,32,27,152, , , , , , ,126001,66
32,29,28,29,28,146, , , , , , ,25,27,29,26,25,132, , , , , , ,126011,66
32,31,31,30,29,153, , , , , , ,32,32,30,28,26,148, , , , , , ,126014,66
33,27,23,32,25,140,32,24,21,32,23,132,26,27,29,32,25,139, , , , , , ,127011,66
35,33,31,32,29,160,35,32,29,34,28,158,34,38,34,39,31,176, , , , , , ,127016,66
31,32,25,34,29,151,33,32,25,31,28,149,31,36,33,31,29,160, , , , , , ,127029,66
33,30,27,32,27,149, , , , , , ,29,32,31,32,29,153, , , , , , ,129017,66
33,36,27,27,28,151, , , , , , ,31,33,31,38,29,162, , , , , , ,131004,66
34,33,31,38,30,166, , , , , , ,32,32,28,38,27,157, , , , , , ,131029,66
34,30,31,33,30,158, , , , , , , , , , , , , , , , , , ,133005,66
32,36,29,31,30,158, , , , , , ,30,31,31,32,27,151, , , , , , ,134022,66
35,33,29,29,27,153, , , , , , ,31,28,26,29,30,144, , , , , , ,135004,66
28,30,24,31,29,142, , , , , , ,32,26,27,34,26,145, , , , , , ,135009,66
34,31,28,26,26,145, , , , , , ,30,31,31,28,27,147, , , , , , ,135019,66
27,26,17,23,24,117, , , , , , ,31,32,31,26,25,145, , , , , , ,137003,66
34,26,28,30,28,146, , , , , , ,28,22,24,29,28,131, , , , , , ,137009,66
33,36,32,33,31,165, , , , , , ,34,38,34,40,30,176, , , , , , ,137026,66
34,32,34,38,30,168, , , , , , ,32,33,30,39,29,163, , , , , , ,137036,66
28,34,26,28,28,144, , , , , , ,30,33,34,30,29,156, , , , , , ,137051,66
32,27,14,26,27,126,32,27,15,26,27,127,33,26,21,29,28,137, , , , , , ,148003,66
33,27,26,28,27,141, , , , , , ,30,28,30,31,29,148, , , , , , ,151028,66
27,26,23,31,27,134, , , , , , ,30,28,32,31,28,149, , , , , , ,151030,66
35,27,28,33,28,151, , , , , , ,31,24,23,22,26,126, , , , , , ,154041,66
27,30,22,20,22,121, , , , , , ,28,35,25,22,24,134, , , , , , ,154055,66
33,29,31,35,29,157, , , , , , ,27,26,29,31,29,142, , , , , , ,201003,66
37,32,30,27,25,151, , , , , , ,30,29,31,32,29,151, , , , , , ,201004,66
34,30,30,26,28,148, , , , , , ,25,20,12,19,19,95, , , , , , ,201011,66
34,28,30,33,29,154, , , , , , ,28,28,27,32,28,143, , , , , , ,201013,66
34,32,32,33,31,162, , , , , , ,33,31,34,33,29,160, , , , , , ,201015,66
32,28,26,31,26,143, , , , , , ,31,35,33,35,27,161, , , , , , ,201022,66
30,27,27,32,28,144, , , , , , , , , , , , , , , , , , ,201033,66
34,34,33,34,28,163, , , , , , ,22,23,26,29,29,129, , , , , , ,201040,66
33,33,33,29,27,155, , , , , , , , , , , , , , , , , , ,201047,66
31,34,28,23,31,147, , , , , , ,24,23,25,22,22,116, , , , , , ,201053,66
30,34,31,34,27,156, , , , , , , , , , , , , , , , , , ,201054,66
26,32,36,38,31,163, , , , , , ,32,34,34,34,31,165, , , , , , ,202005,66
35,39,33,40,33,180, , , , , , ,32,34,33,29,29,157, , , , , , ,202103,66
30,27,28,22,23,130, , , , , , , , , , , , , , , , , , ,206002,66
37,41,36,35,31,180, , , , , , ,33,34,32,29,26,154, , , , , , ,208006,66
34,39,36,40,31,180, , , , , , , , , , , , , , , , , , ,208117,66
31,29,27,26,26,139, , , , , , , , , , , , , , , , , , ,208118,66
36,39,33,36,29,173, , , , , , , , , , , , , , , , , , ,211024,66
33,33,28,28,26,148, , , , , , , , , , , , , , , , , , ,216006,66
37,31,33,31,29,161, , , , , , ,28,29,21,26,23,127, , , , , , ,219010,66
32,32,21,31,25,141, , , , , , , , , , , , , , , , , , ,220010,66
33,34,29,30,27,153, , , , , , ,30,30,26,30,28,144, , , , , , ,220011,66
32,33,28,31,29,153, , , , , , ,23,24,21,26,24,118, , , , , , ,220013,66
31,33,30,33,30,157, , , , , , ,29,35,31,31,30,156, , , , , , ,220017,66
33,30,24,30,27,144, , , , , , ,32,35,33,38,30,168, , , , , , ,221012,66
35,27,28,29,28,147, , , , , , ,31,30,27,30,28,146, , , , , , ,224003,66
35,33,31,33,28,160, , , , , , ,33,34,32,34,29,162, , , , , , ,224020,66
31,30,23,33,27,144, , , , , , ,33,33,31,35,27,159, , , , , , ,227003,66
25,28,28,21,25,127, , , , , , ,15,15,17,14,18,79, , , , , , ,503001,66
8,21,7,7,4,47, , , , , , ,8,3,8,6,2,27, , , , , , ,503006,66
21,18,14,13,15,81, , , , , , , , , , , , , , , , , , ,503007,66
17,12,12,10,11,62, , , , , , , , , , , , , , , , , , ,505014,66
26,23,25,22,20,116, , , , , , ,18,14,19,23,21,95, , , , , , ,505016,66
27,28,15,27,25,122, , , , , , , , , , , , , , , , , , ,507002,66
21,21,14,28,24,108, , , , , , , , , , , , , , , , , , ,507006,66
17,22,13,21,19,92,29,31,14,30,22,126,29,29,19,25,20,122, , , , , , ,508011,66
36,31,25,35,29,156,35,31,25,35,28,154,33,32,26,35,29,155, , , , , , ,517023,66
32,26,23,22,22,125,32,26,24,21,22,125,31,28,23,19,21,122, , , , , , ,517028,66
37,27,18,32,31,145,37,27,34,33,26,157,34,28,18,26,24,130, , , , , , ,529026,66
24,19,13,12,13,81,22,19,18,16,20,95,23,14,14,17,14,82, , , , , , ,529029,66
20,22,15,25,26,108, , , , , , ,18,21,16,23,23,101, , , , , , ,602003,66
28,25,14,27,27,121, , , , , , ,28,22,13,29,25,117, , , , , , ,602004,66
29,33,28,27,28,145,29,34,32,27,28,150,30,26,24,23,26,129, , , , , , ,608011,66
34,27,27,32,29,149, , , , , , ,33,29,22,30,29,143, , , , , , ,608014,66
32,31,23,31,28,145,33,24,23,26,26,132,30,33,33,31,29,156,31,22,17,28,30,128,101015,60
31,35,32,26,31,155,30,33,32,27,31,153,32,32,29,29,29,151,34,34,21,40,28,157,101029,60
30,31,21,23,27,132,29,31,21,23,26,130,28,26,25,24,26,129,33,35,32,40,32,172,101031,60
30,28,19,23,27,127,29,26,18,22,25,120,29,27,27,22,26,131,31,31,31,31,26,150,101034,60
35,40,36,34,31,176,34,41,35,31,31,172,32,35,34,31,26,158,10,7,10,7,5,39,101037,60
34,34,30,38,31,167,34,35,36,42,34,181, , , , , , ,26,28,21,21,21,117,101043,60
33,31,25,24,27,140,31,29,22,22,24,128, , , , , , ,27,27,27,41,27,149,101050,60
28,26,24,24,26,128, , , , , , ,22,28,23,18,20,111,17,12,12,10,11,62,104005,60
33,30,27,30,26,146, , , , , , ,33,30,27,34,27,151,26,23,23,19,20,111,104024,60
32,30,29,30,28,149, , , , , , ,33,28,26,34,26,147,24,23,11,17,16,91,104025,60
33,31,20,33,27,144, , , , , , ,30,33,32,35,29,159,37,38,36,38,30,179,107037,60
34,27,27,35,29,152, , , , , , ,31,26,24,26,24,131,37,38,33,42,30,180,107048,60
36,37,35,30,31,169, , , , , , , , , , , , ,37,41,17,42,32,169,108009,60
36,37,35,37,31,176, , , , , , , , , , , , ,37,39,36,42,34,188,108010,60
30,28,29,31,23,141, , , , , , ,32,35,31,33,30,161,37,30,22,34,29,152,108025,60
27,24,12,21,17,101, , , , , , ,20,22,16,14,13,85,21,21,17,18,17,94,108031,60
18,27,30,30,26,131,32,38,33,32,31,166,34,36,34,30,28,162,20,15,14,12,16,77,109005,60
34,31,25,33,29,152, , , , , , ,32,35,29,33,29,158, , , , , , ,111009,60
34,26,23,27,22,132, , , , , , ,28,28,22,22,22,122, , , , , , ,111029,60
33,29,31,29,28,150, , , , , , ,30,28,30,28,27,143, , , , , , ,111032,60
32,29,25,33,27,146, , , , , , ,27,30,28,31,28,144, , , , , , ,111052,60
26,24,21,24,24,119, , , , , , , , , , , , , , , , , , ,113006,60
35,32,34,34,30,165, , , , , , , , , , , , , , , , , , ,114006,60
29,26,30,30,27,142, , , , , , , , , , , , , , , , , , ,114022,60
29,29,28,26,27,139, , , , , , ,27,29,32,28,29,145, , , , , , ,115007,60
31,31,31,29,30,152, , , , , , , , , , , , , , , , , , ,115029,60
34,36,33,39,31,173, , , , , , ,30,28,30,22,28,138, , , , , , ,115033,60
34,29,36,29,31,159, , , , , , , , , , , , , , , , , , ,115126,60
32,28,31,34,27,152, , , , , , , , , , , , , , , , , , ,117064,60
28,27,28,24,26,133, , , , , , , , , , , , , , , , , , ,119020,60
35,30,27,28,28,148,37,35,32,35,30,169, , , , , , , , , , , , ,120018,60
24,26,13,21,24,108,23,24,13,22,24,106,28,25,15,25,20,113, , , , , , ,120031,60
31,28,26,28,26,139,32,30,30,26,25,143,29,27,29,26,28,139, , , , , , ,120053,60
33,32,33,27,30,155, , , , , , ,32,27,31,31,29,150, , , , , , ,122002,60
31,34,29,29,29,152, , , , , , ,31,29,32,29,28,149, , , , , , ,122005,60
28,37,32,24,28,149, , , , , , , , , , , , , , , , , , ,122016,60
34,34,33,30,26,157, , , , , , ,31,30,27,21,22,131, , , , , , ,125005,60
30,32,33,28,29,152, , , , , , ,28,29,28,22,23,130, , , , , , ,125007,60
33,29,23,29,28,142, , , , , , ,31,31,30,26,24,142, , , , , , ,125008,60
31,29,30,29,29,148, , , , , , ,31,31,30,24,27,143, , , , , , ,125010,60
27,27,23,22,24,123, , , , , , ,26,23,21,18,21,109, , , , , , ,125012,60
29,29,26,30,27,141, , , , , , ,29,27,26,21,19,122, , , , , , ,125013,60
28,26,26,29,26,135, , , , , , ,24,25,11,18,24,102, , , , , , ,125014,60
30,29,28,25,26,138, , , , , , ,33,31,27,25,24,140, , , , , , ,125019,60
32,30,28,29,27,146, , , , , , ,26,26,29,21,25,127, , , , , , ,125021,60
33,27,20,19,25,124, , , , , , ,25,24,26,19,21,115, , , , , , ,125022,60
24,29,24,26,24,127, , , , , , ,31,28,32,24,27,142, , , , , , ,125023,60
33,33,34,31,31,162, , , , , , ,31,29,32,23,27,142, , , , , , ,125024,60
34,33,28,31,28,154, , , , , , ,31,29,32,26,27,145, , , , , , ,125031,60
30,30,28,26,27,141, , , , , , ,31,29,29,26,26,141, , , , , , ,125033,60
32,29,22,20,24,127, , , , , , ,31,32,28,26,27,144, , , , , , ,125046,60
30,34,33,31,30,158, , , , , , ,32,31,30,24,27,144, , , , , , ,125047,60
33,30,26,29,27,145, , , , , , ,32,33,27,32,28,152, , , , , , ,125048,60
32,28,25,29,25,139, , , , , , ,33,32,33,31,29,158, , , , , , ,126005,60
34,33,27,31,27,152, , , , , , ,31,29,30,33,29,152, , , , , , ,126013,60
36,34,28,30,27,155, , , , , , ,33,36,34,38,30,171, , , , , , ,130001,60
34,33,33,31,29,160, , , , , , ,32,33,33,31,29,158, , , , , , ,130003,60
32,29,25,30,25,141, , , , , , ,32,33,33,34,29,161, , , , , , ,130004,60
33,32,33,29,26,153, , , , , , ,32,35,34,30,30,161, , , , , , ,135027,60
34,33,31,30,29,157, , , , , , ,34,38,35,42,31,180, , , , , , ,136006,60
33,29,27,34,29,152,32,32,30,33,29,156, , , , , , , , , , , , ,136011,60
33,28,31,30,28,150, , , , , , ,31,32,30,27,28,148, , , , , , ,137015,60
35,34,32,33,28,162, , , , , , ,32,30,31,29,29,151, , , , , , ,139020,60
33,35,32,30,29,159, , , , , , , , , , , , , , , , , , ,142023,60
31,31,25,26,27,140, , , , , , ,31,32,32,31,27,153, , , , , , ,143009,60
32,34,32,32,29,159, , , , , , ,29,29,28,31,29,146, , , , , , ,143017,60
28,30,31,31,29,149,28,30,31,31,30,150,27,31,28,32,29,147, , , , , , ,148017,60
34,26,29,25,27,141,34,25,30,24,27,140,32,27,32,26,28,145, , , , , , ,148028,60
34,30,22,28,26,140, , , , , , ,25,29,30,31,26,141, , , , , , ,151027,60
25,24,15,21,24,109, , , , , , , , , , , , , , , , , , ,154036,60
34,33,28,28,27,150, , , , , , , , , , , , , , , , , , ,154050,60
30,29,27,24,24,134, , , , , , , , , , , , , , , , , , ,201005,60
34,30,28,29,25,146, , , , , , , , , , , , , , , , , , ,201006,60
34,32,33,26,28,153, , , , , , , , , , , , , , , , , , ,201034,60
30,32,34,30,29,155, , , , , , , , , , , , , , , , , , ,201041,60
36,32,20,34,28,150, , , , , , ,33,30,17,34,28,142, , , , , , ,202029,60
32,40,31,31,30,164,32,39,31,31,30,163,32,37,31,31,30,161, , , , , , ,202031,60
33,26,20,23,24,126,33,32,22,21,23,131,32,32,28,23,24,139, , , , , , ,202093,60
31,31,27,34,28,151, , , , , , ,31,37,33,31,28,160, , , , , , ,202106,60
34,26,27,25,25,137, , , , , , ,31,32,28,30,29,150, , , , , , ,207002,60
32,31,26,27,27,143, , , , , , ,34,30,28,30,28,150, , , , , , ,207021,60
31,28,29,23,24,135, , , , , , ,31,27,25,23,22,128, , , , , , ,208007,60
32,35,31,27,24,149, , , , , , ,32,30,33,27,29,151, , , , , , ,211002,60
34,35,29,31,28,157, , , , , , , , , , , , , , , , , , ,211017,60
31,36,31,31,28,157, , , , , , ,32,35,34,32,30,163, , , , , , ,218003,60
36,34,25,33,26,154, , , , , , ,31,35,28,31,29,154, , , , , , ,219003,60
32,25,21,27,26,131, , , , , , ,29,27,23,25,24,128, , , , , , ,220012,60
33,35,25,29,24,146, , , , , , ,31,30,31,31,27,150, , , , , , ,220015,60
34,31,31,28,25,149, , , , , , ,30,30,28,24,27,139, , , , , , ,224013,60
27,24,28,26,24,129, , , , , , ,20,23,29,28,29,129, , , , , , ,224014,60
28,27,26,22,22,125, , , , , , ,28,32,33,29,29,151, , , , , , ,224017,60
24,25,18,22,21,110, , , , , , ,25,23,18,23,22,111, , , , , , ,501001,60
18,20,13,20,22,93, , , , , , , , , , , , , , , , , , ,501005,60
30,25,25,30,24,134, , , , , , , , , , , , , , , , , , ,501020,60
34,24,24,25,27,134, , , , , , , , , , , , , , , , , , ,501023,60
24,25,8,26,20,103, , , , , , ,30,28,26,32,27,143, , , , , , ,501029,60
23,16,14,17,19,89, , , , , , ,26,27,29,18,22,122, , , , , , ,505005,60
3,8,11,8,6,36, , , , , , , , , , , , , , , , , , ,505028,60
27,25,24,16,19,111, , , , , , ,25,17,16,17,17,92, , , , , , ,505040,60
21,23,15,21,23,103,24,24,16,21,23,108,25,26,19,15,19,104, , , , , , ,508001,60
26,23,18,21,22,110,24,23,18,20,22,107,29,24,23,15,19,110, , , , , , ,508002,60
18,14,13,12,15,72, , , , , , ,18,13,13,15,18,77, , , , , , ,508031,60
25,13,9,7,10,64,25,13,8,8,10,64,24,13,8,7,8,60, , , , , , ,517002,60
33,26,23,23,21,126, , , , , , ,31,27,16,22,21,117, , , , , , ,517013,60
19,22,13,16,15,85, , , , , , , , , , , , , , , , , , ,526005,60
21,23,20,23,21,108, , , , , , ,23,24,21,23,21,112, , , , , , ,602002,60
30,31,10,24,22,117,31,35,25,27,27,145, , , , , , , , , , , , ,607005,60
32,29,28,29,29,147,33,30,30,29,27,149,31,28,27,29,28,143, , , , , , ,608007,60
34,32,33,34,31,164,33,31,33,34,31,162,32,29,33,32,27,153, , , , , , ,612001,60
30,30,24,25,24,133,30,28,27,24,25,134,31,29,27,27,26,140,30,27,17,22,20,116,101025,54
33,33,20,24,27,137, , , , , , ,30,30,31,28,27,146,33,25,15,20,20,113,104003,54
30,29,28,29,28,144, , , , , , , , , , , , ,32,37,29,30,27,155,104040,54
22,20,13,19,17,91,22,19,8,19,18,86,22,19,12,12,14,79,24,22,18,17,22,103,105006,54
16,13,5,9,6,49,16,12,5,8,5,46,19,15,7,11,9,61,23,18,14,15,22,92,105010,54
28,22,20,25,23,118, , , , , , ,21,28,24,22,24,119,37,40,26,40,29,172,107046,54
32,32,27,27,26,144, , , , , , ,31,31,28,27,29,146,37,34,29,37,30,167,108015,54
27,24,23,27,29,130, , , , , , ,30,26,28,29,28,141, , , , , , ,109080,54
35,36,28,34,28,161, , , , , , ,32,36,28,34,28,158, , , , , , ,111038,54
29,30,23,29,29,140, , , , , , ,30,27,18,27,28,130, , , , , , ,112023,54
30,25,22,25,24,126, , , , , , ,29,31,25,28,26,139, , , , , , ,114001,54
31,29,26,30,27,143, , , , , , ,31,32,32,27,28,150, , , , , , ,114004,54
31,28,28,29,28,144, , , , , , , , , , , , , , , , , , ,114007,54
28,26,24,28,23,129, , , , , , , , , , , , , , , , , , ,114008,54
29,28,26,28,28,139, , , , , , , , , , , , , , , , , , ,114009,54
29,32,28,26,28,143, , , , , , , , , , , , , , , , , , ,114010,54
30,29,29,25,29,142, , , , , , ,28,25,26,26,28,133, , , , , , ,114012,54
32,35,35,28,31,161, , , , , , , , , , , , , , , , , , ,114014,54
25,32,28,21,28,134, , , , , , , , , , , , , , , , , , ,114015,54
28,31,29,27,29,144, , , , , , ,31,34,34,29,29,157, , , , , , ,114018,54
26,28,27,29,28,138, , , , , , ,25,22,19,24,21,111, , , , , , ,115120,54
33,28,27,28,26,142, , , , , , ,29,27,23,27,25,131, , , , , , ,117014,54
33,26,30,27,28,144, , , , , , ,32,30,32,24,29,147, , , , , , ,117022,54
33,27,29,26,28,143, , , , , , ,30,30,31,25,29,145, , , , , , ,117023,54
31,28,23,24,27,133,33,27,26,30,29,145,29,23,23,25,25,125, , , , , , ,120012,54
30,25,21,19,26,121,34,29,23,28,28,142,20,27,16,19,23,105, , , , , , ,120049,54
27,27,22,24,24,124, , , , , , , , , , , , , , , , , , ,121023,54
32,29,33,34,31,159, , , , , , ,26,22,27,17,21,113, , , , , , ,123006,54
26,29,32,34,26,147, , , , , , ,12,23,15,28,22,100, , , , , , ,123007,54
34,29,29,26,25,143, , , , , , ,33,31,28,29,26,147, , , , , , ,123079,54
27,31,23,26,24,131, , , , , , ,28,31,28,25,22,134, , , , , , ,125004,54
