PHYscore,ADPscore,SOCscore,COGscore,COMscore,TOTALscore,PHYscoreP,ADPscoreP,SOCscoreP,COGscoreP,COMscoreP,TOTALscoreP,PHYscoreT,ADPscoreT,SOCscoreT,COGscoreT,COMscoreT,TOTALscoreT,PHYscoreCR,ADPscoreCR,SOCscoreCR,COGscoreCR,COMscoreCR,TOTALscoreCR,ID,agestrat
25,30,28,24,29,136, , , , , , ,26,24,25,21,21,117, , , , , , ,125006,54
32,33,29,32,28,154, , , , , , ,26,28,26,22,23,125, , , , , , ,125009,54
31,30,27,28,26,142, , , , , , ,24,25,19,19,18,105, , , , , , ,125015,54
27,28,32,25,30,142, , , , , , ,31,31,25,25,28,140, , , , , , ,125018,54
31,23,24,26,24,128, , , , , , ,28,29,27,27,25,136, , , , , , ,126008,54
32,25,23,26,27,133, , , , , , ,27,24,26,24,22,123, , , , , , ,126009,54
32,29,30,27,28,146, , , , , , ,31,28,28,25,28,140, , , , , , ,126016,54
33,32,33,31,28,157,32,31,33,30,29,155,32,31,33,28,28,152, , , , , , ,127007,54
31,30,21,30,27,139,31,30,24,31,27,143,30,31,32,31,29,153, , , , , , ,127024,54
35,36,35,34,29,169, , , , , , , , , , , , , , , , , , ,128013,54
30,26,19,26,25,126, , , , , , ,30,25,19,26,25,125, , , , , , ,129010,54
35,32,30,30,29,156, , , , , , ,31,31,30,30,28,150, , , , , , ,130015,54
29,24,17,22,22,114, , , , , , ,25,27,24,21,26,123, , , , , , ,131005,54
30,26,32,24,29,141, , , , , , , , , , , , , , , , , , ,132019,54
25,25,23,26,28,127, , , , , , ,30,28,26,14,17,115, , , , , , ,132023,54
31,28,20,22,25,126, , , , , , ,31,33,27,31,29,151, , , , , , ,133013,54
34,30,32,31,30,157, , , , , , ,31,29,31,28,26,145, , , , , , ,135006,54
34,31,31,30,30,156, , , , , , ,32,30,33,29,28,152, , , , , , ,135007,54
32,28,19,27,26,132, , , , , , ,24,26,20,28,25,123, , , , , , ,137012,54
26,16,17,28,31,118, , , , , , ,23,20,21,24,23,111, , , , , , ,137021,54
35,36,30,32,28,161, , , , , , ,29,29,29,30,27,144, , , , , , ,137039,54
26,26,22,22,25,121,28,26,22,22,23,121, , , , , , , , , , , , ,138009,54
24,26,23,23,24,120, , , , , , ,25,23,20,23,25,116, , , , , , ,141044,54
23,27,20,22,23,115, , , , , , ,25,25,21,24,24,119, , , , , , ,141046,54
25,27,21,23,25,121, , , , , , ,24,25,21,23,25,118, , , , , , ,141047,54
27,27,25,27,26,132, , , , , , ,25,27,23,27,27,129, , , , , , ,141049,54
32,27,24,22,26,131, , , , , , , , , , , , , , , , , , ,142028,54
33,33,30,30,29,155, , , , , , ,34,37,35,34,27,167, , , , , , ,143010,54
29,30,27,30,28,144,29,29,28,30,28,144,27,27,29,31,27,141, , , , , , ,148005,54
27,22,26,24,26,125, , , , , , ,24,19,15,22,22,102, , , , , , ,151035,54
34,35,29,35,30,163,35,35,29,37,34,170,31,35,32,28,30,156, , , , , , ,154052,54
27,31,26,25,27,136, , , , , , ,30,32,33,27,30,152, , , , , , ,201020,54
28,31,27,28,29,143, , , , , , , , , , , , , , , , , , ,201043,54
33,35,36,30,29,163, , , , , , ,31,28,25,28,28,140, , , , , , ,201056,54
29,27,32,27,27,142,29,31,33,27,30,150,28,28,30,27,27,140, , , , , , ,202006,54
30,29,30,24,24,137,30,27,26,22,22,127,25,30,30,23,24,132, , , , , , ,202021,54
33,33,26,28,27,147,34,33,26,35,34,162,30,27,28,28,28,141, , , , , , ,202056,54
28,31,31,29,29,148,27,32,30,26,26,141,27,29,30,32,28,146, , , , , , ,202067,54
34,35,32,25,26,152,35,37,34,27,26,159,33,31,31,24,26,145, , , , , , ,202071,54
37,30,18,16,11,112, , , , , , ,25,21,24,23,23,116, , , , , , ,208001,54
34,41,35,39,31,180, , , , , , ,32,29,26,25,23,135, , , , , , ,208003,54
30,32,33,23,25,143, , , , , , ,34,25,26,27,28,140, , , , , , ,208008,54
36,29,28,29,29,151, , , , , , , , , , , , , , , , , , , ,54
31,27,23,20,21,122, , , , , , ,34,32,32,22,21,141, , , , , , ,211006,54
23,23,19,23,25,113, , , , , , , , , , , , , , , , , , ,213002,54
27,25,24,24,24,124, , , , , , ,30,29,31,27,27,144, , , , , , ,220007,54
32,33,30,26,28,149, , , , , , ,30,27,26,26,25,134, , , , , , ,220023,54
25,22,12,17,17,93, , , , , , ,20,15,3,13,5,56, , , , , , ,505036,54
24,19,8,11,17,79, , , , , , ,23,18,4,16,9,70, , , , , , ,505037,54
4,5,13,6,7,35, , , , , , ,5,2,5,6,2,20, , , , , , ,506001,54
23,20,15,14,21,93,24,21,15,16,15,91,19,22,22,19,20,102, , , , , , ,506014,54
32,28,20,29,22,131, , , , , , ,23,18,14,20,21,96, , , , , , ,507005,54
17,12,12,13,17,71,16,14,8,10,15,63,16,19,14,17,19,85, , , , , , ,508013,54
18,13,13,13,15,72,18,14,12,13,17,74,17,15,14,17,20,83, , , , , , ,508027,54
14,14,10,11,15,64, , , , , , ,15,10,8,12,14,59, , , , , , ,508032,54
14,6,3,6,6,35, , , , , , ,11,6,2,2,2,23, , , , , , ,517003,54
33,29,23,30,24,139,33,29,25,29,23,139,31,26,29,29,27,142, , , , , , ,608003,54
22,18,25,19,24,108, , , , , , ,18,14,13,17,18,80, , , , , , ,609003,54
33,29,27,26,28,143,33,28,27,26,27,141,31,26,29,24,25,135, , , , , , ,612002,54
25,23,22,23,25,118,24,24,23,23,27,121, , , , , , ,27,22,17,16,17,99,101008,48
35,37,29,26,29,156,37,41,36,42,34,190,30,29,26,26,26,137,26,18,14,16,20,94,101019,48
31,27,30,27,29,144,31,27,30,27,29,144,30,25,27,26,26,134,35,36,21,30,24,146,101027,48
23,23,17,20,21,104,25,22,18,19,19,103,31,30,28,27,26,142,26,22,7,25,16,96,101036,48
27,27,19,23,26,122, , , , , , , , , , , , ,28,25,24,16,19,112,104028,48
21,15,11,18,19,84,22,16,13,20,21,92,22,21,25,16,23,107,21,20,18,20,20,99,105002,48
23,15,11,20,16,85,27,14,14,21,17,93,24,18,12,23,17,94,25,20,15,19,23,102,105012,48
19,20,15,16,20,90,19,20,15,15,20,89,17,15,15,16,17,80,25,23,18,20,23,109,105020,48
30,24,27,27,26,134, , , , , , , , , , , , ,31,30,11,38,28,138,108033,48
27,26,20,25,23,121, , , , , , , , , , , , ,33,35,12,39,29,148,108038,48
33,26,20,16,19,114,37,41,36,42,31,187,34,34,31,31,28,158, , , , , , ,109014,48
24,22,16,18,21,101,22,22,15,16,20,95,21,25,14,16,20,96, , , , , , ,109038,48
33,32,27,27,24,143,33,31,27,27,26,144,32,35,32,38,29,166, , , , , , ,109060,48
27,24,20,23,24,118,32,25,24,21,27,129,26,25,22,23,25,121, , , , , , ,109066,48
33,28,28,34,29,152, , , , , , ,32,35,34,33,30,164, , , , , , ,109090,48
34,34,29,21,25,143, , , , , , ,32,28,26,23,26,135, , , , , , ,109096,48
30,32,29,28,28,147, , , , , , , , , , , , , , , , , , ,111028,48
31,24,25,25,25,130, , , , , , ,26,26,30,30,29,141, , , , , , ,111030,48
28,27,27,28,28,138, , , , , , ,30,28,31,29,29,147, , , , , , ,111049,48
34,28,27,26,27,142, , , , , , ,31,25,20,21,23,120, , , , , , ,112012,48
32,28,31,27,29,147, , , , , , ,29,24,22,17,23,115, , , , , , ,112022,48
31,29,24,25,25,134, , , , , , , , , , , , , , , , , , ,113010,48
27,24,19,14,22,106, , , , , , ,18,21,17,17,20,93, , , , , , ,115001,48
21,21,13,19,23,97, , , , , , ,17,16,17,10,9,69, , , , , , ,115015,48
28,25,18,23,24,118, , , , , , ,28,28,31,27,27,141, , , , , , ,117024,48
23,20,20,25,26,114, , , , , , , , , , , , , , , , , , ,117029,48
29,27,27,27,23,133,30,28,27,27,24,136,30,27,15,26,25,123, , , , , , ,118006,48
34,28,24,23,27,136,37,39,36,36,31,179,20,23,24,21,21,109, , , , , , ,120017,48
31,24,24,24,25,128,24,21,19,21,22,107,25,25,19,21,22,112, , , , , , ,120042,48
31,30,22,24,24,131,29,28,28,22,22,129,31,32,32,25,29,149, , , , , , ,120064,48
25,22,15,25,24,111, , , , , , , , , , , , , , , , , , ,122012,48
26,26,23,20,25,120, , , , , , ,26,24,25,22,29,126, , , , , , ,125002,48
26,25,21,20,25,117, , , , , , ,26,29,29,19,26,129, , , , , , ,125003,48
28,24,21,26,27,126,29,25,21,27,28,130,27,24,23,27,24,125, , , , , , ,127015,48
29,24,25,27,29,134,31,21,21,25,28,126,31,30,29,26,25,141, , , , , , ,127031,48
27,22,22,23,24,118, , , , , , ,25,21,21,23,23,113, , , , , , ,129015,48
29,29,30,28,29,145, , , , , , ,27,29,26,27,27,136, , , , , , ,129019,48
26,26,18,23,26,119, , , , , , ,24,24,17,23,27,115, , , , , , ,129021,48
28,29,21,25,26,129, , , , , , ,27,28,20,25,26,126, , , , , , ,129025,48
30,30,22,29,29,140, , , , , , ,31,35,31,35,30,162, , , , , , ,131024,48
31,25,24,26,27,133, , , , , , ,28,26,24,28,28,134, , , , , , ,131042,48
35,36,31,31,27,160, , , , , , , , , , , , , , , , , , ,132007,48
28,30,20,23,26,127, , , , , , , , , , , , , , , , , , ,132027,48
29,31,30,26,27,143, , , , , , , , , , , , , , , , , , ,133016,48
29,28,26,23,25,131, , , , , , ,32,30,31,30,30,153, , , , , , ,137008,48
27,25,21,22,24,119, , , , , , ,27,26,23,21,24,121, , , , , , ,137018,48
28,31,31,28,29,147, , , , , , ,28,27,24,26,27,132, , , , , , ,137034,48
32,31,30,29,29,151, , , , , , , , , , , , , , , , , , ,139003,48
29,27,22,23,24,125, , , , , , ,23,27,26,21,25,122, , , , , , ,139009,48
34,29,27,27,28,145, , , , , , ,28,26,28,25,26,133, , , , , , ,139018,48
28,29,21,26,27,131, , , , , , ,25,24,24,25,25,123, , , , , , ,139021,48
24,27,26,25,26,128, , , , , , ,23,25,21,22,23,114, , , , , , ,141045,48
25,26,22,28,26,127, , , , , , ,25,25,25,25,25,125, , , , , , ,141048,48
30,31,25,27,27,140, , , , , , ,30,31,25,28,28,142, , , , , , ,143003,48
31,25,19,18,23,116,32,26,19,20,23,120, , , , , , , , , , , , ,148016,48
26,25,23,29,26,129,26,26,23,28,25,128, , , , , , , , , , , , ,148021,48
26,27,23,23,27,126, , , , , , ,30,26,21,25,27,129, , , , , , ,151005,48
26,26,21,23,26,122, , , , , , , , , , , , , , , , , , ,151007,48
33,27,23,26,24,133, , , , , , ,24,25,26,26,26,127, , , , , , ,151029,48
31,30,23,24,26,134, , , , , , , , , , , , , , , , , , ,154064,48
30,27,22,25,26,130, , , , , , , , , , , , , , , , , , ,154073,48
21,19,19,21,22,102, , , , , , ,21,18,25,17,22,103, , , , , , ,202003,48
27,23,14,18,18,100, , , , , , ,26,23,14,17,18,98, , , , , , ,202018,48
30,23,26,27,27,133,30,24,22,23,26,125,29,23,22,24,26,124, , , , , , ,202047,48
27,25,22,25,26,125, , , , , , ,28,25,19,21,22,115, , , , , , ,202058,48
26,21,19,20,24,110,27,24,19,19,24,113,26,22,20,18,25,111, , , , , , ,202060,48
33,24,20,21,25,123,27,23,19,20,25,114,25,23,20,21,26,115, , , , , , ,202061,48
28,24,17,18,20,107,35,30,34,35,29,163,31,26,31,31,30,149, , , , , , ,202088,48
33,28,29,26,25,141, , , , , , ,33,26,32,24,26,141, , , , , , ,202101,48
29,25,17,26,26,123, , , , , , ,31,26,19,25,25,126, , , , , , ,207010,48
22,22,21,19,20,104, , , , , , ,29,31,24,29,27,140, , , , , , ,207012,48
30,30,26,20,27,133, , , , , , ,32,27,23,21,21,124, , , , , , ,208002,48
26,23,23,24,19,115, , , , , , ,25,22,12,13,14,86, , , , , , ,208004,48
31,33,32,23,25,144, , , , , , ,32,26,26,24,24,132, , , , , , ,208005,48
32,31,28,28,28,147, , , , , , ,32,29,30,26,26,143, , , , , , ,215002,48
34,31,23,25,27,140, , , , , , , , , , , , , , , , , , ,216004,48
34,31,27,23,26,141, , , , , , , , , , , , , , , , , , ,216018,48
25,25,23,23,28,124, , , , , , ,23,27,25,20,24,119, , , , , , ,218004,48
25,27,26,23,28,129, , , , , , ,23,26,24,20,24,117, , , , , , ,220016,48
33,31,22,36,29,151, , , , , , , , , , , , , , , , , , ,220033,48
31,28,24,29,28,140, , , , , , ,28,27,30,24,24,133, , , , , , ,224007,48
25,23,23,23,24,118, , , , , , ,17,16,17,23,23,96, , , , , , ,224015,48
22,19,15,17,20,93, , , , , , ,21,19,18,22,24,104, , , , , , ,224018,48
20,18,15,21,17,91, , , , , , ,21,24,21,25,23,114, , , , , , ,501002,48
17,17,13,19,20,86, , , , , , ,27,20,18,21,20,106, , , , , , ,501006,48
20,18,10,15,19,82, , , , , , , , , , , , , , , , , , ,501008,48
22,21,16,21,22,102, , , , , , , , , , , , , , , , , , ,501010,48
29,24,22,24,24,123, , , , , , ,30,30,23,26,22,131, , , , , , ,501032,48
28,25,22,16,20,111, , , , , , , , , , , , , , , , , , ,505013,48
26,22,22,20,20,110, , , , , , ,22,17,13,16,18,86, , , , , , ,505035,48
13,12,4,14,7,50, , , , , , ,20,14,7,11,8,60, , , , , , ,507001,48
10,10,15,9,7,51, , , , , , ,6,2,6,4,3,21, , , , , , ,526001,48
7,14,21,17,20,79, , , , , , ,5,11,15,10,12,53, , , , , , ,526003,48
27,21,17,22,22,109,25,18,14,23,21,101,29,19,21,22,24,115, , , , , , ,608002,48
24,26,25,25,27,127,25,24,25,24,23,121,24,21,24,20,25,114,6,10,14,13,14,57,101039,42
18,13,15,12,14,72,27,17,20,19,23,106,19,17,11,15,15,77,23,16,18,22,22,101,105013,42
20,17,10,10,10,67,19,15,11,10,9,64,14,12,12,10,7,55,23,19,17,20,25,104,105014,42
17,10,4,11,7,49,17,9,3,10,8,47,18,16,11,16,18,79,27,25,18,26,23,119,105042,42
32,23,28,32,28,143, , , , , , ,32,33,35,33,28,161,32,27,25,19,21,124,107049,42
18,25,12,18,20,93,18,22,14,17,19,90,17,19,11,17,18,82,18,15,18,14,18,83,109008,42
27,26,25,22,25,125,29,26,27,22,25,129,32,21,19,18,23,113, , , , , , ,109018,42
25,29,31,24,29,138,28,27,30,24,31,140,24,29,30,22,29,134, , , , , , ,109035,42
27,29,20,23,25,124, , , , , , ,28,29,22,26,23,128, , , , , , ,109054,42
25,22,20,24,26,117, , , , , , ,31,23,29,26,26,135, , , , , , ,111002,42
29,26,20,25,27,127, , , , , , ,26,27,30,24,29,136, , , , , , ,111010,42
24,28,24,19,23,118, , , , , , ,26,28,17,18,24,113, , , , , , ,111019,42
19,25,12,18,20,94, , , , , , ,20,26,28,18,26,118, , , , , , ,111020,42
30,24,23,23,25,125, , , , , , ,26,23,31,28,29,137, , , , , , ,111024,42
23,19,14,17,18,91, , , , , , , , , , , , , , , , , , ,115037,42
30,25,22,23,25,125, , , , , , , , , , , , , , , , , , ,115047,42
30,30,22,20,23,125, , , , , , , , , , , , , , , , , , ,115118,42
33,23,17,21,21,115,32,23,17,24,22,118,30,23,17,24,22,116, , , , , , ,116008,42
26,22,17,18,22,105,28,22,17,24,21,112,30,22,18,22,21,113, , , , , , ,116017,42
32,35,32,27,28,154, , , , , , , , , , , , , , , , , , ,117009,42
28,24,24,23,26,125, , , , , , ,25,25,24,23,22,119, , , , , , ,117062,42
26,23,24,18,19,110,28,22,33,19,25,127,27,28,29,21,21,126, , , , , , ,118009,42
27,23,21,25,24,120,25,24,20,22,24,115,28,27,24,27,25,131, , , , , , ,120015,42
29,25,21,22,23,120,29,21,18,22,22,112,27,27,16,17,20,107, , , , , , ,120029,42
31,31,23,27,27,139, , , , , , ,29,22,23,25,26,125, , , , , , ,120062,42
30,28,23,26,27,134, , , , , , ,26,29,24,25,25,129, , , , , , ,121016,42
25,23,19,20,22,109, , , , , , ,26,23,20,19,23,111, , , , , , ,123033,42
24,23,18,20,22,107, , , , , , ,25,23,22,20,22,112, , , , , , ,123034,42
25,22,18,19,22,106, , , , , , ,26,26,19,19,22,112, , , , , , ,123063,42
33,29,30,25,23,140, , , , , , ,32,30,29,24,23,138, , , , , , ,123073,42
32,29,20,24,26,131,36,28,23,25,26,138,29,29,31,28,24,141, , , , , , ,127014,42
24,26,22,20,25,117,24,25,20,22,25,116,29,25,33,25,28,140, , , , , , ,127017,42
28,30,25,26,25,134,29,26,26,24,27,132,28,31,32,25,26,142, , , , , , ,127028,42
29,29,27,22,26,133,31,27,30,20,26,134,33,31,29,29,28,150, , , , , , ,127032,42
24,23,24,20,24,115, , , , , , ,19,21,18,20,24,102, , , , , , ,129007,42
29,20,15,20,21,105, , , , , , ,33,29,24,22,22,130, , , , , , ,131008,42
32,21,16,23,24,116, , , , , , ,29,24,24,20,24,121, , , , , , ,131014,42
29,23,23,25,26,126, , , , , , ,27,24,24,26,24,125, , , , , , ,131041,42
27,24,21,23,26,121, , , , , , ,25,23,24,25,25,122, , , , , , ,131043,42
30,24,19,19,23,115, , , , , , ,30,26,25,25,25,131, , , , , , ,131055,42
30,24,20,25,27,126, , , , , , ,32,30,26,28,26,142, , , , , , ,131058,42
34,31,24,27,27,143, , , , , , , , , , , , , , , , , , ,132030,42
27,25,25,23,24,124, , , , , , , , , , , , , , , , , , ,133004,42
21,19,14,22,22,98, , , , , , , , , , , , , , , , , , ,135013,42
29,23,24,23,26,125, , , , , , , , , , , , , , , , , , ,139004,42
30,22,15,25,25,117, , , , , , ,29,26,22,29,24,130, , , , , , ,139013,42
27,23,18,24,28,120, , , , , , , , , , , , , , , , , , ,139015,42
23,23,20,22,23,111, , , , , , ,23,24,20,22,21,110, , , , , , ,141034,42
22,27,20,22,24,115, , , , , , ,24,25,20,22,24,115, , , , , , ,141036,42
18,23,19,20,21,101, , , , , , ,17,19,18,18,20,92, , , , , , ,141038,42
19,23,18,22,22,104, , , , , , ,20,22,19,21,21,103, , , , , , ,141040,42
25,24,22,22,25,118, , , , , , ,25,25,20,23,24,117, , , , , , ,141041,42
24,23,22,24,25,118, , , , , , ,25,24,22,25,26,122, , , , , , ,141042,42
18,21,18,22,23,102, , , , , , ,20,20,18,22,21,101, , , , , , ,141043,42
28,22,25,24,29,128, , , , , , , , , , , , , , , , , , ,142018,42
26,26,19,22,24,117,26,26,19,22,24,117,25,26,20,25,25,121, , , , , , ,148024,42
18,17,9,21,18,83, , , , , , ,24,24,17,21,22,108, , , , , , ,151010,42
29,23,13,23,22,110, , , , , , ,22,21,17,22,23,105, , , , , , ,151011,42
32,25,22,20,21,120,37,41,36,42,34,190, , , , , , , , , , , , ,154009,42
26,22,19,18,22,107, , , , , , ,22,18,14,15,20,89, , , , , , ,154042,42
30,26,17,19,24,116, , , , , , ,20,22,15,17,21,95, , , , , , ,201052,42
23,27,25,23,26,124,31,32,30,24,24,141,21,33,28,25,26,133, , , , , , ,202009,42
20,12,7,18,18,75, , , , , , ,21,12,6,18,18,75, , , , , , ,202014,42
28,29,28,25,25,135,29,27,31,25,27,139,27,28,29,25,26,135, , , , , , ,202026,42
27,23,25,24,25,124,28,27,26,21,26,128,27,24,28,20,24,123, , , , , , ,202028,42
27,26,25,25,26,129, , , , , , ,27,26,25,24,26,128, , , , , , ,202032,42
32,32,33,29,27,153, , , , , , ,31,34,33,30,28,156, , , , , , ,202037,42
33,34,30,29,28,154, , , , , , ,32,37,29,35,31,164, , , , , , ,202038,42
32,26,28,27,27,140,26,27,20,23,26,122,29,28,26,21,23,127, , , , , , ,202042,42
25,23,33,27,23,131,25,20,32,27,23,127,25,23,30,28,23,129, , , , , , ,202049,42
30,32,28,21,23,134,29,31,30,21,26,137,29,27,27,22,24,129, , , , , , ,202062,42
26,23,20,18,24,111,26,23,21,19,24,113,27,23,20,21,25,116, , , , , , ,202066,42
22,14,11,14,19,80,18,10,6,12,17,63,25,22,21,19,21,108, , , , , , ,202087,42
24,22,26,20,24,116,26,23,27,21,23,120,26,25,30,20,25,126, , , , , , ,202092,42
25,19,10,15,16,85, , , , , , ,17,16,14,18,22,87, , , , , , ,206001,42
25,22,20,17,19,103, , , , , , ,31,27,21,18,18,115, , , , , , ,211007,42
28,24,19,17,19,107, , , , , , , , , , , , , , , , , , ,216015,42
29,24,19,25,27,124, , , , , , ,29,24,23,22,24,122, , , , , , ,220003,42
25,21,16,21,23,106, , , , , , ,25,27,20,22,23,117, , , , , , ,223001,42
25,25,20,23,21,114, , , , , , ,22,18,17,21,22,100, , , , , , ,224016,42
17,23,19,15,19,93, , , , , , , , , , , , , , , , , , ,505008,42
18,15,20,20,23,96, , , , , , ,19,17,30,22,20,108, , , , , , ,505024,42
23,18,15,10,15,81, , , , , , ,15,9,8,10,8,50, , , , , , ,505038,42
19,15,13,9,8,64, , , , , , ,16,11,3,8,3,41, , , , , , ,505039,42
25,21,12,16,16,90,21,19,13,14,14,81,18,13,6,10,9,56, , , , , , ,506016,42
29,27,13,25,22,116,21,26,10,20,23,100,28,27,27,24,24,130, , , , , , ,508008,42
13,13,7,8,12,53, , , , , , ,14,13,9,9,14,59, , , , , , ,508015,42
10,8,11,8,13,50,10,8,10,7,15,50,12,10,10,12,17,61, , , , , , ,508022,42
13,12,8,9,13,55,13,11,8,11,13,56,12,11,8,10,13,54, , , , , , ,508033,42
22,18,19,14,20,93,22,18,19,14,20,93,21,18,16,12,17,84, , , , , , ,517018,42
28,27,25,23,23,126,28,26,23,21,25,123,25,18,20,23,25,111, , , , , , ,608001,42
30,29,20,24,23,126,29,30,20,23,24,126,19,20,20,22,26,107, , , , , , ,608009,42
29,27,25,20,21,122,29,25,23,19,21,117,24,21,22,16,25,108, , , , , , ,608010,42
27,29,26,24,26,132,27,29,26,28,28,138,24,25,27,20,23,119,20,12,16,19,20,87,101007,36
25,24,18,18,20,105,23,17,15,17,19,91, , , , , , ,18,12,14,12,14,70,101013,36
25,25,21,22,24,117, , , , , , , , , , , , ,23,20,21,18,19,101,104007,36
27,26,17,26,26,122, , , , , , , , , , , , ,29,25,13,29,20,116,104015,36
28,26,21,19,23,117, , , , , , ,26,18,17,23,23,107,20,13,3,11,7,54,104018,36
18,14,4,16,11,63,19,17,5,15,9,65,17,8,4,6,6,41,31,25,19,26,24,125,105001,36
27,22,17,16,17,99,29,26,16,12,12,95,24,19,17,10,8,78,19,18,12,12,14,75,105008,36
30,28,18,23,25,124,25,22,24,27,25,123,23,23,22,21,26,115,16,10,9,7,8,50,109009,36
22,24,18,19,22,105, , , , , , ,24,20,12,16,17,89, , , , , , ,109063,36
25,21,25,24,25,120, , , , , , ,27,22,25,24,28,126, , , , , , ,109081,36
27,25,18,20,23,113, , , , , , , , , , , , , , , , , , ,111004,36
30,27,18,23,26,124, , , , , , ,26,23,21,25,28,123, , , , , , ,111012,36
23,22,19,20,22,106, , , , , , ,24,20,23,19,27,113, , , , , , ,111022,36
31,24,14,18,19,106, , , , , , ,28,20,11,13,22,94, , , , , , ,112004,36
26,21,18,20,23,108, , , , , , ,23,16,17,14,19,89, , , , , , ,112009,36
31,26,20,22,24,123, , , , , , ,27,23,20,17,23,110, , , , , , ,112021,36
32,29,28,24,29,142, , , , , , ,28,26,21,21,24,120, , , , , , ,112024,36
25,22,25,19,24,115, , , , , , , , , , , , , , , , , , ,115031,36
30,23,15,14,20,102,32,21,15,15,20,103,28,20,17,13,20,98, , , , , , ,116002,36
31,21,16,15,20,103,30,22,15,13,19,99,30,20,15,14,20,99, , , , , , ,116003,36
29,20,18,19,21,107,30,22,20,21,22,115,28,22,17,22,23,112, , , , , , ,116004,36
23,17,16,18,19,93, , , , , , ,18,12,12,15,15,72, , , , , , ,117012,36
26,26,18,21,26,117, , , , , , ,25,24,21,24,25,119, , , , , , ,117030,36
25,20,17,15,23,100, , , , , , ,27,24,24,20,23,118, , , , , , ,117042,36
25,21,20,18,24,108, , , , , , , , , , , , , , , , , , ,117055,36
28,22,23,19,21,113, , , , , , , , , , , , , , , , , , ,117065,36
18,18,13,19,22,90,20,18,13,16,22,89, , , , , , , , , , , , ,118018,36
25,24,24,24,27,124, , , , , , ,27,24,23,27,27,128, , , , , , ,119001,36
30,25,20,22,26,123, , , , , , , , , , , , , , , , , , ,119008,36
29,21,17,19,22,108,29,25,22,22,27,125,22,23,12,17,20,94, , , , , , ,120011,36
31,29,22,18,23,123, , , , , , ,29,25,20,19,21,114, , , , , , ,121007,36
24,21,19,19,22,105, , , , , , ,23,21,17,19,22,102, , , , , , ,121020,36
24,25,26,24,24,123, , , , , , ,22,26,23,21,20,112, , , , , , ,122001,36
26,22,21,17,23,109, , , , , , ,26,31,26,17,24,124, , , , , , ,123021,36
29,25,22,22,22,120, , , , , , ,30,28,24,21,22,125, , , , , , ,123040,36
23,20,18,14,22,97, , , , , , ,24,20,19,14,22,99, , , , , , ,123071,36
29,25,24,17,22,117, , , , , , ,26,24,23,17,22,112, , , , , , ,123072,36
32,26,23,25,26,132,31,29,28,26,26,140,24,25,18,20,23,110, , , , , , ,127006,36
19,19,17,18,22,95, , , , , , ,22,23,22,15,20,102, , , , , , ,129004,36
27,23,15,26,22,113, , , , , , ,23,22,17,26,23,111, , , , , , ,129005,36
26,26,17,21,23,113, , , , , , ,22,19,18,20,23,102, , , , , , ,129008,36
25,19,24,21,23,112, , , , , , ,25,22,26,20,24,117, , , , , , ,129014,36
30,27,25,21,27,130, , , , , , ,30,25,24,20,26,125, , , , , , ,129023,36
31,26,19,17,24,117, , , , , , ,27,25,20,20,22,114, , , , , , ,129024,36
24,21,15,14,20,94, , , , , , ,24,21,15,14,20,94, , , , , , ,129028,36
22,17,16,19,18,92, , , , , , ,28,24,21,21,18,112, , , , , , ,131006,36
31,23,18,22,25,119, , , , , , ,27,23,21,21,24,116, , , , , , ,131009,36
28,19,18,19,21,105, , , , , , , , , , , , , , , , , , ,131022,36
30,26,21,24,22,123, , , , , , ,28,16,18,16,19,97, , , , , , ,131034,36
29,27,20,22,23,121, , , , , , , , , , , , , , , , , , ,135002,36
16,20,17,17,20,90, , , , , , ,17,18,15,16,17,83, , , , , , ,137004,36
22,18,20,19,24,103, , , , , , ,19,17,14,17,20,87, , , , , , ,137010,36
17,19,23,20,23,102, , , , , , , , , , , , , , , , , , ,137041,36
26,23,18,19,24,110, , , , , , ,23,21,19,21,21,105, , , , , , ,137045,36
20,24,20,21,20,105, , , , , , ,20,23,19,21,21,104, , , , , , ,141031,36
23,23,21,22,24,113, , , , , , ,25,24,21,22,23,115, , , , , , ,141032,36
23,23,20,23,24,113, , , , , , ,22,23,20,21,22,108, , , , , , ,141033,36
22,24,20,22,23,111, , , , , , ,19,22,18,22,21,102, , , , , , ,141037,36
19,18,17,19,20,93, , , , , , ,18,19,18,19,20,94, , , , , , ,141039,36
28,27,28,23,25,131, , , , , , , , , , , , , , , , , , ,142022,36
17,15,18,14,18,82, , , , , , , , , , , , , , , , , , ,142029,36
25,16,13,19,19,92, , , , , , ,28,23,20,20,20,111, , , , , , ,151006,36
21,18,13,20,21,93, , , , , , ,26,26,20,16,24,112, , , , , , ,151014,36
30,24,16,24,26,120, , , , , , ,26,19,12,14,20,91, , , , , , ,151017,36
30,25,26,28,28,137, , , , , , ,16,16,12,21,19,84, , , , , , ,151041,36
20,14,12,18,19,83, , , , , , ,20,18,12,19,19,88, , , , , , ,151045,36
26,27,16,16,22,107, , , , , , , , , , , , , , , , , , ,154031,36
30,26,22,21,27,126,30,26,22,21,29,128,29,29,25,20,23,126, , , , , , ,202044,36
19,15,13,11,15,73,20,11,12,11,16,70, , , , , , , , , , , , ,202080,36
24,21,17,16,21,99, , , , , , ,19,19,15,16,20,89, , , , , , ,207023,36
24,19,17,23,26,109, , , , , , , , , , , , , , , , , , ,216007,36
