ID,agestrat,TOTALscore
117031,14,55
121022,14,49
125027,14,52
125036,14,49
125041,14,54
125049,14,65
125057,14,48
127008,14,75
127040,14,67
131023,14,58
131048,14,60
131051,14,47
131052,14,51
134043,14,65
135005,14,57
136003,14,54
137025,14,65
139016,14,48
141001,14,67
141005,14,74
141014,14,67
141019,14,82
142002,14,58
142020,14,44
148020,14,56
154062,14,49
202065,14,46
218018,14,65
220029,14,47
224021,14,44
229003,14,44
102005,16,63
102023,16,50
104022,16,64
104029,16,47
108005,16,58
108006,16,46
108021,16,50
109013,16,61
110001,16,65
111027,16,67
111050,16,61
120014,16,63
127009,16,56
129020,16,47
131025,16,60
132028,16,47
136030,16,64
137022,16,52
139007,16,64
141003,16,83
141016,16,75
141017,16,96
141018,16,80
142014,16,68
142015,16,66
142021,16,75
202046,16,63
202104,16,48
211015,16,67
218001,16,65
218034,16,56
218035,16,55
227013,16,71
109053,18,53
111031,18,76
117056,18,65
119005,18,76
120026,18,74
121005,18,82
125030,18,56
127001,18,63
137044,18,77
137046,18,73
139005,18,64
139008,18,61
141004,18,63
141006,18,71
141015,18,99
141021,18,92
154075,18,50
202041,18,74
202057,18,78
202059,18,49
202074,18,68
207025,18,56
215003,18,61
215009,18,71
216019,18,87
218015,18,92
218026,18,77
218028,18,73
218032,18,79
221002,18,44
221003,18,55
227006,18,73
227020,18,79
229006,18,65
107050,20,88
108034,20,62
111037,20,71
111045,20,83
116019,20,65
120022,20,47
121009,20,76
121014,20,59
121015,20,64
122003,20,76
122008,20,71
122011,20,79
125035,20,78
127012,20,70
127025,20,67
131020,20,56
131021,20,63
134030,20,82
141002,20,91
141009,20,91
141010,20,83
141012,20,68
141023,20,83
141025,20,103
142006,20,76
142025,20,81
148004,20,67
148032,20,73
154035,20,54
202036,20,74
202045,20,79
202063,20,65
207006,20,67
207011,20,72
218010,20,73
218019,20,69
220038,20,89
227009,20,73
102003,22,71
111051,22,66
113012,22,77
116005,22,59
117026,22,67
117059,22,75
121012,22,71
125038,22,76
127021,22,73
129026,22,93
131036,22,83
132008,22,87
134027,22,91
134028,22,58
134029,22,60
134040,22,70
139002,22,82
139006,22,80
141007,22,93
141011,22,97
141022,22,104
141024,22,104
142001,22,84
142003,22,103
202013,22,79
206004,22,56
220006,22,66
221011,22,79
227017,22,90
302004,22,69
101040,24,79
101046,24,93
102002,24,69
102037,24,66
104052,24,72
104053,24,69
107034,24,119
107051,24,98
108022,24,74
108024,24,67
111023,24,83
112010,24,76
112011,24,120
114020,24,88
115011,24,99
115046,24,80
116001,24,96
116062,24,88
116063,24,75
117004,24,95
117013,24,74
117016,24,88
121010,24,78
122017,24,72
125055,24,78
126020,24,73
127019,24,75
127027,24,60
127038,24,85
129018,24,75
133010,24,89
134031,24,81
134036,24,94
134037,24,79
134042,24,85
135029,24,91
136019,24,64
136023,24,92
138021,24,95
139010,24,86
139012,24,77
141008,24,95
141013,24,103
141027,24,110
142004,24,81
142005,24,87
142026,24,81
151050,24,57
202024,24,108
202069,24,81
202079,24,45
202081,24,37
202105,24,79
207013,24,95
207015,24,105
211012,24,76
215007,24,74
215010,24,93
218007,24,103
218012,24,97
220004,24,75
220021,24,100
220022,24,89
223002,24,85
223007,24,80
227014,24,82
228004,24,90
505004,24,66
527005,24,50
612004,24,84
612009,24,40
101042,28,99
101048,28,130
101051,28,100
102029,28,73
104016,28,89
108017,28,69
108026,28,87
108029,28,90
109006,28,86
111047,28,81
112008,28,118
114013,28,115
115119,28,80
116010,28,84
116014,28,91
116027,28,80
116049,28,95
116055,28,92
116079,28,90
117015,28,85
117028,28,89
120016,28,100
120048,28,130
125026,28,89
125045,28,74
125059,28,99
125060,28,103
129009,28,106
131010,28,98
134033,28,87
136015,28,81
136016,28,82
136017,28,82
137007,28,73
137011,28,88
137019,28,79
138011,28,104
139022,28,103
141026,28,110
141030,28,90
148018,28,91
154043,28,75
154074,28,109
202022,28,73
202035,28,86
202068,28,63
202095,28,59
211014,28,117
211018,28,111
220040,28,128
220043,28,88
221004,28,91
223010,28,65
224008,28,107
227007,28,84
227010,28,83
227012,28,83
228003,28,114
505001,28,47
505002,28,50
608006,28,52
612005,28,82
612006,28,97
612010,28,63
101003,32,103
101017,32,97
101033,32,91
101049,32,89
102006,32,61
107035,32,76
108004,32,91
109022,32,125
109078,32,122
109087,32,83
111054,32,88
111055,32,118
112001,32,122
112025,32,100
112026,32,72
115006,32,95
115117,32,81
116006,32,104
116020,32,122
116026,32,67
116050,32,97
116056,32,92
116073,32,89
116080,32,93
117001,32,83
117045,32,126
118002,32,98
120052,32,114
125040,32,104
127020,32,109
132011,32,99
133022,32,96
134041,32,92
134046,32,77
135028,32,106
137023,32,65
137031,32,116
139019,32,124
141028,32,109
141029,32,108
141035,32,118
142008,32,123
142013,32,89
142017,32,109
143011,32,110
143024,32,88
154002,32,107
202043,32,119
202055,32,126
207020,32,99
213001,32,113
220041,32,87
221007,32,102
224004,32,97
227002,32,80
227018,32,78
501022,32,57
505030,32,63
608013,32,87
101007,36,132
101013,36,105
104007,36,117
104015,36,122
104018,36,117
105001,36,63
105008,36,99
109009,36,124
109063,36,105
109081,36,120
111004,36,113
111012,36,124
111022,36,106
112004,36,106
112009,36,108
112021,36,123
112024,36,142
115031,36,115
116002,36,102
116003,36,103
116004,36,107
117012,36,93
117030,36,117
117042,36,100
117055,36,108
117065,36,113
118018,36,90
119001,36,124
119008,36,123
120011,36,108
121007,36,123
121020,36,105
122001,36,123
123021,36,109
123040,36,120
123071,36,97
123072,36,117
127006,36,132
129004,36,95
129005,36,113
129008,36,113
129014,36,112
129023,36,130
129024,36,117
129028,36,94
131006,36,92
131009,36,119
131022,36,105
131034,36,123
135002,36,121
137004,36,90
137010,36,103
137041,36,102
137045,36,110
141031,36,105
141032,36,113
141033,36,113
141037,36,111
141039,36,93
142022,36,131
142029,36,82
151006,36,92
151014,36,93
151017,36,120
151041,36,137
151045,36,83
154031,36,107
202044,36,126
202080,36,73
207023,36,99
216007,36,109
221001,36,96
223006,36,133
224011,36,122
224012,36,109
505003,36,50
505023,36,37
505025,36,36
506011,36,82
508019,36,50
508021,36,53
527001,36,46
608005,36,132
612003,36,92
101039,42,127
105013,42,72
105014,42,67
105042,42,49
107049,42,143
109008,42,93
109018,42,125
109035,42,138
109054,42,124
111002,42,117
111010,42,127
111019,42,118
111020,42,94
111024,42,125
115037,42,91
115047,42,125
115118,42,125
116008,42,115
116017,42,105
117009,42,154
117062,42,125
118009,42,110
120015,42,120
120029,42,120
120062,42,139
121016,42,134
123033,42,109
123034,42,107
123063,42,106
123073,42,140
127014,42,131
127017,42,117
127028,42,134
127032,42,133
129007,42,115
131008,42,105
131014,42,116
131041,42,126
131043,42,121
131055,42,115
131058,42,126
132030,42,143
133004,42,124
135013,42,98
139004,42,125
139013,42,117
139015,42,120
141034,42,111
141036,42,115
141038,42,101
141040,42,104
141041,42,118
141042,42,118
141043,42,102
142018,42,128
148024,42,117
151010,42,83
151011,42,110
154009,42,120
154042,42,107
201052,42,116
202009,42,124
202014,42,75
202026,42,135
202028,42,124
202032,42,129
202037,42,153
202038,42,154
202042,42,140
202049,42,131
202062,42,134
202066,42,111
202087,42,80
202092,42,116
206001,42,85
211007,42,103
216015,42,107
220003,42,124
223001,42,106
224016,42,114
505008,42,93
505024,42,96
505038,42,81
505039,42,64
506016,42,90
508008,42,116
508015,42,53
508022,42,50
508033,42,55
517018,42,93
608001,42,126
608009,42,126
608010,42,122
101008,48,118
101019,48,156
101027,48,144
101036,48,104
104028,48,122
105002,48,84
105012,48,85
105020,48,90
108033,48,134
108038,48,121
109014,48,114
109038,48,101
109060,48,143
109066,48,118
109090,48,152
109096,48,143
111028,48,147
111030,48,130
111049,48,138
112012,48,142
112022,48,147
113010,48,134
115001,48,106
115015,48,97
117024,48,118
117029,48,114
118006,48,133
120017,48,136
120042,48,128
120064,48,131
122012,48,111
125002,48,120
125003,48,117
127015,48,126
127031,48,134
129015,48,118
129019,48,145
129021,48,119
129025,48,129
131024,48,140
131042,48,133
132007,48,160
132027,48,127
133016,48,143
137008,48,131
137018,48,119
137034,48,147
139003,48,151
139009,48,125
139018,48,145
139021,48,131
141045,48,128
141048,48,127
143003,48,140
148016,48,116
148021,48,129
151005,48,126
151007,48,122
151029,48,133
154064,48,134
154073,48,130
202003,48,102
202018,48,100
202047,48,133
202058,48,125
202060,48,110
202061,48,123
202088,48,107
202101,48,141
207010,48,123
207012,48,104
208002,48,133
208004,48,115
208005,48,144
215002,48,147
216004,48,140
216018,48,141
218004,48,124
220016,48,129
220033,48,151
224007,48,140
224015,48,118
224018,48,93
501002,48,91
501006,48,86
501008,48,82
501010,48,102
501032,48,123
505013,48,111
505035,48,110
507001,48,50
526001,48,51
526003,48,79
608002,48,109
101025,54,133
104003,54,137
104040,54,144
105006,54,91
105010,54,49
107046,54,118
108015,54,144
109080,54,130
111038,54,161
112023,54,140
114001,54,126
114004,54,143
114007,54,144
114008,54,129
114009,54,139
114010,54,143
114012,54,142
114014,54,161
114015,54,134
114018,54,144
115120,54,138
117014,54,142
117022,54,144
117023,54,143
120012,54,133
120049,54,121
121023,54,124
123006,54,159
123007,54,147
123079,54,143
125004,54,131
125006,54,136
125009,54,154
125015,54,142
125018,54,142
126008,54,128
126009,54,133
126016,54,146
127007,54,157
127024,54,139
128013,54,169
129010,54,126
130015,54,156
131005,54,114
132019,54,141
132023,54,127
133013,54,126
135006,54,157
135007,54,156
137012,54,132
137021,54,118
137039,54,161
138009,54,121
141044,54,120
141046,54,115
141047,54,121
141049,54,132
142028,54,131
143010,54,155
148005,54,144
151035,54,125
154052,54,163
201020,54,136
201043,54,143
201056,54,163
202006,54,142
202021,54,137
202056,54,147
202067,54,148
202071,54,152
208001,54,112
208003,54,180
208008,54,143
NA,54,151
211006,54,122
213002,54,113
220007,54,124
220023,54,149
505036,54,93
505037,54,79
506001,54,35
506014,54,93
507005,54,131
508013,54,71
508027,54,72
508032,54,64
517003,54,35
608003,54,139
609003,54,108
612002,54,143
101015,60,145
101029,60,155
101031,60,132
101034,60,127
101037,60,176
101043,60,167
101050,60,140
104005,60,128
104024,60,146
104025,60,149
107037,60,144
107048,60,152
108009,60,169
108010,60,176
108025,60,141
108031,60,101
109005,60,131
111009,60,152
111029,60,132
111032,60,150
111052,60,146
113006,60,119
114006,60,165
114022,60,142
115007,60,139
115029,60,152
115033,60,173
115126,60,159
117064,60,152
119020,60,133
120018,60,148
120031,60,108
120053,60,139
122002,60,155
122005,60,152
122016,60,149
125005,60,157
125007,60,152
125008,60,142
125010,60,148
125012,60,123
125013,60,141
125014,60,135
125019,60,138
125021,60,146
125022,60,124
125023,60,127
125024,60,162
125031,60,154
125033,60,141
125046,60,127
125047,60,158
125048,60,145
126005,60,139
126013,60,152
130001,60,155
130003,60,160
130004,60,141
135027,60,153
136006,60,157
136011,60,152
137015,60,150
139020,60,162
142023,60,159
143009,60,140
143017,60,159
148017,60,149
148028,60,141
151027,60,140
154036,60,109
154050,60,150
201005,60,134
201006,60,146
201034,60,153
201041,60,155
202029,60,150
202031,60,164
202093,60,126
202106,60,151
207002,60,137
207021,60,143
208007,60,135
211002,60,149
211017,60,157
218003,60,157
219003,60,154
220012,60,131
220015,60,146
224013,60,149
224014,60,129
224017,60,125
501001,60,110
501005,60,93
501020,60,134
501023,60,134
501029,60,103
505005,60,89
505028,60,36
505040,60,111
508001,60,103
508002,60,110
508031,60,72
517002,60,64
517013,60,126
526005,60,85
602002,60,108
607005,60,117
608007,60,147
612001,60,164
104006,66,155
104030,66,124
105033,66,150
105043,66,117
109026,66,148
109055,66,178
109091,66,158
112007,66,150
112031,66,123
113007,66,169
116025,66,159
116036,66,147
117002,66,159
117006,66,155
117037,66,129
117043,66,143
118001,66,149
118012,66,165
118017,66,154
120032,66,151
120059,66,152
120067,66,159
123027,66,152
123046,66,151
123052,66,150
125011,66,158
125016,66,162
126001,66,162
126011,66,146
126014,66,153
127011,66,140
127016,66,160
127029,66,151
129017,66,149
131004,66,151
131029,66,166
133005,66,158
134022,66,158
135004,66,153
135009,66,142
135019,66,145
137003,66,117
137009,66,146
137026,66,165
137036,66,168
137051,66,144
148003,66,126
151028,66,141
151030,66,134
154041,66,151
154055,66,121
201003,66,157
201004,66,151
201011,66,148
201013,66,154
201015,66,162
201022,66,143
201033,66,144
201040,66,163
201047,66,155
201053,66,147
201054,66,156
202005,66,163
202103,66,180
206002,66,130
208006,66,180
208117,66,180
208118,66,139
211024,66,173
216006,66,148
219010,66,161
220010,66,141
220011,66,153
220013,66,153
220017,66,157
221012,66,144
224003,66,147
224020,66,160
227003,66,144
503001,66,127
503006,66,47
503007,66,81
505014,66,62
505016,66,116
507002,66,122
507006,66,108
508011,66,92
517023,66,156
517028,66,125
529026,66,145
529029,66,81
602003,66,108
602004,66,121
608011,66,145
608014,66,149
101023,72,169
101024,72,137
101047,72,157
102001,72,163
102009,72,122
104004,72,167
105034,72,150
105035,72,97
107021,72,158
107036,72,188
108016,72,151
109007,72,138
109033,72,174
109064,72,148
109097,72,170
110007,72,178
111044,72,155
112002,72,135
112032,72,154
113014,72,157
114002,72,156
115121,72,139
116043,72,126
117061,72,150
120027,72,160
120030,72,156
120038,72,161
120050,72,170
120065,72,155
123042,72,151
123048,72,154
123057,72,156
125017,72,165
125028,72,168
125034,72,161
125037,72,182
126010,72,164
126012,72,170
126018,72,163
128008,72,178
128020,72,170
130005,72,171
130006,72,162
130008,72,173
130009,72,165
130010,72,157
131057,72,161
132015,72,169
133026,72,155
134007,72,156
134016,72,160
134017,72,138
134018,72,158
134035,72,172
135012,72,144
137017,72,154
137028,72,160
137038,72,185
137040,72,147
143007,72,160
143013,72,146
148019,72,149
148029,72,142
154037,72,131
154061,72,157
201007,72,148
201008,72,163
201009,72,172
201010,72,171
201012,72,159
201014,72,168
201030,72,185
201031,72,154
201050,72,173
202073,72,165
202090,72,149
206015,72,162
207001,72,150
211021,72,166
213003,72,96
218009,72,154
219007,72,190
220037,72,171
220044,72,158
221005,72,172
221006,72,149
221008,72,170
221009,72,157
223004,72,167
224006,72,168
224009,72,162
224019,72,154
501011,72,87
501013,72,140
501014,72,140
501019,72,133
501021,72,149
506005,72,134
506015,72,79
508009,72,95
508010,72,79
510004,72,108
517006,72,48
529001,72,130
529025,72,148
602007,72,118
611004,72,73
101002,78,173
101018,78,169
101045,78,177
104014,78,172
107008,78,140
107052,78,167
108007,78,183
108037,78,144
109003,78,153
109019,78,164
109020,78,160
109069,78,174
109086,78,157
110008,78,163
111006,78,161
112006,78,166
112034,78,120
112038,78,129
113009,78,163
114016,78,156
114017,78,171
115043,78,166
117036,78,170
117049,78,165
118011,78,168
119009,78,170
119015,78,179
120023,78,160
120056,78,137
120057,78,150
120070,78,142
121018,78,186
122015,78,150
123015,78,143
123053,78,151
125032,78,172
127004,78,175
127033,78,181
128021,78,171
129016,78,157
129022,78,173
129029,78,132
131017,78,165
132006,78,182
133001,78,155
133015,78,179
133030,78,158
134019,78,170
135008,78,169
137030,78,181
138008,78,154
143008,78,155
148026,78,159
151008,78,147
151016,78,126
154049,78,160
154059,78,150
154072,78,157
201016,78,158
202015,78,149
202027,78,165
202039,78,182
202052,78,175
202089,78,142
206003,78,145
206019,78,172
206020,78,169
211016,78,180
219001,78,152
220002,78,170
220018,78,174
220020,78,162
220024,78,180
224002,78,167
302005,78,184
302009,78,166
501012,78,106
501025,78,150
503004,78,61
506003,78,124
506022,78,91
517001,78,128
517020,78,161
602006,78,117
602008,78,92
607004,78,144
607007,78,118
608004,78,150
608012,78,145
611003,78,92
611007,78,152
612017,78,140
705002,78,99
101009,84,180
101014,84,156
101038,84,186
104017,84,167
107039,84,165
107054,84,182
108003,84,174
109043,84,189
109046,84,156
109051,84,176
109085,84,172
109089,84,175
110006,84,170
111001,84,182
112003,84,137
112018,84,147
112020,84,125
112033,84,144
112042,84,141
112050,84,136
112051,84,133
112052,84,140
112070,84,132
113005,84,182
114023,84,169
115002,84,169
115009,84,162
115034,84,174
115048,84,183
117041,84,172
117054,84,165
119011,84,177
119016,84,169
119019,84,156
120020,84,181
122006,84,174
123002,84,173
123009,84,172
125020,84,165
126004,84,177
127022,84,177
127035,84,167
128019,84,183
129002,84,170
129006,84,171
129012,84,171
130007,84,173
130011,84,172
130012,84,177
130013,84,177
130014,84,169
130016,84,178
130017,84,165
131012,84,183
131015,84,169
131047,84,173
131059,84,180
132021,84,174
133003,84,175
133012,84,169
134006,84,182
134026,84,172
135026,84,167
137006,84,187
137032,84,173
137043,84,169
138004,84,170
143004,84,182
143005,84,178
148001,84,144
148012,84,169
148013,84,166
148023,84,172
148030,84,161
151012,84,148
151042,84,153
151043,84,162
151044,84,161
151052,84,163
151053,84,167
151057,84,161
151058,84,166
151059,84,164
154005,84,170
154024,84,184
154038,84,139
154040,84,176
154063,84,167
154067,84,162
154078,84,158
202097,84,168
206005,84,167
206006,84,117
206008,84,156
206010,84,172
206017,84,184
206024,84,159
207007,84,141
207024,84,154
211009,84,158
215001,84,176
215004,84,171
216001,84,185
216009,84,180
216017,84,172
218005,84,169
219004,84,170
219005,84,175
220009,84,114
302006,84,189
501003,84,157
506009,84,132
508023,84,107
508024,84,116
508025,84,113
508028,84,131
508034,84,128
517011,84,151
517017,84,142
517026,84,166
602005,84,117
605004,84,70
701001,84,163
705004,84,85
101021,96,180
101030,96,180
101032,96,183
102010,96,145
102011,96,176
104023,96,180
108013,96,165
108020,96,163
108039,96,184
108043,96,176
109002,96,176
109021,96,185
109061,96,189
109065,96,178
109088,96,169
110004,96,179
112017,96,144
112036,96,160
112040,96,140
112047,96,164
112068,96,150
113008,96,183
115127,96,190
117048,96,172
118016,96,173
119007,96,188
119014,96,187
119018,96,176
119021,96,186
120044,96,169
120046,96,186
122010,96,164
123010,96,184
123039,96,177
123080,96,172
126007,96,144
128001,96,181
128004,96,184
128024,96,186
130002,96,183
130018,96,186
130019,96,184
130020,96,182
130021,96,187
131016,96,177
131028,96,180
131040,96,177
131056,96,180
132018,96,185
132022,96,188
133006,96,190
133019,96,185
133020,96,186
133025,96,178
133029,96,182
134003,96,180
134004,96,180
134005,96,167
134010,96,164
134011,96,175
134012,96,161
134013,96,175
134014,96,179
134023,96,185
134024,96,169
134025,96,165
134034,96,175
135001,96,185
135010,96,181
135015,96,178
136007,96,184
137020,96,166
137027,96,183
137037,96,190
138005,96,174
138017,96,176
143006,96,181
143018,96,182
143023,96,178
148008,96,148
148025,96,176
151031,96,189
151032,96,170
151036,96,185
151037,96,186
151046,96,180
151047,96,167
151049,96,177
151056,96,126
151060,96,179
202008,96,181
202048,96,179
202050,96,178
202051,96,180
202077,96,133
202091,96,180
202096,96,177
207004,96,179
207018,96,179
216005,96,179
216016,96,183
219006,96,180
219009,96,174
220019,96,178
220028,96,174
223005,96,182
223008,96,159
224001,96,178
224005,96,184
224010,96,180
302001,96,190
302008,96,169
503002,96,92
506004,96,167
508003,96,77
510001,96,128
517012,96,158
529008,96,176
529015,96,167
600006,96,135
605002,96,94
605003,96,131
609009,96,78
612012,96,166
101001,108,184
107020,108,190
107055,108,179
108014,108,186
108041,108,184
109004,108,179
109016,108,180
109050,108,182
109052,108,169
109068,108,183
109079,108,176
109084,108,172
109095,108,180
111011,108,189
111021,108,179
112044,108,158
112045,108,149
112046,108,174
113004,108,190
113013,108,151
115030,108,173
115035,108,162
115049,108,184
115122,108,181
116024,108,171
116041,108,171
117035,108,176
117038,108,186
119004,108,184
119012,108,184
120024,108,172
120028,108,183
120043,108,185
120051,108,180
120058,108,164
120073,108,184
123065,108,178
123068,108,183
123076,108,183
125001,108,181
126003,108,179
126006,108,184
126019,108,186
128007,108,189
128010,108,176
128022,108,187
129011,108,188
129027,108,185
130022,108,165
130023,108,188
130024,108,186
130025,108,187
131019,108,176
131046,108,183
132010,108,189
132025,108,184
132026,108,185
132029,108,186
133028,108,180
134039,108,179
134044,108,188
137002,108,190
137029,108,185
137033,108,187
137035,108,190
138003,108,178
138013,108,177
143002,108,189
148007,108,182
148022,108,155
148031,108,174
151003,108,187
151009,108,187
151015,108,190
151021,108,187
151038,108,185
151051,108,168
151054,108,170
154028,108,180
154029,108,182
154046,108,172
154056,108,187
154077,108,165
154081,108,169
202002,108,181
202004,108,171
202082,108,165
202098,108,186
211005,108,188
211020,108,184
211023,108,180
216008,108,183
219002,108,180
220001,108,182
220008,108,188
220025,108,188
223009,108,179
302002,108,190
501018,108,181
501027,108,169
501031,108,130
505010,108,101
508016,108,144
510005,108,148
517004,108,184
527004,108,113
600009,108,139
600010,108,132
607003,108,92
612008,108,166
612013,108,162
101010,120,187
101020,120,188
101035,120,188
104020,120,188
107019,120,190
108008,120,190
108028,120,183
109012,120,188
109015,120,181
109023,120,189
109037,120,175
109042,120,189
109049,120,169
109094,120,189
111003,120,180
111014,120,189
111035,120,183
111043,120,180
112035,120,161
112041,120,157
112056,120,179
112071,120,165
115032,120,186
115036,120,184
115044,120,182
115050,120,156
115128,120,190
116046,120,173
116058,120,185
116061,120,179
117003,120,183
117005,120,188
118010,120,186
120071,120,184
122007,120,176
123014,120,186
123023,120,186
123032,120,184
123049,120,180
123056,120,186
123061,120,185
123069,120,186
123078,120,186
127023,120,185
128005,120,180
128011,120,184
128014,120,186
128025,120,185
129001,120,178
129013,120,188
130026,120,189
130027,120,190
132003,120,173
133002,120,179
133011,120,177
135003,120,177
135021,120,183
135024,120,185
136005,120,183
137005,120,187
138007,120,190
138016,120,178
143025,120,186
151002,120,188
151019,120,188
151023,120,189
151025,120,190
151026,120,189
151033,120,188
151034,120,188
151039,120,189
151048,120,188
151055,120,182
154010,120,186
154018,120,181
154047,120,185
154058,120,182
154060,120,175
154080,120,175
202017,120,175
202076,120,186
202094,120,183
207009,120,180
207017,120,170
211003,120,185
215005,120,183
216012,120,177
219008,120,187
220032,120,179
220036,120,188
302007,120,185
501026,120,173
505011,120,101
506008,120,179
506013,120,99
508014,120,118
508026,120,180
510008,120,168
517009,120,165
517021,120,181
527002,120,110
600007,120,146
600008,120,147
602001,120,157
611001,120,107
612007,120,133
612014,120,171
102018,132,190
107004,132,187
107016,132,189
107026,132,189
107027,132,175
107030,132,185
107032,132,172
107040,132,188
107041,132,183
107042,132,183
108001,132,188
108027,132,174
108045,132,189
109027,132,188
109029,132,182
109073,132,181
111007,132,186
111025,132,190
111034,132,188
111042,132,186
112030,132,162
112067,132,190
115123,132,184
116011,132,183
116016,132,190
116022,132,190
116057,132,187
117032,132,183
120045,132,183
120066,132,188
121019,132,190
123008,132,183
123019,132,176
123026,132,190
123029,132,186
123035,132,188
123041,132,187
123043,132,186
123054,132,187
123055,132,187
123060,132,189
123062,132,187
123064,132,189
123067,132,189
123070,132,190
123074,132,185
123077,132,189
130028,132,188
131018,132,185
132016,132,189
134001,132,185
134002,132,187
134008,132,188
134020,132,188
134021,132,186
135020,132,186
138001,132,189
138010,132,190
138012,132,174
143019,132,188
143021,132,183
148009,132,180
148015,132,186
151018,132,190
154017,132,179
154025,132,181
154039,132,179
154044,132,179
154048,132,182
154068,132,181
154071,132,184
202012,132,178
202099,132,188
202107,132,189
211004,132,188
211008,132,185
216003,132,187
220031,132,179
220035,132,189
302011,132,187
501009,132,185
505021,132,158
505032,132,155
505033,132,120
529022,132,186
529023,132,182
600001,132,152
608008,132,157
701004,132,125
104002,132,188
107006,132,190
107038,132,183
109034,132,190
109048,132,179
110005,132,188
111036,132,187
112013,132,181
112053,132,179
112069,132,176
114003,132,179
115003,132,174
115008,132,179
116015,132,185
116021,132,190
116037,132,188
116040,132,189
116042,132,188
116044,132,189
116045,132,190
116048,132,187
116051,132,184
116054,132,187
116059,132,186
116060,132,188
116069,132,186
116071,132,188
116072,132,186
116077,132,189
116078,132,189
117007,132,181
117034,132,175
117050,132,166
118004,132,187
118008,132,189
119002,132,188
119003,132,187
119013,132,186
119017,132,187
120021,132,189
120025,132,175
120047,132,190
120072,132,181
123037,132,187
123038,132,184
123047,132,188
123050,132,186
123051,132,189
123058,132,189
123059,132,187
123075,132,187
126002,132,188
126015,132,187
126017,132,187
127002,132,187
