ID,agestrat,COGscoreT
202105,24,15
207013,24,20
207015,24,13
211012,24,14
215007,24,NA
215010,24,NA
218007,24,22
218012,24,NA
220004,24,13
220021,24,20
220022,24,15
223002,24,15
223007,24,17
227014,24,16
228004,24,NA
505004,24,NA
527005,24,7
612004,24,13
612009,24,7
101042,28,NA
101048,28,NA
101051,28,NA
102029,28,13
104016,28,NA
108017,28,NA
108026,28,NA
108029,28,NA
109006,28,18
111047,28,20
112008,28,19
114013,28,21
115119,28,NA
116010,28,13
116014,28,14
116027,28,11
116049,28,17
116055,28,16
116079,28,17
117015,28,21
117028,28,NA
120016,28,18
120048,28,16
125026,28,17
125045,28,NA
125059,28,NA
125060,28,NA
129009,28,20
131010,28,NA
134033,28,15
136015,28,NA
136016,28,NA
136017,28,NA
137007,28,17
137011,28,NA
137019,28,NA
138011,28,18
139022,28,NA
141026,28,22
141030,28,19
148018,28,19
154043,28,9
154074,28,NA
202022,28,15
202035,28,14
202068,28,18
202095,28,12
211014,28,22
211018,28,NA
220040,28,NA
220043,28,NA
221004,28,19
223010,28,20
224008,28,13
227007,28,15
227010,28,19
227012,28,13
228003,28,NA
505001,28,NA
505002,28,NA
608006,28,10
612005,28,13
612006,28,18
612010,28,7
101003,32,19
101017,32,23
101033,32,18
101049,32,NA
102006,32,13
107035,32,23
108004,32,NA
109022,32,19
109078,32,23
109087,32,17
111054,32,20
111055,32,22
112001,32,26
112025,32,19
112026,32,5
115006,32,NA
115117,32,NA
116006,32,15
116020,32,26
116026,32,14
116050,32,17
116056,32,17
116073,32,14
116080,32,16
117001,32,20
117045,32,24
118002,32,22
120052,32,21
125040,32,20
127020,32,21
132011,32,NA
133022,32,NA
134041,32,16
134046,32,18
135028,32,NA
137023,32,NA
137031,32,NA
139019,32,15
141028,32,22
141029,32,21
141035,32,24
142008,32,NA
142013,32,NA
142017,32,NA
143011,32,32
143024,32,20
154002,32,23
202043,32,21
202055,32,25
207020,32,13
213001,32,NA
220041,32,NA
221007,32,14
224004,32,15
227002,32,17
227018,32,14
501022,32,NA
505030,32,NA
608013,32,9
101007,36,20
101013,36,NA
104007,36,NA
104015,36,NA
104018,36,23
105001,36,6
105008,36,10
109009,36,21
109063,36,16
109081,36,24
111004,36,NA
111012,36,25
111022,36,19
112004,36,13
112009,36,14
112021,36,17
112024,36,21
115031,36,NA
116002,36,13
116003,36,14
116004,36,22
117012,36,15
117030,36,24
117042,36,20
117055,36,NA
117065,36,NA
118018,36,NA
119001,36,27
119008,36,NA
120011,36,17
121007,36,19
121020,36,19
122001,36,21
123021,36,17
123040,36,21
123071,36,14
123072,36,17
127006,36,20
129004,36,15
129005,36,26
129008,36,20
129014,36,20
129023,36,20
129024,36,20
129028,36,14
131006,36,21
131009,36,21
131022,36,NA
131034,36,16
135002,36,NA
137004,36,16
137010,36,17
137041,36,NA
137045,36,21
141031,36,21
141032,36,22
141033,36,21
141037,36,22
141039,36,19
142022,36,NA
142029,36,NA
151006,36,20
151014,36,16
151017,36,14
151041,36,21
151045,36,19
154031,36,NA
202044,36,20
202080,36,NA
207023,36,16
216007,36,NA
221001,36,19
223006,36,21
224011,36,17
224012,36,17
505003,36,NA
505023,36,NA
505025,36,NA
506011,36,15
508019,36,8
508021,36,10
527001,36,NA
608005,36,20
612003,36,14
101039,42,20
105013,42,15
105014,42,10
105042,42,16
107049,42,33
109008,42,17
109018,42,18
109035,42,22
109054,42,26
111002,42,26
111010,42,24
111019,42,18
111020,42,18
111024,42,28
115037,42,NA
115047,42,NA
115118,42,NA
116008,42,24
116017,42,22
117009,42,NA
117062,42,23
118009,42,21
120015,42,27
120029,42,17
120062,42,25
121016,42,25
123033,42,19
123034,42,20
123063,42,19
123073,42,24
127014,42,28
127017,42,25
127028,42,25
127032,42,29
129007,42,20
131008,42,22
131014,42,20
131041,42,26
131043,42,25
131055,42,25
131058,42,28
132030,42,NA
133004,42,NA
135013,42,NA
139004,42,NA
139013,42,29
139015,42,NA
141034,42,22
141036,42,22
141038,42,18
141040,42,21
141041,42,23
141042,42,25
141043,42,22
142018,42,NA
148024,42,25
151010,42,21
151011,42,22
154009,42,NA
154042,42,15
201052,42,17
202009,42,25
202014,42,18
202026,42,25
202028,42,20
202032,42,24
202037,42,30
202038,42,35
202042,42,21
202049,42,28
202062,42,22
202066,42,21
202087,42,19
202092,42,20
206001,42,18
211007,42,18
216015,42,NA
220003,42,22
223001,42,22
224016,42,21
505008,42,NA
505024,42,22
505038,42,10
505039,42,8
506016,42,10
508008,42,24
508015,42,9
508022,42,12
508033,42,10
517018,42,12
608001,42,23
608009,42,22
608010,42,16
101008,48,NA
101019,48,26
101027,48,26
101036,48,27
104028,48,NA
105002,48,16
105012,48,23
105020,48,16
108033,48,NA
108038,48,NA
109014,48,31
109038,48,16
109060,48,38
109066,48,23
109090,48,33
109096,48,23
111028,48,NA
111030,48,30
111049,48,29
112012,48,21
112022,48,17
113010,48,NA
115001,48,17
115015,48,10
117024,48,27
117029,48,NA
118006,48,26
120017,48,21
120042,48,21
120064,48,25
122012,48,NA
125002,48,22
125003,48,19
127015,48,27
127031,48,26
129015,48,23
129019,48,27
129021,48,23
129025,48,25
131024,48,35
131042,48,28
132007,48,NA
132027,48,NA
133016,48,NA
137008,48,30
137018,48,21
137034,48,26
139003,48,NA
139009,48,21
139018,48,25
139021,48,25
141045,48,22
141048,48,25
143003,48,28
148016,48,NA
148021,48,NA
151005,48,25
151007,48,NA
151029,48,26
154064,48,NA
154073,48,NA
202003,48,17
202018,48,17
202047,48,24
202058,48,21
202060,48,18
202061,48,21
202088,48,31
202101,48,24
207010,48,25
207012,48,29
208002,48,21
208004,48,13
208005,48,24
215002,48,26
216004,48,NA
216018,48,NA
218004,48,20
220016,48,20
220033,48,NA
224007,48,24
224015,48,23
224018,48,22
501002,48,25
501006,48,21
501008,48,NA
501010,48,NA
501032,48,26
505013,48,NA
505035,48,16
507001,48,11
526001,48,4
526003,48,10
608002,48,22
101025,54,27
104003,54,28
104040,54,NA
105006,54,12
105010,54,11
107046,54,22
108015,54,27
109080,54,29
111038,54,34
112023,54,27
114001,54,28
114004,54,27
114007,54,NA
114008,54,NA
114009,54,NA
114010,54,NA
114012,54,26
114014,54,NA
114015,54,NA
114018,54,29
115120,54,24
117014,54,27
117022,54,24
117023,54,25
120012,54,25
120049,54,19
121023,54,NA
123006,54,17
123007,54,28
123079,54,29
125004,54,25
125006,54,21
125009,54,22
125015,54,19
125018,54,25
126008,54,27
126009,54,24
126016,54,25
127007,54,28
127024,54,31
128013,54,NA
129010,54,26
130015,54,30
131005,54,21
132019,54,NA
132023,54,14
133013,54,31
135006,54,28
135007,54,29
137012,54,28
137021,54,24
137039,54,30
138009,54,NA
141044,54,23
141046,54,24
141047,54,23
141049,54,27
142028,54,NA
143010,54,34
148005,54,31
151035,54,22
154052,54,28
201020,54,27
201043,54,NA
201056,54,28
202006,54,27
202021,54,23
202056,54,28
202067,54,32
202071,54,24
208001,54,23
208003,54,25
208008,54,27
NA,54,NA
211006,54,22
213002,54,NA
220007,54,27
220023,54,26
505036,54,13
505037,54,16
506001,54,6
506014,54,19
507005,54,20
508013,54,17
508027,54,17
508032,54,12
517003,54,2
608003,54,29
609003,54,17
612002,54,24
101015,60,31
101029,60,29
101031,60,24
101034,60,22
101037,60,31
101043,60,NA
101050,60,NA
104005,60,18
104024,60,34
104025,60,34
107037,60,35
107048,60,26
108009,60,NA
108010,60,NA
108025,60,33
108031,60,14
109005,60,30
111009,60,33
111029,60,22
111032,60,28
111052,60,31
113006,60,NA
114006,60,NA
114022,60,NA
115007,60,28
115029,60,NA
115033,60,22
115126,60,NA
117064,60,NA
119020,60,NA
120018,60,NA
120031,60,25
120053,60,26
122002,60,31
122005,60,29
122016,60,NA
125005,60,21
125007,60,22
125008,60,26
125010,60,24
125012,60,18
125013,60,21
125014,60,18
125019,60,25
125021,60,21
125022,60,19
125023,60,24
125024,60,23
125031,60,26
125033,60,26
125046,60,26
125047,60,24
125048,60,32
126005,60,31
126013,60,33
130001,60,38
130003,60,31
130004,60,34
135027,60,30
136006,60,42
136011,60,NA
137015,60,27
139020,60,29
142023,60,NA
143009,60,31
143017,60,31
148017,60,32
148028,60,26
151027,60,31
154036,60,NA
154050,60,NA
201005,60,NA
201006,60,NA
201034,60,NA
201041,60,NA
202029,60,34
202031,60,31
202093,60,23
202106,60,31
207002,60,30
207021,60,30
208007,60,23
211002,60,27
211017,60,NA
218003,60,32
219003,60,31
220012,60,25
220015,60,31
224013,60,24
224014,60,28
224017,60,29
501001,60,23
501005,60,NA
501020,60,NA
501023,60,NA
501029,60,32
505005,60,18
505028,60,NA
505040,60,17
508001,60,15
508002,60,15
508031,60,15
517002,60,7
517013,60,22
526005,60,NA
602002,60,23
607005,60,NA
608007,60,29
612001,60,32
104006,66,NA
104030,66,NA
105033,66,28
105043,66,27
109026,66,32
109055,66,37
109091,66,38
112007,66,29
112031,66,25
113007,66,NA
116025,66,30
116036,66,36
117002,66,32
117006,66,NA
117037,66,NA
117043,66,NA
118001,66,29
118012,66,NA
118017,66,38
120032,66,25
120059,66,24
120067,66,31
123027,66,29
123046,66,30
123052,66,26
125011,66,25
125016,66,29
126001,66,32
126011,66,26
126014,66,28
127011,66,32
127016,66,39
127029,66,31
129017,66,32
131004,66,38
131029,66,38
133005,66,NA
134022,66,32
135004,66,29
135009,66,34
135019,66,28
137003,66,26
137009,66,29
137026,66,40
137036,66,39
137051,66,30
148003,66,29
151028,66,31
151030,66,31
154041,66,22
154055,66,22
201003,66,31
201004,66,32
201011,66,19
201013,66,32
201015,66,33
201022,66,35
201033,66,NA
201040,66,29
201047,66,NA
201053,66,22
201054,66,NA
202005,66,34
202103,66,29
206002,66,NA
208006,66,29
208117,66,NA
208118,66,NA
211024,66,NA
216006,66,NA
219010,66,26
220010,66,NA
220011,66,30
220013,66,26
220017,66,31
221012,66,38
224003,66,30
224020,66,34
227003,66,35
503001,66,14
503006,66,6
503007,66,NA
505014,66,NA
505016,66,23
507002,66,NA
507006,66,NA
508011,66,25
517023,66,35
517028,66,19
529026,66,26
529029,66,17
602003,66,23
602004,66,29
608011,66,23
608014,66,30
101023,72,37
101024,72,32
101047,72,NA
102001,72,32
102009,72,24
104004,72,36
105034,72,27
105035,72,27
107021,72,30
107036,72,31
108016,72,35
109007,72,36
109033,72,40
109064,72,27
109097,72,35
110007,72,NA
111044,72,31
112002,72,36
112032,72,31
113014,72,NA
114002,72,37
115121,72,NA
116043,72,31
117061,72,27
120027,72,32
120030,72,34
120038,72,35
120050,72,35
120065,72,25
123042,72,31
123048,72,32
123057,72,32
125017,72,33
125028,72,26
125034,72,NA
125037,72,35
126010,72,34
126012,72,34
126018,72,30
128008,72,38
128020,72,NA
130005,72,37
130006,72,36
130008,72,36
130009,72,37
130010,72,35
131057,72,42
132015,72,37
133026,72,NA
134007,72,31
134016,72,32
134017,72,31
134018,72,31
134035,72,34
135012,72,NA
137017,72,34
137028,72,37
137038,72,33
137040,72,37
143007,72,34
143013,72,30
148019,72,31
148029,72,25
154037,72,21
154061,72,NA
201007,72,31
201008,72,39
201009,72,36
201010,72,39
201012,72,39
201014,72,32
201030,72,NA
201031,72,NA
201050,72,NA
202073,72,34
202090,72,31
206015,72,NA
207001,72,36
211021,72,NA
213003,72,NA
218009,72,32
219007,72,29
220037,72,NA
220044,72,NA
221005,72,39
221006,72,34
221008,72,39
221009,72,34
223004,72,34
224006,72,37
224009,72,34
224019,72,28
501011,72,NA
501013,72,NA
501014,72,NA
501019,72,NA
501021,72,31
506005,72,21
506015,72,18
508009,72,24
508010,72,15
510004,72,19
517006,72,7
529001,72,32
529025,72,33
602007,72,20
611004,72,20
101002,78,39
101018,78,36
101045,78,NA
104014,78,NA
107008,78,32
107052,78,38
108007,78,NA
108037,78,NA
109003,78,35
109019,78,33
109020,78,28
109069,78,37
109086,78,31
110008,78,NA
111006,78,34
112006,78,37
112034,78,29
112038,78,27
113009,78,NA
114016,78,33
114017,78,41
115043,78,39
117036,78,NA
117049,78,NA
118011,78,39
119009,78,31
119015,78,40
120023,78,39
120056,78,31
120057,78,32
120070,78,28
121018,78,42
122015,78,NA
123015,78,25
123053,78,31
125032,78,NA
127004,78,39
127033,78,38
128021,78,37
129016,78,34
129022,78,40
129029,78,26
131017,78,NA
132006,78,NA
133001,78,NA
133015,78,NA
133030,78,NA
134019,78,37
135008,78,39
137030,78,34
138008,78,33
143008,78,35
148026,78,34
151008,78,41
151016,78,33
154049,78,NA
154059,78,NA
154072,78,NA
201016,78,21
202015,78,36
202027,78,38
202039,78,37
202052,78,42
202089,78,29
206003,78,NA
206019,78,NA
206020,78,38
211016,78,NA
219001,78,39
220002,78,39
220018,78,39
220020,78,28
220024,78,NA
224002,78,37
302005,78,38
302009,78,39
501012,78,NA
501025,78,NA
503004,78,NA
506003,78,10
506022,78,25
517001,78,25
517020,78,36
602006,78,24
602008,78,24
607004,78,40
607007,78,NA
608004,78,34
608012,78,22
611003,78,NA
611007,78,NA
612017,78,32
705002,78,17
101009,84,40
101014,84,NA
101038,84,NA
104017,84,40
107039,84,38
107054,84,42
108003,84,35
109043,84,42
109046,84,23
109051,84,40
109085,84,33
109089,84,41
110006,84,NA
111001,84,41
112003,84,32
112018,84,32
112020,84,30
112033,84,31
112042,84,27
112050,84,33
112051,84,32
112052,84,32
112070,84,30
113005,84,NA
114023,84,39
115002,84,39
115009,84,36
115034,84,38
115048,84,38
117041,84,41
117054,84,NA
119011,84,38
119016,84,38
119019,84,41
120020,84,38
122006,84,38
123002,84,39
123009,84,38
125020,84,36
126004,84,39
127022,84,37
127035,84,38
128019,84,42
129002,84,39
129006,84,38
129012,84,39
130007,84,36
130011,84,38
130012,84,39
130013,84,39
130014,84,38
130016,84,39
130017,84,39
131012,84,40
131015,84,39
131047,84,36
131059,84,39
132021,84,40
133003,84,NA
133012,84,NA
134006,84,41
134026,84,39
135026,84,37
137006,84,39
137032,84,37
137043,84,36
138004,84,39
143004,84,40
143005,84,41
148001,84,29
148012,84,38
148013,84,33
148023,84,34
148030,84,33
151012,84,39
151042,84,40
151043,84,40
151044,84,37
151052,84,34
151053,84,39
151057,84,40
151058,84,39
151059,84,39
154005,84,40
154024,84,NA
154038,84,NA
154040,84,33
154063,84,NA
154067,84,NA
154078,84,37
202097,84,31
206005,84,30
206006,84,NA
206008,84,23
206010,84,40
206017,84,30
206024,84,39
207007,84,30
207024,84,32
211009,84,38
215001,84,30
215004,84,37
216001,84,41
216009,84,40
216017,84,36
218005,84,NA
219004,84,37
219005,84,40
220009,84,40
302006,84,41
501003,84,27
506009,84,28
508023,84,26
508024,84,24
508025,84,23
508028,84,20
508034,84,40
517011,84,27
517017,84,24
517026,84,39
602005,84,28
605004,84,13
701001,84,NA
705004,84,19
101021,96,36
101030,96,38
101032,96,39
102010,96,28
102011,96,41
104023,96,41
108013,96,41
108020,96,NA
108039,96,NA
108043,96,NA
109002,96,38
109021,96,39
109061,96,42
109065,96,38
109088,96,41
110004,96,41
112017,96,33
112036,96,38
112040,96,35
112047,96,39
112068,96,35
113008,96,NA
115127,96,NA
117048,96,NA
118016,96,41
119007,96,42
119014,96,42
119018,96,41
119021,96,42
120044,96,41
120046,96,39
122010,96,36
123010,96,39
123039,96,39
123080,96,39
126007,96,40
128001,96,41
128004,96,39
128024,96,42
130002,96,39
130018,96,39
130019,96,42
130020,96,42
130021,96,42
131016,96,41
131028,96,42
131040,96,36
131056,96,41
132018,96,NA
132022,96,NA
133006,96,NA
133019,96,NA
133020,96,NA
133025,96,NA
133029,96,NA
134003,96,39
134004,96,37
134005,96,36
134010,96,35
134011,96,41
134012,96,39
134013,96,39
134014,96,40
134023,96,40
134024,96,37
134025,96,37
134034,96,36
135001,96,41
135010,96,40
135015,96,NA
136007,96,41
137020,96,40
137027,96,41
137037,96,40
138005,96,40
138017,96,41
143006,96,38
143018,96,41
143023,96,40
148008,96,NA
148025,96,41
151031,96,42
151032,96,40
151036,96,39
151037,96,41
151046,96,41
151047,96,36
151049,96,40
151056,96,31
151060,96,42
202008,96,42
202048,96,41
202050,96,40
202051,96,38
202077,96,30
202091,96,38
202096,96,38
207004,96,39
207018,96,38
216005,96,NA
216016,96,35
219006,96,41
219009,96,42
220019,96,NA
220028,96,42
223005,96,42
223008,96,33
224001,96,41
224005,96,40
224010,96,39
302001,96,42
302008,96,42
503002,96,17
506004,96,23
508003,96,7
510001,96,38
517012,96,27
529008,96,41
529015,96,36
600006,96,28
605002,96,16
605003,96,22
609009,96,13
612012,96,33
101001,108,41
107020,108,42
107055,108,42
108014,108,NA
108041,108,NA
109004,108,42
109016,108,42
109050,108,42
109052,108,37
109068,108,41
109079,108,42
109084,108,40
109095,108,42
111011,108,42
111021,108,41
112044,108,37
112045,108,38
112046,108,36
113004,108,NA
113013,108,NA
115030,108,NA
115035,108,38
115049,108,39
115122,108,NA
116024,108,37
116041,108,40
117035,108,NA
117038,108,42
119004,108,42
119012,108,NA
120024,108,38
120028,108,38
120043,108,41
120051,108,41
120058,108,40
120073,108,42
123065,108,42
123068,108,42
123076,108,42
125001,108,42
126003,108,42
126006,108,42
126019,108,42
128007,108,NA
128010,108,NA
128022,108,NA
129011,108,42
129027,108,42
130022,108,42
130023,108,42
130024,108,42
130025,108,42
131019,108,42
131046,108,42
132010,108,40
132025,108,42
132026,108,NA
132029,108,NA
133028,108,NA
134039,108,41
134044,108,42
137002,108,42
137029,108,40
137033,108,42
137035,108,41
138003,108,39
138013,108,NA
143002,108,40
148007,108,41
148022,108,39
148031,108,41
151003,108,42
151009,108,NA
151015,108,38
151021,108,42
151038,108,36
151051,108,39
151054,108,41
154028,108,41
154029,108,42
154046,108,NA
154056,108,42
154077,108,33
154081,108,39
202002,108,41
202004,108,42
202082,108,41
202098,108,38
211005,108,39
211020,108,37
211023,108,NA
216008,108,NA
219002,108,41
220001,108,40
220008,108,41
220025,108,NA
223009,108,39
302002,108,41
501018,108,NA
501027,108,NA
501031,108,NA
505010,108,25
508016,108,34
510005,108,28
517004,108,39
527004,108,31
600009,108,34
600010,108,31
607003,108,NA
612008,108,28
612013,108,35
101010,120,41
101020,120,NA
101035,120,42
104020,120,NA
107019,120,41
108008,120,NA
108028,120,NA
109012,120,42
109015,120,42
109023,120,42
109037,120,42
109042,120,42
109049,120,41
109094,120,42
111003,120,42
111014,120,42
111035,120,42
111043,120,42
112035,120,33
112041,120,35
112056,120,40
112071,120,36
115032,120,NA
115036,120,42
115044,120,NA
115050,120,32
115128,120,NA
116046,120,33
116058,120,38
116061,120,39
117003,120,41
117005,120,NA
118010,120,40
120071,120,41
122007,120,40
123014,120,42
123023,120,41
123032,120,42
123049,120,42
123056,120,42
123061,120,42
123069,120,42
123078,120,42
127023,120,41
128005,120,42
128011,120,42
128014,120,35
128025,120,42
129001,120,41
129013,120,42
130026,120,42
130027,120,42
132003,120,NA
133002,120,42
133011,120,NA
135003,120,NA
135021,120,NA
135024,120,NA
136005,120,42
137005,120,42
138007,120,42
138016,120,38
143025,120,42
151002,120,42
151019,120,42
151023,120,42
151025,120,42
151026,120,42
151033,120,41
151034,120,42
151039,120,42
151048,120,42
151055,120,41
154010,120,41
154018,120,42
154047,120,42
154058,120,42
154060,120,NA
154080,120,35
202017,120,42
202076,120,42
202094,120,41
207009,120,42
207017,120,41
211003,120,42
215005,120,41
216012,120,NA
219008,120,42
220032,120,41
220036,120,42
302007,120,42
501026,120,NA
505011,120,22
506008,120,37
506013,120,22
508014,120,35
508026,120,39
510008,120,32
517009,120,36
517021,120,42
527002,120,24
600007,120,40
600008,120,35
602001,120,37
611001,120,18
612007,120,21
612014,120,39
102018,132,42
107004,132,40
107016,132,41
107026,132,42
107027,132,42
107030,132,42
107032,132,42
107040,132,42
107041,132,42
107042,132,42
108001,132,NA
108027,132,NA
108045,132,NA
109027,132,42
109029,132,42
109073,132,42
111007,132,42
111025,132,41
111034,132,NA
111042,132,42
112030,132,38
112067,132,40
115123,132,NA
116011,132,42
116016,132,42
116022,132,42
116057,132,40
117032,132,NA
120045,132,42
120066,132,NA
121019,132,42
123008,132,42
123019,132,42
123026,132,42
123029,132,42
123035,132,42
123041,132,42
123043,132,42
