agestrat,GDS_interview,n,perc,cum_per
78,443,2,2.2472,16.8539
78,445,1,1.1236,17.9775
78,450,1,1.1236,19.1011
78,456,1,1.1236,20.2247
78,457,1,1.1236,21.3483
78,460,1,1.1236,22.4719
78,466,1,1.1236,23.5955
78,470,2,2.2472,25.8427
78,474,2,2.2472,28.0899
78,475,1,1.1236,29.2135
78,476,1,1.1236,30.3371
78,482,1,1.1236,31.4607
78,483,2,2.2472,33.7079
78,484,1,1.1236,34.8315
78,485,1,1.1236,35.9551
78,488,1,1.1236,37.0787
78,492,1,1.1236,38.2022
78,496,1,1.1236,39.3258
78,498,1,1.1236,40.4494
78,499,1,1.1236,41.573
78,500,1,1.1236,42.6966
78,503,1,1.1236,43.8202
78,507,1,1.1236,44.9438
78,517,1,1.1236,46.0674
78,518,1,1.1236,47.191
78,521,1,1.1236,48.3146
78,522,1,1.1236,49.4382
78,523,1,1.1236,50.5618
78,524,1,1.1236,51.6854
78,528,1,1.1236,52.809
78,529,1,1.1236,53.9326
78,535,3,3.3708,57.3034
78,538,1,1.1236,58.427
78,542,1,1.1236,59.5506
78,547,1,1.1236,60.6742
78,549,1,1.1236,61.7978
78,550,1,1.1236,62.9213
78,552,1,1.1236,64.0449
78,555,1,1.1236,65.1685
78,557,1,1.1236,66.2921
78,558,1,1.1236,67.4157
78,561,1,1.1236,68.5393
78,563,1,1.1236,69.6629
78,564,1,1.1236,70.7865
78,565,1,1.1236,71.9101
78,569,1,1.1236,73.0337
78,571,1,1.1236,74.1573
78,573,1,1.1236,75.2809
78,575,1,1.1236,76.4045
78,579,1,1.1236,77.5281
78,580,1,1.1236,78.6517
78,582,1,1.1236,79.7753
78,584,1,1.1236,80.8989
78,589,2,2.2472,83.1461
78,594,1,1.1236,84.2697
78,600,1,1.1236,85.3933
78,602,1,1.1236,86.5169
78,609,1,1.1236,87.6404
78,622,1,1.1236,88.764
78,623,1,1.1236,89.8876
78,628,1,1.1236,91.0112
78,632,2,2.2472,93.2584
78,633,1,1.1236,94.382
78,638,1,1.1236,95.5056
78,642,1,1.1236,96.6292
78,645,1,1.1236,97.7528
78,661,1,1.1236,98.8764
78,668,1,1.1236,100
84,305,1,0.8197,0.8197
84,326,1,0.8197,1.6393
84,332,1,0.8197,2.459
84,334,1,0.8197,3.2787
84,336,1,0.8197,4.0984
84,343,1,0.8197,4.918
84,362,1,0.8197,5.7377
84,370,1,0.8197,6.5574
84,385,1,0.8197,7.377
84,386,1,0.8197,8.1967
84,387,1,0.8197,9.0164
84,388,1,0.8197,9.8361
84,398,1,0.8197,10.6557
84,403,1,0.8197,11.4754
84,408,1,0.8197,12.2951
84,412,1,0.8197,13.1148
84,414,1,0.8197,13.9344
84,424,2,1.6393,15.5738
84,425,1,0.8197,16.3934
84,426,1,0.8197,17.2131
84,441,1,0.8197,18.0328
84,448,1,0.8197,18.8525
84,456,1,0.8197,19.6721
84,457,1,0.8197,20.4918
84,469,1,0.8197,21.3115
84,478,1,0.8197,22.1311
84,479,1,0.8197,22.9508
84,481,1,0.8197,23.7705
84,483,1,0.8197,24.5902
84,486,1,0.8197,25.4098
84,487,1,0.8197,26.2295
84,489,2,1.6393,27.8689
84,490,1,0.8197,28.6885
84,491,1,0.8197,29.5082
84,492,1,0.8197,30.3279
84,499,1,0.8197,31.1475
84,500,1,0.8197,31.9672
84,501,1,0.8197,32.7869
84,503,1,0.8197,33.6066
84,509,1,0.8197,34.4262
84,511,1,0.8197,35.2459
84,513,1,0.8197,36.0656
84,514,2,1.6393,37.7049
84,515,3,2.459,40.1639
84,516,1,0.8197,40.9836
84,517,2,1.6393,42.623
84,518,1,0.8197,43.4426
84,523,1,0.8197,44.2623
84,524,2,1.6393,45.9016
84,527,2,1.6393,47.541
84,529,3,2.459,50
84,530,2,1.6393,51.6393
84,531,3,2.459,54.0984
84,532,1,0.8197,54.918
84,533,1,0.8197,55.7377
84,536,1,0.8197,56.5574
84,538,1,0.8197,57.377
84,539,1,0.8197,58.1967
84,540,1,0.8197,59.0164
84,541,1,0.8197,59.8361
84,544,2,1.6393,61.4754
84,545,2,1.6393,63.1148
84,546,3,2.459,65.5738
84,547,1,0.8197,66.3934
84,550,3,2.459,68.8525
84,553,2,1.6393,70.4918
84,555,1,0.8197,71.3115
84,557,1,0.8197,72.1311
84,558,1,0.8197,72.9508
84,561,2,1.6393,74.5902
84,565,1,0.8197,75.4098
84,566,1,0.8197,76.2295
84,568,1,0.8197,77.0492
84,569,1,0.8197,77.8689
84,570,1,0.8197,78.6885
84,573,1,0.8197,79.5082
84,575,2,1.6393,81.1475
84,576,3,2.459,83.6066
84,577,1,0.8197,84.4262
84,591,1,0.8197,85.2459
84,592,1,0.8197,86.0656
84,593,2,1.6393,87.7049
84,601,2,1.6393,89.3443
84,602,1,0.8197,90.1639
84,604,1,0.8197,90.9836
84,608,1,0.8197,91.8033
84,609,1,0.8197,92.623
84,610,1,0.8197,93.4426
84,613,1,0.8197,94.2623
84,616,1,0.8197,95.082
84,618,1,0.8197,95.9016
84,623,1,0.8197,96.7213
84,626,1,0.8197,97.541
84,636,1,0.8197,98.3607
84,650,2,1.6393,100
96,261,1,0.8264,0.8264
96,337,1,0.8264,1.6529
96,350,1,0.8264,2.4793
96,366,1,0.8264,3.3058
96,373,1,0.8264,4.1322
96,382,1,0.8264,4.9587
96,395,1,0.8264,5.7851
96,407,1,0.8264,6.6116
96,414,1,0.8264,7.438
96,417,1,0.8264,8.2645
96,424,1,0.8264,9.0909
96,429,1,0.8264,9.9174
96,466,1,0.8264,10.7438
96,469,1,0.8264,11.5702
96,474,1,0.8264,12.3967
96,475,1,0.8264,13.2231
96,476,1,0.8264,14.0496
96,478,1,0.8264,14.876
96,485,2,1.6529,16.5289
96,491,1,0.8264,17.3554
96,492,1,0.8264,18.1818
96,495,2,1.6529,19.8347
96,498,2,1.6529,21.4876
96,500,1,0.8264,22.314
96,502,1,0.8264,23.1405
96,504,1,0.8264,23.9669
96,505,2,1.6529,25.6198
96,511,1,0.8264,26.4463
96,513,2,1.6529,28.0992
96,519,1,0.8264,28.9256
96,522,1,0.8264,29.7521
96,523,1,0.8264,30.5785
96,526,1,0.8264,31.405
96,531,2,1.6529,33.0579
96,532,1,0.8264,33.8843
96,533,1,0.8264,34.7107
96,535,1,0.8264,35.5372
96,538,1,0.8264,36.3636
96,539,3,2.4793,38.843
96,540,2,1.6529,40.4959
96,542,1,0.8264,41.3223
96,543,1,0.8264,42.1488
96,544,1,0.8264,42.9752
96,547,1,0.8264,43.8017
96,548,2,1.6529,45.4545
96,549,3,2.4793,47.9339
96,550,1,0.8264,48.7603
96,551,1,0.8264,49.5868
96,552,4,3.3058,52.8926
96,555,1,0.8264,53.719
96,556,2,1.6529,55.3719
96,557,4,3.3058,58.6777
96,558,2,1.6529,60.3306
96,561,3,2.4793,62.8099
96,562,2,1.6529,64.4628
96,564,2,1.6529,66.1157
96,565,1,0.8264,66.9421
96,566,1,0.8264,67.7686
96,567,1,0.8264,68.595
96,569,1,0.8264,69.4215
96,570,1,0.8264,70.2479
96,571,1,0.8264,71.0744
96,572,1,0.8264,71.9008
96,574,3,2.4793,74.3802
96,575,1,0.8264,75.2066
96,576,2,1.6529,76.8595
96,577,1,0.8264,77.686
96,578,1,0.8264,78.5124
96,583,1,0.8264,79.3388
96,584,2,1.6529,80.9917
96,585,1,0.8264,81.8182
96,586,1,0.8264,82.6446
96,587,3,2.4793,85.124
96,589,1,0.8264,85.9504
96,591,2,1.6529,87.6033
96,593,1,0.8264,88.4298
96,594,1,0.8264,89.2562
96,595,1,0.8264,90.0826
96,598,1,0.8264,90.9091
96,599,1,0.8264,91.7355
96,600,2,1.6529,93.3884
96,606,1,0.8264,94.2149
96,611,1,0.8264,95.0413
96,615,1,0.8264,95.8678
96,618,1,0.8264,96.6942
96,623,4,3.3058,100
108,283,1,0.9174,0.9174
108,339,1,0.9174,1.8349
108,355,1,0.9174,2.7523
108,378,1,0.9174,3.6697
108,384,1,0.9174,4.5872
108,400,1,0.9174,5.5046
108,409,1,0.9174,6.422
108,421,1,0.9174,7.3394
108,423,1,0.9174,8.2569
108,448,1,0.9174,9.1743
108,452,1,0.9174,10.0917
108,456,1,0.9174,11.0092
108,462,1,0.9174,11.9266
108,463,1,0.9174,12.844
108,468,1,0.9174,13.7615
108,475,1,0.9174,14.6789
108,479,1,0.9174,15.5963
108,481,1,0.9174,16.5138
108,486,1,0.9174,17.4312
108,487,1,0.9174,18.3486
108,488,1,0.9174,19.2661
108,489,1,0.9174,20.1835
108,490,1,0.9174,21.1009
108,492,1,0.9174,22.0183
108,493,1,0.9174,22.9358
108,494,3,2.7523,25.6881
108,495,1,0.9174,26.6055
108,500,1,0.9174,27.5229
108,505,1,0.9174,28.4404
108,508,1,0.9174,29.3578
108,512,1,0.9174,30.2752
108,513,1,0.9174,31.1927
108,514,1,0.9174,32.1101
108,517,2,1.8349,33.945
108,518,1,0.9174,34.8624
108,521,1,0.9174,35.7798
108,524,1,0.9174,36.6972
108,525,1,0.9174,37.6147
108,526,2,1.8349,39.4495
108,528,1,0.9174,40.367
108,529,1,0.9174,41.2844
108,530,1,0.9174,42.2018
108,533,2,1.8349,44.0367
108,534,1,0.9174,44.9541
108,535,3,2.7523,47.7064
108,537,1,0.9174,48.6239
108,540,1,0.9174,49.5413
108,541,2,1.8349,51.3761
108,542,1,0.9174,52.2936
108,543,3,2.7523,55.0459
108,544,1,0.9174,55.9633
108,545,1,0.9174,56.8807
108,546,2,1.8349,58.7156
108,550,4,3.6697,62.3853
108,551,1,0.9174,63.3028
108,552,3,2.7523,66.055
108,555,4,3.6697,69.7248
108,556,1,0.9174,70.6422
108,557,3,2.7523,73.3945
108,561,1,0.9174,74.3119
108,562,1,0.9174,75.2294
108,563,1,0.9174,76.1468
108,564,2,1.8349,77.9817
108,565,1,0.9174,78.8991
108,567,1,0.9174,79.8165
108,568,4,3.6697,83.4862
108,571,1,0.9174,84.4037
108,573,1,0.9174,85.3211
108,574,2,1.8349,87.156
108,576,2,1.8349,88.9908
108,579,1,0.9174,89.9083
108,580,1,0.9174,90.8257
108,582,2,1.8349,92.6606
108,585,2,1.8349,94.4954
108,591,6,5.5046,100
120,288,1,0.9615,0.9615
120,319,1,0.9615,1.9231
120,331,1,0.9615,2.8846
120,382,1,0.9615,3.8462
120,383,1,0.9615,4.8077
120,407,1,0.9615,5.7692
120,413,1,0.9615,6.7308
120,425,1,0.9615,7.6923
120,438,1,0.9615,8.6538
120,453,2,1.9231,10.5769
120,459,1,0.9615,11.5385
120,461,1,0.9615,12.5
120,463,1,0.9615,13.4615
120,470,1,0.9615,14.4231
120,479,1,0.9615,15.3846
120,482,1,0.9615,16.3462
120,483,1,0.9615,17.3077
120,485,1,0.9615,18.2692
120,488,1,0.9615,19.2308
120,490,2,1.9231,21.1538
120,492,1,0.9615,22.1154
120,494,1,0.9615,23.0769
120,495,1,0.9615,24.0385
120,496,1,0.9615,25
120,498,1,0.9615,25.9615
120,499,1,0.9615,26.9231
120,500,1,0.9615,27.8846
120,501,1,0.9615,28.8462
120,502,1,0.9615,29.8077
120,505,1,0.9615,30.7692
120,506,1,0.9615,31.7308
120,507,3,2.8846,34.6154
120,508,1,0.9615,35.5769
120,509,1,0.9615,36.5385
120,510,2,1.9231,38.4615
120,511,1,0.9615,39.4231
120,512,1,0.9615,40.3846
120,513,2,1.9231,42.3077
120,514,1,0.9615,43.2692
120,517,1,0.9615,44.2308
120,521,1,0.9615,45.1923
120,522,3,2.8846,48.0769
120,524,2,1.9231,50
120,525,3,2.8846,52.8846
120,526,2,1.9231,54.8077
120,528,1,0.9615,55.7692
120,529,2,1.9231,57.6923
120,530,1,0.9615,58.6538
120,531,1,0.9615,59.6154
120,534,6,5.7692,65.3846
120,535,1,0.9615,66.3462
120,536,1,0.9615,67.3077
120,539,3,2.8846,70.1923
120,540,3,2.8846,73.0769
120,541,1,0.9615,74.0385
120,544,5,4.8077,78.8462
120,547,1,0.9615,79.8077
120,548,4,3.8462,83.6538
120,550,1,0.9615,84.6154
120,551,2,1.9231,86.5385
120,553,1,0.9615,87.5
120,555,1,0.9615,88.4615
120,556,6,5.7692,94.2308
120,561,6,5.7692,100
132,273,1,0.5102,0.5102
132,283,1,0.5102,1.0204
132,295,1,0.5102,1.5306
132,301,1,0.5102,2.0408
132,391,1,0.5102,2.551
132,396,1,0.5102,3.0612
132,398,1,0.5102,3.5714
132,407,1,0.5102,4.0816
132,411,1,0.5102,4.5918
132,424,1,0.5102,5.102
132,434,1,0.5102,5.6122
132,437,1,0.5102,6.1224
132,439,1,0.5102,6.6327
132,441,1,0.5102,7.1429
132,446,1,0.5102,7.6531
132,447,1,0.5102,8.1633
132,453,1,0.5102,8.6735
132,455,1,0.5102,9.1837
132,459,1,0.5102,9.6939
132,464,1,0.5102,10.2041
132,465,1,0.5102,10.7143
132,467,1,0.5102,11.2245
132,468,1,0.5102,11.7347
132,471,2,1.0204,12.7551
132,472,1,0.5102,13.2653
132,474,1,0.5102,13.7755
132,475,1,0.5102,14.2857
132,476,4,2.0408,16.3265
132,477,1,0.5102,16.8367
132,480,1,0.5102,17.3469
132,481,1,0.5102,17.8571
132,482,2,1.0204,18.8776
132,485,1,0.5102,19.3878
132,486,2,1.0204,20.4082
132,487,3,1.5306,21.9388
132,489,1,0.5102,22.449
132,491,2,1.0204,23.4694
132,492,2,1.0204,24.4898
132,494,1,0.5102,25
132,495,2,1.0204,26.0204
132,496,1,0.5102,26.5306
132,497,3,1.5306,28.0612
132,498,1,0.5102,28.5714
132,499,1,0.5102,29.0816
132,500,1,0.5102,29.5918
132,501,2,1.0204,30.6122
132,502,1,0.5102,31.1224
132,503,3,1.5306,32.6531
132,504,3,1.5306,34.1837
132,505,3,1.5306,35.7143
132,506,1,0.5102,36.2245
132,507,3,1.5306,37.7551
132,508,4,2.0408,39.7959
132,510,8,4.0816,43.8776
132,511,2,1.0204,44.898
132,512,2,1.0204,45.9184
132,513,11,5.6122,51.5306
132,514,2,1.0204,52.551
132,515,2,1.0204,53.5714
132,516,1,0.5102,54.0816
132,517,2,1.0204,55.102
132,518,4,2.0408,57.1429
132,519,4,2.0408,59.1837
132,520,5,2.551,61.7347
132,521,7,3.5714,65.3061
132,522,3,1.5306,66.8367
132,523,3,1.5306,68.3673
132,524,6,3.0612,71.4286
132,526,9,4.5918,76.0204
132,527,2,1.0204,77.0408
132,529,16,8.1633,85.2041
132,530,7,3.5714,88.7755
132,535,22,11.2245,100
156,307,1,0.7937,0.7937
156,353,1,0.7937,1.5873
156,376,1,0.7937,2.381
156,404,2,1.5873,3.9683
156,427,1,0.7937,4.7619
156,435,1,0.7937,5.5556
156,441,1,0.7937,6.3492
156,458,1,0.7937,7.1429
156,459,1,0.7937,7.9365
156,462,1,0.7937,8.7302
156,464,1,0.7937,9.5238
156,466,2,1.5873,11.1111
156,467,1,0.7937,11.9048
156,469,1,0.7937,12.6984
156,471,2,1.5873,14.2857
156,473,1,0.7937,15.0794
156,474,1,0.7937,15.873
156,476,1,0.7937,16.6667
156,478,1,0.7937,17.4603
156,481,1,0.7937,18.254
156,483,1,0.7937,19.0476
156,484,1,0.7937,19.8413
156,486,3,2.381,22.2222
156,488,3,2.381,24.6032
156,489,1,0.7937,25.3968
156,490,1,0.7937,26.1905
156,492,1,0.7937,26.9841
156,493,3,2.381,29.3651
156,494,2,1.5873,30.9524
156,495,2,1.5873,32.5397
156,496,1,0.7937,33.3333
156,499,3,2.381,35.7143
156,501,2,1.5873,37.3016
156,502,1,0.7937,38.0952
156,503,1,0.7937,38.8889
156,505,4,3.1746,42.0635
156,506,5,3.9683,46.0317
156,508,3,2.381,48.4127
156,509,1,0.7937,49.2063
156,510,1,0.7937,50
156,512,3,2.381,52.381
156,514,16,12.6984,65.0794
156,518,44,34.9206,100
204,354,1,0.9259,0.9259
204,387,1,0.9259,1.8519
204,391,1,0.9259,2.7778
204,447,1,0.9259,3.7037
204,463,1,0.9259,4.6296
204,464,1,0.9259,5.5556
204,475,1,0.9259,6.4815
204,476,1,0.9259,7.4074
204,479,2,1.8519,9.2593
204,483,3,2.7778,12.037
204,486,2,1.8519,13.8889
204,489,1,0.9259,14.8148
204,492,1,0.9259,15.7407
204,493,2,1.8519,17.5926
204,494,3,2.7778,20.3704
204,495,1,0.9259,21.2963
204,496,5,4.6296,25.9259
204,497,5,4.6296,30.5556
204,498,4,3.7037,34.2593
204,499,1,0.9259,35.1852
204,500,70,64.8148,100
