SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
160,11--37,12--37,14--37,15--37,17--37,18--37,20--37,22--37,23--37,25--37,27--37,28--37,30--37,31--37,33--37,34--37,35--37,37,-,-,-,-,-,-,-,-,-,-,-,-
159,-,-,13,-,-,-,-,-,-,-,26,-,-,-,32,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-
158,-,-,-,-,16,-,-,21,-,-,-,-,29,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-
157,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
156,-,-,-,14,-,-,19,-,-,24,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-
155,-,-,-,-,-,-,-,-,-,-,-,27,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
154,10,-,12,-,-,17,-,-,22,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-
153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
152,-,10,-,-,15,-,-,20,-,-,25,-,28,-,31,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-
151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-
150,-,-,-,13,-,-,18,-,-,23,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
149,9,-,-,-,-,-,-,-,-,-,-,26,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-
148,-,-,11,-,-,16,-,-,21,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-
146,-,9,-,-,14,-,-,19,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
145,-,-,-,-,-,-,-,-,-,-,-,-,27,-,30,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-
144,-,-,-,12,-,-,17,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
143,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-
