SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,32,33,34,-,-,-,-,-,-,-
103,-,-,3,-,-,-,-,12,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-
102,-,1,-,-,-,-,10,-,-,-,17,-,-,-,-,-,-,28,-,-,-,-,-,-,-,36,-,-,-,-
101,-,-,-,-,-,8,-,-,-,-,-,-,-,22,-,25,-,-,-,-,-,-,-,-,-,-,-,-,37,-
100,0,-,-,-,6,-,-,-,-,15,-,-,-,-,-,-,-,-,29,-,-,-,-,-,35,-,-,-,-,37
99,-,-,-,4,-,-,-,-,13,-,-,-,20,-,23,-,26,-,-,30,-,-,-,34,-,-,36,-,-,-
98,-,-,2,-,-,-,-,11,-,-,-,18,-,-,-,-,-,-,-,-,31,32,33,-,-,35,-,36,-,-
97,-,0,-,-,-,-,9,-,-,-,16,-,-,21,-,-,-,27,-,-,-,-,-,-,-,-,-,-,36,36
96,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,24,-,-,28,-,-,-,-,-,34,-,35,-,-,-
95,-,-,-,-,5,-,-,-,-,14,-,-,19,-,-,-,25,-,-,29,30,31,32,33,-,-,-,35,-,-
94,-,-,-,3,-,-,-,-,12,-,-,17,-,-,22,-,-,-,-,-,-,-,-,-,-,34,-,-,35,35
93,-,-,1,-,-,-,-,10,-,-,-,-,-,20,-,-,-,26,-,-,-,-,-,-,33,-,34,-,-,-
92,-,-,-,-,-,-,8,-,-,-,15,-,-,-,-,23,-,-,27,-,-,-,-,32,-,-,-,34,-,-
91,-,-,-,-,-,6,-,-,-,13,-,-,18,-,-,-,24,-,-,28,29,30,31,-,-,33,-,-,34,34
90,-,-,-,-,4,-,-,-,11,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,-,-,-,2,-,-,-,-,-,-,-,16,-,-,-,-,-,25,-,-,-,-,-,-,32,-,33,-,-,-
88,-,-,-,-,-,-,-,9,-,-,14,-,-,19,-,22,-,-,26,27,-,-,30,31,-,32,-,33,33,33
87,-,-,0,-,-,-,7,-,-,-,-,-,17,-,-,-,23,-,-,-,28,29,-,-,-,-,-,-,-,-
86,-,-,-,-,-,5,-,-,-,12,-,-,-,-,20,-,-,24,-,-,-,-,-,-,31,-,32,-,-,-
85,-,-,-,-,3,-,-,-,10,-,-,15,-,-,-,-,-,-,25,-,-,-,-,30,-,-,-,32,32,-
84,-,-,-,-,-,-,-,8,-,-,-,-,-,18,-,21,-,-,-,26,27,28,29,-,-,31,-,-,-,32
83,-,-,-,1,-,-,-,-,-,-,13,-,-,-,-,-,22,-,-,-,-,-,-,-,30,-,31,-,-,-
82,-,-,-,-,-,-,6,-,-,11,-,-,16,-,19,-,-,23,-,-,-,-,-,29,-,-,-,31,-,-
81,-,-,-,-,-,4,-,-,-,-,-,14,-,-,-,-,-,-,24,-,-,-,28,-,-,30,-,-,31,31
80,-,-,-,-,2,-,-,-,9,-,-,-,-,17,-,20,-,-,-,25,26,27,-,-,-,-,-,-,-,-
79,-,-,-,-,-,-,-,7,-,-,12,-,-,-,-,-,21,-,-,-,-,-,-,-,29,-,30,30,-,-
78,-,-,-,0,-,-,5,-,-,-,-,-,15,-,18,-,-,22,-,-,-,-,-,28,-,-,-,-,30,30
77,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,23,24,-,26,27,-,-,29,-,-,-,-
76,-,-,-,-,-,3,-,-,8,-,-,13,-,16,-,19,-,-,-,-,25,-,-,-,28,-,29,-,-,-
75,-,-,-,-,1,-,-,-,-,-,11,-,-,-,-,-,20,-,-,-,-,-,-,27,-,-,-,29,29,29
74,-,-,-,-,-,-,-,6,-,-,-,-,14,-,17,-,-,21,-,-,-,-,26,-,-,28,-,-,-,-
73,-,-,-,-,-,-,4,-,-,9,-,-,-,-,-,-,-,-,22,23,24,25,-,-,-,-,28,-,-,-
72,-,-,-,-,-,-,-,-,-,-,-,12,-,15,-,18,-,-,-,-,-,-,-,-,27,-,-,28,28,28
71,-,-,-,-,-,2,-,-,7,-,-,-,-,-,-,-,19,-,-,-,-,-,-,26,-,27,-,-,-,-
70,-,-,-,-,0,-,-,5,-,-,10,-,13,-,16,-,-,20,21,-,-,-,25,-,-,-,27,-,-,-
69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,23,24,-,-,26,-,-,27,27,27
68,-,-,-,-,-,-,3,-,-,8,-,11,-,14,-,17,-,-,-,-,-,-,-,25,-,-,-,-,-,-
67,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,18,-,-,-,-,-,24,-,-,26,-,-,-,-
66,-,-,-,-,-,1,-,-,-,-,9,-,-,-,15,-,-,19,20,-,22,23,-,-,25,-,26,26,-,26
65,-,-,-,-,-,-,-,4,-,-,-,-,12,-,-,16,-,-,-,21,-,-,-,-,-,-,-,-,26,-
64,-,-,-,-,-,-,-,-,-,7,-,-,-,13,-,-,-,-,-,-,-,-,-,24,-,25,-,-,-,-
63,-,-,-,-,-,-,2,-,-,-,-,10,-,-,-,-,17,18,-,-,-,-,23,-,-,-,25,-,-,-
62,-,-,-,-,-,-,-,-,5,-,-,-,-,-,14,-,-,-,19,20,21,22,-,-,24,-,-,25,25,25
61,-,-,-,-,-,0,-,-,-,-,8,-,11,-,-,15,-,-,-,-,-,-,-,23,-,24,-,-,-,-
60,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,24,-,-,-
59,-,-,-,-,-,-,-,-,-,6,-,9,-,12,-,-,16,17,-,-,-,21,-,-,23,-,-,24,24,24
58,-,-,-,-,-,-,1,-,-,-,-,-,-,-,13,-,-,-,18,19,20,-,-,-,-,-,-,-,-,-
57,-,-,-,-,-,-,-,-,4,-,7,-,10,-,-,14,-,-,-,-,-,-,-,22,-,23,-,-,-,-
56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,21,-,-,-,23,23,23,23
55,-,-,-,-,-,-,-,2,-,5,-,8,-,11,-,-,-,16,-,-,19,20,-,-,22,-,-,-,-,-
54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,17,18,-,-,-,21,-,22,-,-,-,-
53,-,-,-,-,-,-,0,-,3,-,-,-,9,-,-,13,-,-,-,-,-,-,20,-,-,-,22,22,22,22
52,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,14,-,-,-,-,19,-,-,21,-,-,-,-,-
51,-,-,-,-,-,-,-,1,-,-,-,-,-,10,-,-,-,15,16,17,18,-,-,-,-,21,-,-,-,-
50,-,-,-,-,-,-,-,-,-,4,-,7,-,-,11,-,-,-,-,-,-,-,-,20,-,-,21,-,-,21
49,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,12,-,-,-,-,-,-,19,-,20,-,-,21,21,-
48,-,-,-,-,-,-,-,-,2,-,5,-,-,-,-,-,13,-,-,-,-,18,-,-,-,-,-,-,-,-
47,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,14,15,16,17,-,-,19,-,20,20,-,-,20
46,-,-,-,-,-,-,-,0,-,3,-,6,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-
45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,18,-,19,-,-,-,-,-
44,-,-,-,-,-,-,-,-,1,-,4,-,7,-,-,-,12,-,-,-,16,17,-,-,-,19,-,-,-,19
43,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,13,14,15,-,-,-,18,-,-,19,19,19,-
42,-,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,-,-,-,-,-,-,17,-,18,-,-,-,-,-
41,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,10,-,-,-,-,-,16,-,-,-,18,-,-,-,-
40,-,-,-,-,-,-,-,-,0,0--1,0--3,0--4,0--6,0--7,0--8,0--9,0--11,0--12,0--13,0--14,0--15,0--15,0--16,0--17,0--17,0--17,0--18,0--18,0--18,0--18
