SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
134,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
133,-,-,-,10,-,-,-,-,-,19,-,-,23,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-
132,-,-,-,-,-,13,-,16,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
131,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-
130,-,-,8,-,-,-,-,-,17,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
129,-,-,-,-,11,-,14,-,-,-,-,21,-,-,-,26,-,-,-,-,-,32,-,-,-,-,-,-,-,-
128,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,28,29,30,31,-,-,-,34,-,-,-,-,-
127,-,-,-,9,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
126,-,-,-,-,-,12,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
125,-,-,-,-,-,-,-,-,-,-,19,-,-,23,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-
124,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,-,-,-,-,10,-,13,-,16,-,-,-,-,-,24,-,-,-,-,-,-,-,32,-,-,34,-,-,-,-
122,4,5,-,-,-,-,-,-,-,-,-,20,-,-,-,25,-,-,-,-,-,31,-,-,-,-,-,-,-,-
121,-,-,-,8,-,-,-,-,-,17,-,-,-,-,-,-,26,-,-,-,30,-,-,-,-,-,-,-,-,-
120,-,-,-,-,-,11,-,14,-,-,-,-,21,-,-,-,-,27,28,29,-,-,-,-,33,-,-,-,-,-
119,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,-,-,-,-,9,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-
117,3,4,-,-,-,-,12,-,15,-,-,-,-,-,23,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-
116,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,31,-,-,-,-,-,-,-
114,-,-,-,-,-,10,-,13,-,16,-,-,-,-,-,-,25,-,-,-,-,30,-,-,-,33,-,34,-,-
113,-,-,5,-,-,-,-,-,-,-,-,-,20,-,-,-,-,26,27,28,29,-,-,-,-,-,-,-,-,-
112,-,-,-,-,8,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,2,3,-,-,-,-,11,-,14,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-
110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,33,-,34,-
109,-,-,-,6,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-
108,-,-,-,-,-,9,-,12,-,15,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
107,-,-,4,-,-,-,-,-,-,-,-,-,19,-,-,-,24,-,-,-,-,-,30,-,-,-,-,-,-,34
106,1,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,28,29,-,-,-,32,-,-,-,-
105,-,2,-,-,-,-,10,-,13,-,16,-,-,20,-,-,-,-,26,27,-,-,-,-,-,-,-,33,-,-
104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103,-,-,-,5,-,-,-,-,-,-,-,17,-,-,21,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-
102,-,-,-,-,-,8,-,11,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,30,-,-,32,-,33,-
100,0,1,-,-,6,-,-,-,-,-,-,-,18,-,-,-,23,-,-,-,-,-,29,-,-,-,-,-,-,-
99,-,-,-,-,-,-,9,-,12,-,15,-,-,19,-,-,-,24,25,26,27,28,-,-,-,31,-,-,-,33
98,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,32,-,-
97,-,-,-,-,-,7,-,-,-,-,-,16,-,-,20,-,-,-,-,-,-,-,-,29,-,-,31,-,32,-
96,-,-,2,-,-,-,-,10,-,13,-,-,17,-,-,21,22,-,-,-,-,-,28,-,-,-,-,-,-,32
95,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,23,24,25,26,27,-,-,-,30,-,31,-,-
94,-,0,-,-,-,-,8,-,11,-,14,-,-,18,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-
93,-,-,-,-,-,-,-,-,-,-,-,15,-,-,19,-,-,-,-,-,-,-,-,28,-,-,30,-,31,-
92,-,-,-,3,-,6,-,-,-,12,-,-,-,-,-,20,-,-,-,-,-,-,27,-,-,29,-,-,-,31
91,-,-,-,-,-,-,-,9,-,-,-,-,16,-,-,-,21,22,23,24,25,26,-,-,-,-,-,30,-,-
90,-,-,1,-,-,-,-,-,-,-,13,-,-,17,-,-,-,-,-,-,-,-,-,-,28,-,-,-,30,-
89,-,-,-,-,4,-,7,-,10,-,-,-,-,-,18,-,-,-,-,-,-,-,-,27,-,-,29,-,-,30
88,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,19,-,-,-,-,-,-,26,-,-,28,-,29,-,-
87,-,-,-,2,-,-,-,-,-,11,-,-,-,-,-,-,20,21,22,23,24,25,-,-,-,-,-,-,-,-
86,-,-,-,-,-,5,-,8,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,27,-,28,-,29,-
85,-,-,0,-,-,-,-,-,-,-,12,-,-,16,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,29
84,-,-,-,-,3,-,6,-,9,-,-,-,-,-,17,-,-,-,-,-,-,-,25,-,-,27,-,28,-,-
83,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,18,19,20,-,22,23,24,-,-,26,-,-,-,28,-
82,-,-,-,1,-,-,-,-,-,10,-,-,14,-,-,-,-,-,21,-,-,-,-,-,-,-,27,-,-,-
81,-,-,-,-,-,4,-,7,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,28
80,-,-,-,-,-,-,-,-,-,-,11,-,-,-,16,-,-,-,-,-,-,23,24,-,-,26,-,27,-,-
79,-,-,-,-,2,-,5,-,8,-,-,12,-,-,-,17,18,-,-,21,22,-,-,-,25,-,-,-,27,-
78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,20,-,-,-,-,24,-,-,26,-,-,27
77,-,-,-,-,-,-,-,-,-,9,-,-,13,-,-,-,-,-,-,-,-,-,23,-,-,25,-,26,-,-
76,-,-,-,0,-,3,-,6,-,-,-,-,-,14,-,-,-,-,-,-,-,22,-,-,-,-,-,-,26,-
75,-,-,-,-,-,-,-,-,-,-,10,-,-,-,15,16,-,-,-,-,21,-,-,-,24,-,25,-,-,-
74,-,-,-,-,-,-,-,-,7,-,-,11,-,-,-,-,17,18,19,20,-,-,-,23,-,-,-,-,-,26
73,-,-,-,-,1,-,4,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,22,-,-,24,-,25,-,-
72,-,-,-,-,-,-,-,-,-,8,-,-,-,13,-,-,-,-,-,-,-,21,-,-,-,-,-,-,25,-
71,-,-,-,-,-,2,-,5,-,-,9,-,-,-,14,-,-,-,-,-,20,-,-,-,23,-,24,-,-,25
70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16,17,18,19,-,-,-,22,-,-,-,24,-,-
69,-,-,-,-,-,-,-,-,6,-,-,10,-,-,-,-,-,-,-,-,-,-,21,-,-,23,-,-,-,-
68,-,-,-,-,0,-,3,-,-,-,-,-,11,-,-,-,-,-,-,-,-,20,-,-,22,-,23,-,24,-
67,-,-,-,-,-,-,-,-,-,7,-,-,-,12,13,-,-,-,-,-,19,-,-,-,-,-,-,-,-,24
66,-,-,-,-,-,-,-,4,-,-,8,-,-,-,-,14,15,16,17,18,-,-,-,21,-,22,-,23,-,-
65,-,-,-,-,-,1,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,23,-
64,-,-,-,-,-,-,-,-,5,-,-,-,10,-,-,-,-,-,-,-,-,19,-,-,21,-,22,-,-,23
63,-,-,-,-,-,-,2,-,-,6,-,-,-,11,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-
62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,14,15,16,17,-,-,-,20,-,21,-,22,-,-
61,-,-,-,-,-,-,-,3,-,-,7,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,22,-
60,-,-,-,-,-,0,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,18,-,-,20,-,21,-,-,22
59,-,-,-,-,-,-,-,-,4,-,-,-,9,-,-,-,-,-,-,-,17,-,-,19,-,-,-,21,-,-
58,-,-,-,-,-,-,1,-,-,5,-,-,-,10,11,-,-,-,15,16,-,-,-,-,-,20,-,-,21,-
57,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,12,13,14,-,-,-,-,18,-,-,-,20,-,-,21
56,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,19,-,-,-,-,-
55,-,-,-,-,-,-,-,-,3,-,-,7,8,-,-,-,-,-,-,-,16,-,-,18,-,-,-,20,-,-
54,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,14,15,-,-,-,-,-,19,-,-,20,-
53,-,-,-,-,-,-,0,-,-,4,-,-,-,-,10,11,12,13,-,-,-,-,17,-,18,-,19,-,-,20
52,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,19,-,-
51,-,-,-,-,-,-,-,1,-,-,-,6,-,-,-,-,-,-,-,-,15,-,-,17,-,18,-,-,19,-
50,-,-,-,-,-,-,-,-,2,-,-,-,7,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,19
49,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,10,11,12,13,-,-,-,16,-,17,-,18,-,-,-
48,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,18,-,-
47,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,14,-,-,16,-,17,-,-,18,-
46,-,-,-,-,-,-,-,0,-,-,-,5,-,-,-,-,-,-,-,13,-,-,-,-,-,-,17,-,-,18
45,-,-,-,-,-,-,-,-,1,-,-,-,6,7,8,-,10,11,12,-,-,-,15,-,16,-,-,-,-,-
44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,14,-,-,-,-,-,17,17,-
43,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,13,-,-,15,-,16,-,-,-,17
42,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,12,-,-,14,-,-,-,16,-,-,-
41,-,-,-,-,-,-,-,-,-,-,-,4,5,-,-,-,-,10,11,-,-,-,-,-,15,-,-,16,-,-
40,-,-,-,-,-,-,-,-,0,0--1,0--2,0--3,0--4,0--6,0--7,0--8,0--9,0--9,0--10,0--11,0--12,0--13,0--13,0--14,0--14,0--15,0--15,0--15,0--16,0--16
