SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
111,2,-,-,-,-,-,-,-,15,-,-,-,-,-,-,26,-,-,-,-,33,34,-,-,-,-,-,-,-,-
110,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
109,-,-,4,-,-,-,-,13,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
108,-,2,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-
107,-,-,-,-,-,9,-,-,-,16,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-
106,-,-,-,-,7,-,-,-,-,-,-,-,-,-,24,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-
105,1,-,-,5,-,-,-,-,14,-,-,19,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,34,36,-,37,-,-,-,-
103,-,-,3,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,37,-,-,-
102,-,1,-,-,-,-,10,-,-,-,17,-,-,22,-,-,-,28,-,-,-,-,-,-,-,-,-,37,-,-
101,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,37,37
100,0,-,-,-,6,-,-,-,-,15,-,-,-,-,-,-,-,-,29,-,-,-,-,-,36,-,-,-,-,-
99,-,-,-,-,-,-,-,-,13,-,-,-,20,-,23,-,26,-,-,30,-,-,-,-,-,-,-,-,-,-
98,-,-,2,4,-,-,-,11,-,-,-,18,-,-,-,-,-,-,-,-,31,32,33,35,-,36,-,-,-,-
97,-,0,-,-,-,-,9,-,-,-,16,-,-,21,-,24,-,27,-,-,-,-,-,-,-,-,36,36,36,-
96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,36
95,-,-,-,-,-,7,-,-,-,14,-,-,19,-,22,-,25,-,28,-,-,-,-,-,-,-,-,-,-,-
94,-,-,-,-,-,-,-,-,12,-,-,-,-,20,-,23,-,26,-,29,30,31,32,34,-,35,35,-,-,-
93,-,-,1,-,5,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,35,35
92,-,-,-,-,-,-,-,10,-,-,15,-,-,-,21,-,24,-,-,-,-,-,-,-,34,-,-,-,-,-
91,-,-,-,-,-,-,8,-,-,13,-,-,18,19,-,-,-,25,27,-,-,-,-,-,-,-,-,-,-,-
90,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,28,29,30,31,33,-,34,34,-,-,-
89,-,-,-,-,-,6,-,-,11,-,-,16,-,-,20,-,23,-,-,-,-,-,-,-,-,-,-,34,34,34
88,-,-,0,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-
87,-,-,-,-,4,-,-,9,-,-,14,-,-,18,-,21,-,24,26,-,-,-,-,-,-,33,-,-,-,-
86,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,27,28,29,30,32,-,-,33,33,-,-
85,-,-,-,-,-,-,7,-,10,-,-,-,-,-,19,-,22,-,-,-,-,-,-,-,-,-,-,-,33,33
84,-,-,-,-,-,-,-,-,-,-,-,15,16,17,-,20,-,23,-,-,-,-,-,-,32,-,-,-,-,-
83,-,-,-,-,-,5,-,-,-,-,13,-,-,-,-,-,-,-,25,-,-,-,-,-,-,32,-,-,-,-
82,-,-,-,2,-,-,-,-,-,-,-,-,-,-,18,-,21,-,-,26,27,28,29,31,-,-,32,32,32,-
81,-,-,-,-,-,-,-,8,-,11,-,-,-,16,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,32
80,-,-,-,-,3,-,6,-,9,-,-,14,15,-,-,19,-,-,-,-,-,-,-,-,31,-,-,-,-,-
79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,20,-,24,-,-,-,-,-,-,31,-,-,-,-
78,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,21,-,25,26,27,28,30,-,-,31,31,31,31
77,-,-,-,-,-,4,-,-,-,10,-,-,-,15,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-
75,-,-,-,-,-,-,-,7,8,-,-,13,-,-,16,-,19,-,23,-,-,-,-,-,-,30,30,-,-,-
74,-,-,-,-,2,-,5,-,-,-,11,-,-,14,-,17,-,20,-,24,25,26,27,29,-,-,-,30,30,30
73,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,-,-,-,-,-,-,-,-,-,9,-,-,13,-,15,-,18,-,-,-,-,-,-,-,29,-,-,-,-,-
71,-,-,-,-,-,3,-,-,7,-,-,12,-,13,-,-,-,19,-,-,-,-,-,28,-,29,29,29,-,-
70,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,16,-,-,22,23,-,25,26,-,-,-,-,-,29,29
69,-,-,-,-,-,-,4,-,-,-,10,-,-,-,14,-,17,-,-,-,24,-,-,-,28,-,-,-,-,-
68,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-
67,-,-,-,-,1,-,-,-,-,8,-,-,-,12,-,15,-,-,-,-,-,-,-,27,-,28,28,28,28,-
66,-,-,-,-,-,-,-,-,6,-,-,11,-,-,-,-,16,-,21,22,-,24,25,-,-,-,-,-,-,28
65,-,-,-,0,-,2,-,-,-,-,-,-,-,-,13,-,-,-,-,-,23,-,-,-,27,-,-,-,-,-
64,-,-,-,-,-,-,-,5,-,-,9,-,11,11,-,14,-,17,-,-,-,-,-,-,-,27,-,-,-,-
63,-,-,-,-,-,-,3,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,27,27,27,27
62,-,-,-,-,-,-,-,-,-,-,-,10,-,-,12,-,15,-,20,21,-,23,24,-,-,-,-,-,-,-
61,-,-,-,-,0,-,-,-,5,-,-,-,-,-,-,-,-,16,-,-,22,-,-,-,26,-,-,-,-,-
60,-,-,-,-,-,-,-,-,-,-,8,-,10,10,-,13,-,-,-,-,-,-,-,-,-,26,-,-,-,-
59,-,-,-,-,-,1,-,4,-,-,-,-,-,-,11,-,14,-,-,-,-,-,-,25,-,-,26,26,26,26
58,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,15,19,-,-,22,23,-,-,-,-,-,-,-
57,-,-,-,-,-,-,2,-,-,-,-,9,-,9,-,12,-,-,-,20,21,-,-,-,25,-,-,-,-,-
56,-,-,-,-,-,-,-,-,4,-,-,-,9,-,-,-,13,-,-,-,-,-,-,-,-,25,25,25,-,-
55,-,-,-,-,-,-,-,-,-,-,7,-,-,-,10,-,-,-,-,-,-,-,-,24,-,-,-,-,25,25
54,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,11,-,14,18,-,-,21,22,-,-,-,-,-,-,-
53,-,-,-,-,-,0,-,3,-,5,-,-,-,-,-,-,-,-,-,19,20,-,-,-,24,-,-,-,-,-
52,-,-,-,-,-,-,1,-,3,-,-,8,8,-,9,-,12,-,-,-,-,-,-,-,-,24,24,24,24,-
51,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,13,-,-,-,-,-,23,-,-,-,-,-,24
50,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,10,-,-,17,-,-,-,21,-,-,-,-,-,-,-
49,-,-,-,-,-,-,-,-,-,4,-,-,-,-,8,-,11,-,-,18,19,20,-,-,23,-,-,-,-,-
48,-,-,-,-,-,-,-,2,-,-,-,7,7,-,-,-,-,12,-,-,-,-,-,-,-,23,23,23,23,23
47,-,-,-,-,-,-,-,-,2,-,-,-,-,6,-,9,-,-,-,-,-,-,-,22,-,-,-,-,-,-
46,-,-,-,-,-,-,0,-,-,-,5,-,-,-,-,-,10,-,-,-,-,-,20,-,-,-,-,-,-,-
45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,16,17,18,19,-,-,22,-,-,-,-,-
44,-,-,-,-,-,-,-,-,-,3,-,-,6,5,-,8,-,11,-,-,-,-,-,-,-,22,22,22,22,22
43,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-
42,-,-,-,-,-,-,-,1,1,-,-,-,-,-,6,-,9,-,-,-,-,-,19,-,-,-,-,-,-,-
41,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,10,15,16,17,18,-,-,21,-,-,21,-,-
40,-,-,-,-,-,-,-,0,0,0--2,0--3,0--5,0--5,0--4,0--5,0--7,0--8,0--9,0--14,0--15,0--16,0--17,0--18,0--20,0--20,0--21,0--21,0--20,0--21,0--21
