rawscore,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
38,140,134,127,119,111,102,93,85,77,70,63,57,51,45,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
39,142,136,129,121,113,103,94,86,78,71,64,58,52,46,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,143,137,130,122,114,105,96,87,79,72,65,59,53,47,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
41,145,138,132,124,115,106,97,89,81,73,66,60,54,48,43,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
42,146,140,133,125,117,108,98,90,82,74,67,61,55,49,44,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
43,147,141,134,127,118,109,100,91,83,75,68,62,56,50,45,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
44,149,143,136,128,120,111,101,92,84,77,69,63,57,51,46,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40
45,150,144,137,130,121,112,103,94,85,78,71,64,58,52,46,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40
46,152,146,139,131,123,114,104,95,87,79,72,65,59,53,47,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40
47,153,147,140,132,124,115,105,96,88,80,73,66,60,54,48,43,40,40,40,40,40,40,40,40,40,40,40,40,40,40
48,155,148,142,134,126,117,107,97,89,81,74,67,61,55,49,44,40,40,40,40,40,40,40,40,40,40,40,40,40,40
49,156,150,143,135,127,118,108,98,90,82,75,68,62,56,50,45,40,40,40,40,40,40,40,40,40,40,40,40,40,40
50,157,151,144,137,128,119,110,100,91,83,76,69,63,57,51,46,41,40,40,40,40,40,40,40,40,40,40,40,40,40
51,159,153,146,138,130,121,111,101,92,84,77,70,64,58,52,47,42,40,40,40,40,40,40,40,40,40,40,40,40,40
52,160,154,147,140,131,122,113,103,94,86,78,71,65,58,53,48,43,40,40,40,40,40,40,40,40,40,40,40,40,40
53,160,156,149,141,133,124,114,104,95,87,79,72,66,59,54,49,44,40,40,40,40,40,40,40,40,40,40,40,40,40
54,160,157,150,143,134,125,116,106,96,88,80,73,67,60,55,49,45,40,40,40,40,40,40,40,40,40,40,40,40,40
55,160,158,152,144,136,127,117,107,97,89,81,74,68,61,56,50,45,41,40,40,40,40,40,40,40,40,40,40,40,40
56,160,160,153,145,137,128,119,109,98,90,82,75,68,62,57,51,46,42,40,40,40,40,40,40,40,40,40,40,40,40
57,160,160,154,147,139,130,120,110,100,91,83,76,69,63,57,52,47,43,40,40,40,40,40,40,40,40,40,40,40,40
58,160,160,156,148,140,131,122,111,101,92,85,77,70,64,58,53,48,44,40,40,40,40,40,40,40,40,40,40,40,40
59,160,160,157,150,141,133,123,113,102,93,86,78,71,65,59,54,49,44,40,40,40,40,40,40,40,40,40,40,40,40
60,160,160,159,151,143,134,125,114,104,95,87,79,72,66,60,55,50,45,41,40,40,40,40,40,40,40,40,40,40,40
61,160,160,160,153,144,135,126,116,105,96,88,80,73,67,61,56,51,46,42,40,40,40,40,40,40,40,40,40,40,40
62,160,160,160,154,146,137,127,117,107,97,89,81,74,68,62,57,51,47,43,40,40,40,40,40,40,40,40,40,40,40
63,160,160,160,155,147,138,129,119,108,98,90,82,75,69,63,57,52,48,43,40,40,40,40,40,40,40,40,40,40,40
64,160,160,160,157,149,140,130,120,110,99,91,83,76,70,64,58,53,48,44,40,40,40,40,40,40,40,40,40,40,40
65,160,160,160,158,150,141,132,122,111,100,92,84,77,71,65,59,54,49,45,41,40,40,40,40,40,40,40,40,40,40
66,160,160,160,160,152,143,133,123,113,102,93,86,78,72,66,60,55,50,46,42,40,40,40,40,40,40,40,40,40,40
67,160,160,160,160,153,144,135,125,114,103,94,87,79,73,67,61,56,51,47,43,40,40,40,40,40,40,40,40,40,40
68,160,160,160,160,155,146,136,126,116,105,95,88,80,74,68,62,57,52,47,44,40,40,40,40,40,40,40,40,40,40
69,160,160,160,160,156,147,138,128,117,106,96,89,81,75,68,63,57,53,48,44,41,40,40,40,40,40,40,40,40,40
70,160,160,160,160,157,149,139,129,119,108,97,90,82,76,69,64,58,53,49,45,42,40,40,40,40,40,40,40,40,40
71,160,160,160,160,159,150,141,131,120,109,99,91,83,77,70,64,59,54,50,46,42,40,40,40,40,40,40,40,40,40
72,160,160,160,160,160,152,142,132,122,111,100,92,84,77,71,65,60,55,51,47,43,40,40,40,40,40,40,40,40,40
73,160,160,160,160,160,153,144,134,123,112,101,93,85,78,72,66,61,56,51,47,44,41,40,40,40,40,40,40,40,40
74,160,160,160,160,160,154,145,135,125,114,102,94,86,79,73,67,62,57,52,48,45,41,40,40,40,40,40,40,40,40
75,160,160,160,160,160,156,147,137,126,115,104,95,87,80,74,68,63,58,53,49,45,42,40,40,40,40,40,40,40,40
76,160,160,160,160,160,157,148,138,128,117,105,96,88,81,75,69,63,58,54,50,46,43,40,40,40,40,40,40,40,40
77,160,160,160,160,160,159,149,140,129,118,107,97,89,82,76,70,64,59,55,50,47,44,41,40,40,40,40,40,40,40
78,160,160,160,160,160,160,151,141,131,120,108,98,90,83,77,71,65,60,55,51,48,44,41,40,40,40,40,40,40,40
79,160,160,160,160,160,160,152,142,132,121,110,99,91,84,78,72,66,61,56,52,48,45,42,40,40,40,40,40,40,40
80,160,160,160,160,160,160,154,144,134,123,112,100,92,85,78,72,67,62,57,53,49,46,43,40,40,40,40,40,40,40
81,160,160,160,160,160,160,155,145,135,124,113,101,93,86,79,73,68,62,58,54,50,46,43,41,40,40,40,40,40,40
82,160,160,160,160,160,160,157,147,137,126,115,103,94,87,80,74,68,63,59,54,51,47,44,42,40,40,40,40,40,40
83,160,160,160,160,160,160,158,148,138,127,116,104,95,88,81,75,69,64,59,55,51,48,45,42,40,40,40,40,40,40
84,160,160,160,160,160,160,160,150,140,129,118,106,96,89,82,76,70,65,60,56,52,49,46,43,41,40,40,40,40,40
85,160,160,160,160,160,160,160,151,141,130,119,108,97,90,83,77,71,66,61,57,53,49,46,44,42,40,40,40,40,40
86,160,160,160,160,160,160,160,153,142,132,121,109,98,91,84,78,72,67,62,57,54,50,47,44,42,40,40,40,40,40
87,160,160,160,160,160,160,160,154,144,133,122,111,99,92,85,79,73,67,63,58,54,51,48,45,43,41,40,40,40,40
88,160,160,160,160,160,160,160,156,145,135,124,112,100,93,86,79,74,68,63,59,55,52,48,46,44,42,40,40,40,40
89,160,160,160,160,160,160,160,157,147,136,125,114,102,94,87,80,74,69,64,60,56,52,49,46,44,42,41,40,40,41
90,160,160,160,160,160,160,160,159,148,138,127,115,103,95,88,81,75,70,65,61,57,53,50,47,45,43,42,41,40,41
91,160,160,160,160,160,160,160,160,150,139,128,117,105,96,89,82,76,71,66,61,57,54,51,48,46,44,42,41,41,42
92,160,160,160,160,160,160,160,160,151,141,130,118,106,97,89,83,77,72,67,62,58,54,51,49,46,44,43,42,41,43
93,160,160,160,160,160,160,160,160,153,142,131,120,108,97,90,84,78,72,67,63,59,55,52,49,47,45,44,42,42,43
94,160,160,160,160,160,160,160,160,154,144,133,121,109,98,91,85,79,73,68,64,59,56,53,50,48,46,44,43,42,44
95,160,160,160,160,160,160,160,160,156,145,134,123,111,99,92,86,80,74,69,64,60,57,53,51,48,46,45,44,43,44
96,160,160,160,160,160,160,160,160,157,147,136,124,112,101,93,87,80,75,70,65,61,57,54,51,49,47,45,44,44,45
97,160,160,160,160,160,160,160,160,159,148,137,126,114,102,94,87,81,76,71,66,62,58,55,52,50,48,46,45,44,45
98,160,160,160,160,160,160,160,160,160,150,139,127,116,104,95,88,82,76,71,67,62,59,55,53,50,48,47,46,45,46
99,160,160,160,160,160,160,160,160,160,151,140,129,117,105,96,89,83,77,72,67,63,59,56,53,51,49,47,46,45,47
100,160,160,160,160,160,160,160,160,160,153,142,130,119,107,97,90,84,78,73,68,64,60,57,54,52,50,48,47,46,47
101,160,160,160,160,160,160,160,160,160,154,143,132,120,108,98,91,85,79,74,69,65,61,58,55,52,50,49,47,47,48
102,160,160,160,160,160,160,160,160,160,156,145,133,122,110,99,92,86,80,75,70,65,62,58,55,53,51,49,48,47,48
103,160,160,160,160,160,160,160,160,160,157,146,135,123,111,100,93,86,81,75,71,66,62,59,56,54,51,50,49,48,49
104,160,160,160,160,160,160,160,160,160,159,148,136,125,113,101,94,87,81,76,71,67,63,60,57,54,52,50,49,48,50
105,160,160,160,160,160,160,160,160,160,160,149,138,126,114,102,94,88,82,77,72,68,64,60,57,55,53,51,50,49,50
106,160,160,160,160,160,160,160,160,160,160,151,139,128,116,104,95,89,83,78,73,68,65,61,58,56,53,52,50,50,51
107,160,160,160,160,160,160,160,160,160,160,152,141,129,117,105,96,90,84,79,74,69,65,62,59,56,54,52,51,50,51
108,160,160,160,160,160,160,160,160,160,160,154,142,131,119,107,97,91,85,79,74,70,66,63,59,57,55,53,52,51,52
109,160,160,160,160,160,160,160,160,160,160,155,144,132,120,109,98,92,86,80,75,71,67,63,60,58,55,54,52,51,52
110,160,160,160,160,160,160,160,160,160,160,157,145,134,122,110,99,92,86,81,76,71,67,64,61,58,56,54,53,52,53
111,160,160,160,160,160,160,160,160,160,160,158,147,135,124,112,100,93,87,82,77,72,68,65,62,59,57,55,54,53,54
112,160,160,160,160,160,160,160,160,160,160,160,148,137,125,113,101,94,88,82,77,73,69,65,62,60,57,56,54,53,54
113,160,160,160,160,160,160,160,160,160,160,160,150,138,127,115,103,95,89,83,78,74,70,66,63,60,58,56,55,54,55
114,160,160,160,160,160,160,160,160,160,160,160,151,140,128,116,104,96,90,84,79,74,70,67,64,61,59,57,55,54,55
115,160,160,160,160,160,160,160,160,160,160,160,153,141,130,118,106,97,90,85,80,75,71,67,64,62,59,57,56,55,56
116,160,160,160,160,160,160,160,160,160,160,160,154,143,131,119,107,97,91,86,81,76,72,68,65,62,60,58,57,56,57
117,160,160,160,160,160,160,160,160,160,160,160,156,144,133,121,109,98,92,86,81,77,73,69,66,63,61,59,57,56,57
118,160,160,160,160,160,160,160,160,160,160,160,157,146,134,122,110,99,93,87,82,77,73,70,66,64,61,59,58,57,58
119,160,160,160,160,160,160,160,160,160,160,160,159,148,136,124,112,100,94,88,83,78,74,70,67,64,62,60,58,57,58
120,160,160,160,160,160,160,160,160,160,160,160,160,149,137,126,114,102,95,89,84,79,75,71,68,65,63,61,59,58,59
121,160,160,160,160,160,160,160,160,160,160,160,160,151,139,127,115,103,95,90,84,80,75,72,68,66,63,61,60,59,60
122,160,160,160,160,160,160,160,160,160,160,160,160,152,140,129,117,105,96,90,85,80,76,72,69,66,64,62,60,59,60
123,160,160,160,160,160,160,160,160,160,160,160,160,154,142,130,118,106,97,91,86,81,77,73,70,67,64,62,61,60,61
124,160,160,160,160,160,160,160,160,160,160,160,160,155,143,132,120,108,98,92,87,82,78,74,70,68,65,63,62,60,61
125,160,160,160,160,160,160,160,160,160,160,160,160,157,145,133,121,109,99,93,88,83,78,75,71,68,66,64,62,61,62
126,160,160,160,160,160,160,160,160,160,160,160,160,158,147,135,123,111,100,94,88,83,79,75,72,69,66,64,63,62,62
127,160,160,160,160,160,160,160,160,160,160,160,160,160,148,136,124,113,101,94,89,84,80,76,73,70,67,65,63,62,63
128,160,160,160,160,160,160,160,160,160,160,160,160,160,150,138,126,114,102,95,90,85,81,77,73,70,68,66,64,63,64
129,160,160,160,160,160,160,160,160,160,160,160,160,160,151,139,128,116,104,96,91,86,81,77,74,71,68,66,65,63,64
130,160,160,160,160,160,160,160,160,160,160,160,160,160,153,141,129,117,105,97,91,86,82,78,75,72,69,67,65,64,65
131,160,160,160,160,160,160,160,160,160,160,160,160,160,154,142,131,119,107,98,92,87,83,79,75,72,70,68,66,65,65
132,160,160,160,160,160,160,160,160,160,160,160,160,160,156,144,132,120,109,98,93,88,83,79,76,73,70,68,66,65,66
133,160,160,160,160,160,160,160,160,160,160,160,160,160,157,146,134,122,110,99,94,89,84,80,77,74,71,69,67,66,67
134,160,160,160,160,160,160,160,160,160,160,160,160,160,159,147,135,124,112,100,94,89,85,81,77,74,72,69,68,66,67
135,160,160,160,160,160,160,160,160,160,160,160,160,160,160,149,137,125,113,102,95,90,86,82,78,75,72,70,68,67,68
136,160,160,160,160,160,160,160,160,160,160,160,160,160,160,150,138,127,115,103,96,91,86,82,79,76,73,71,69,68,68
137,160,160,160,160,160,160,160,160,160,160,160,160,160,160,152,140,128,116,105,97,92,87,83,79,76,74,71,70,68,69
138,160,160,160,160,160,160,160,160,160,160,160,160,160,160,153,142,130,118,106,98,92,88,84,80,77,74,72,70,69,70
139,160,160,160,160,160,160,160,160,160,160,160,160,160,160,155,143,131,120,108,98,93,89,84,81,78,75,73,71,69,70
140,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,145,133,121,110,99,94,89,85,81,78,75,73,71,70,71
141,160,160,160,160,160,160,160,160,160,160,160,160,160,160,158,146,134,123,111,100,95,90,86,82,79,76,74,72,71,71
142,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,148,136,124,113,101,95,91,86,83,80,77,74,73,71,72
143,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,149,138,126,114,103,96,91,87,83,80,77,75,73,72,72
144,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,151,139,127,116,104,97,92,88,84,81,78,76,74,72,73
145,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,152,141,129,117,106,98,93,89,85,82,79,76,74,73,74
146,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,142,131,119,108,98,94,89,86,82,79,77,75,74,74
147,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,144,132,121,109,99,94,90,86,83,80,78,76,74,75
148,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,157,145,134,122,111,100,95,91,87,84,81,78,76,75,75
149,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,147,135,124,112,101,96,91,88,84,81,79,77,75,76
150,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,149,137,125,114,103,96,92,88,85,82,80,78,76,77
151,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,150,138,127,116,105,97,93,89,86,83,80,78,77,77
152,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,152,140,129,117,106,98,94,90,86,83,81,79,77,78
153,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,153,142,130,119,108,99,94,90,87,84,81,79,78,78
154,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,155,143,132,120,109,99,95,91,88,85,82,80,78,79
155,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,145,133,122,111,100,96,92,88,85,83,81,79,79
156,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,158,146,135,124,113,102,96,92,89,86,83,81,80,80
157,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,148,137,125,114,104,97,93,90,87,84,82,80,81
158,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,150,138,127,116,105,98,94,90,87,85,82,81,81
159,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,151,140,128,117,107,98,94,91,88,85,83,81,82
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,153,141,130,119,108,99,95,92,88,86,84,82,82
161,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,143,132,121,110,100,96,92,89,86,84,83,83
162,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,144,133,122,112,101,96,93,90,87,85,83,84
163,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,157,146,135,124,113,103,97,94,90,88,86,84,84
164,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,148,136,125,115,105,98,94,91,88,86,84,85
165,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,149,138,127,116,106,99,95,92,89,87,85,85
166,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,151,140,129,118,108,99,96,92,90,87,86,86
167,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,152,141,130,120,109,100,96,93,90,88,86,87
168,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,143,132,121,111,101,97,94,91,89,87,87
169,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,144,134,123,113,103,98,94,92,89,87,88
170,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,157,146,135,125,114,105,98,95,92,90,88,88
171,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,148,137,126,116,106,99,96,93,90,89,89
172,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,149,138,128,118,108,100,96,93,91,89,89
173,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,151,140,129,119,110,101,97,94,92,90,90
174,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,152,142,131,121,111,102,98,95,92,90,91
175,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,143,133,123,113,104,98,95,93,91,91
176,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,145,134,124,115,105,99,96,94,92,92
177,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,157,146,136,126,116,107,99,97,94,92,92
178,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,148,137,127,118,109,100,97,95,93,93
179,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,150,139,129,119,110,102,98,95,93,94
180,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,151,141,131,121,112,104,98,96,94,94
181,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,153,142,132,123,114,105,99,97,95,95
182,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,144,134,124,115,107,100,97,95,95
183,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,146,136,126,117,109,101,98,96,96
184,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,158,147,137,128,119,110,103,99,96,96
185,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,149,139,129,120,112,104,99,97,97
186,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,150,140,131,122,114,106,100,98,98
187,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,152,142,133,124,115,108,101,98,98
188,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,144,134,125,117,109,103,99,99
189,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,155,145,136,127,119,111,104,99,99
190,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,157,147,138,129,120,113,106,100,100
